 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
1 Result (1->win; 0->lose):0, Score:14.0, timesteps:805
2 Result (1->win; 0->lose):0, Score:8.0, timesteps:499
3 Result (1->win; 0->lose):0, Score:4.0, timesteps:698
4 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
5 Result (1->win; 0->lose):0, Score:16.0, timesteps:817
6 Result (1->win; 0->lose):0, Score:12.0, timesteps:628
7 Result (1->win; 0->lose):0, Score:12.0, timesteps:567
8 Result (1->win; 0->lose):0, Score:8.0, timesteps:566
9 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
10 Result (1->win; 0->lose):0, Score:8.0, timesteps:499
11 Result (1->win; 0->lose):0, Score:8.0, timesteps:572
12 Result (1->win; 0->lose):0, Score:8.0, timesteps:499
13 Result (1->win; 0->lose):0, Score:16.0, timesteps:746
14 Result (1->win; 0->lose):0, Score:8.0, timesteps:490
15 Result (1->win; 0->lose):0, Score:8.0, timesteps:499
16 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
17 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
18 Result (1->win; 0->lose):0, Score:8.0, timesteps:572
19 Result (1->win; 0->lose):0, Score:8.0, timesteps:572
20 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
21 Result (1->win; 0->lose):0, Score:8.0, timesteps:572
22 Result (1->win; 0->lose):0, Score:12.0, timesteps:691
23 Result (1->win; 0->lose):0, Score:12.0, timesteps:567
24 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
25 Result (1->win; 0->lose):0, Score:8.0, timesteps:782
26 Result (1->win; 0->lose):0, Score:6.0, timesteps:559
27 Result (1->win; 0->lose):0, Score:8.0, timesteps:499
28 Result (1->win; 0->lose):0, Score:8.0, timesteps:499
29 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
30 Result (1->win; 0->lose):0, Score:10.0, timesteps:524
31 Result (1->win; 0->lose):0, Score:22.0, timesteps:843
32 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
33 Result (1->win; 0->lose):0, Score:8.0, timesteps:499
34 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
35 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
36 Result (1->win; 0->lose):0, Score:8.0, timesteps:522
37 Result (1->win; 0->lose):0, Score:8.0, timesteps:512
38 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
39 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
40 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
41 Result (1->win; 0->lose):0, Score:8.0, timesteps:499
42 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
43 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
44 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
45 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
46 Result (1->win; 0->lose):0, Score:8.0, timesteps:499
47 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
48 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
49 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
50 Result (1->win; 0->lose):0, Score:20.0, timesteps:845
51 Result (1->win; 0->lose):0, Score:16.0, timesteps:777
