 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
1 Result (1->win; 0->lose):0, Score:0.0, timesteps:379
2 Result (1->win; 0->lose):0, Score:4.0, timesteps:392
3 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
4 Result (1->win; 0->lose):0, Score:12.0, timesteps:847
5 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
6 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
7 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
8 Result (1->win; 0->lose):0, Score:4.0, timesteps:392
9 Result (1->win; 0->lose):0, Score:6.0, timesteps:582
10 Result (1->win; 0->lose):0, Score:12.0, timesteps:847
11 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
12 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
14 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
15 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
16 Result (1->win; 0->lose):0, Score:16.0, timesteps:429
17 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
18 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
19 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
20 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
21 Result (1->win; 0->lose):0, Score:8.0, timesteps:455
22 Result (1->win; 0->lose):0, Score:10.0, timesteps:728
23 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
24 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
25 Result (1->win; 0->lose):0, Score:8.0, timesteps:662
26 Result (1->win; 0->lose):0, Score:12.0, timesteps:484
27 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
28 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
29 Result (1->win; 0->lose):0, Score:10.0, timesteps:413
30 Result (1->win; 0->lose):0, Score:14.0, timesteps:780
31 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
32 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
33 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
34 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
35 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
36 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
37 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
38 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
39 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
40 Result (1->win; 0->lose):0, Score:8.0, timesteps:764
41 Result (1->win; 0->lose):0, Score:4.0, timesteps:392
42 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
43 Result (1->win; 0->lose):0, Score:16.0, timesteps:761
44 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
