 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:32.0, timesteps:611
1 Result (1->win; 0->lose):0, Score:2.0, timesteps:914
2 Result (1->win; 0->lose):0, Score:30.0, timesteps:849
3 Result (1->win; 0->lose):0, Score:14.0, timesteps:570
4 Result (1->win; 0->lose):0, Score:10.0, timesteps:922
5 Result (1->win; 0->lose):0, Score:12.0, timesteps:511
6 Result (1->win; 0->lose):0, Score:30.0, timesteps:791
7 Result (1->win; 0->lose):0, Score:10.0, timesteps:605
8 Result (1->win; 0->lose):0, Score:8.0, timesteps:498
9 Result (1->win; 0->lose):0, Score:14.0, timesteps:429
10 Result (1->win; 0->lose):0, Score:14.0, timesteps:429
11 Result (1->win; 0->lose):0, Score:10.0, timesteps:922
12 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
14 Result (1->win; 0->lose):0, Score:34.0, timesteps:1000
15 Result (1->win; 0->lose):0, Score:2.0, timesteps:666
16 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
17 Result (1->win; 0->lose):0, Score:8.0, timesteps:522
18 Result (1->win; 0->lose):0, Score:10.0, timesteps:427
19 Result (1->win; 0->lose):0, Score:8.0, timesteps:906
20 Result (1->win; 0->lose):0, Score:30.0, timesteps:849
21 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
22 Result (1->win; 0->lose):0, Score:30.0, timesteps:849
23 Result (1->win; 0->lose):0, Score:14.0, timesteps:326
24 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
25 Result (1->win; 0->lose):0, Score:10.0, timesteps:922
26 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
27 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
28 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
29 Result (1->win; 0->lose):0, Score:30.0, timesteps:849
30 Result (1->win; 0->lose):0, Score:12.0, timesteps:348
31 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
32 Result (1->win; 0->lose):0, Score:2.0, timesteps:746
33 Result (1->win; 0->lose):0, Score:10.0, timesteps:480
34 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
35 Result (1->win; 0->lose):0, Score:30.0, timesteps:849
36 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
37 Result (1->win; 0->lose):0, Score:10.0, timesteps:427
38 Result (1->win; 0->lose):0, Score:34.0, timesteps:920
39 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
40 Result (1->win; 0->lose):0, Score:6.0, timesteps:562
41 Result (1->win; 0->lose):0, Score:14.0, timesteps:429
42 Result (1->win; 0->lose):0, Score:14.0, timesteps:429
43 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
44 Result (1->win; 0->lose):0, Score:10.0, timesteps:922
45 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
46 Result (1->win; 0->lose):0, Score:10.0, timesteps:244
47 Result (1->win; 0->lose):0, Score:16.0, timesteps:537
48 Result (1->win; 0->lose):0, Score:10.0, timesteps:922
49 Result (1->win; 0->lose):0, Score:30.0, timesteps:849
50 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
51 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
52 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
53 Result (1->win; 0->lose):0, Score:24.0, timesteps:560
54 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
55 Result (1->win; 0->lose):0, Score:30.0, timesteps:849
56 Result (1->win; 0->lose):0, Score:26.0, timesteps:758
57 Result (1->win; 0->lose):0, Score:26.0, timesteps:730
58 Result (1->win; 0->lose):0, Score:34.0, timesteps:1000
59 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
60 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
61 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
62 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
63 Result (1->win; 0->lose):0, Score:36.0, timesteps:1000
64 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
65 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
66 Result (1->win; 0->lose):0, Score:12.0, timesteps:520
67 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
68 Result (1->win; 0->lose):0, Score:6.0, timesteps:431
69 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
70 Result (1->win; 0->lose):0, Score:18.0, timesteps:510
71 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
72 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
73 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
74 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
75 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
76 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
77 Result (1->win; 0->lose):0, Score:30.0, timesteps:849
78 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
79 Result (1->win; 0->lose):0, Score:24.0, timesteps:834
80 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
81 Result (1->win; 0->lose):0, Score:24.0, timesteps:560
82 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
83 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
84 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
85 Result (1->win; 0->lose):0, Score:28.0, timesteps:870
86 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
87 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
88 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
89 Result (1->win; 0->lose):0, Score:16.0, timesteps:591
90 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
91 Result (1->win; 0->lose):0, Score:24.0, timesteps:560
92 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
93 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
94 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
95 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
96 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
97 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
98 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
99 Result (1->win; 0->lose):0, Score:12.0, timesteps:691
100 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
101 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
102 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
103 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
104 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
105 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
106 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
107 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
108 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
109 Result (1->win; 0->lose):0, Score:32.0, timesteps:904
