 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:18.0, timesteps:347
1 Result (1->win; 0->lose):0, Score:8.0, timesteps:427
2 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
3 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
4 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
5 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
6 Result (1->win; 0->lose):0, Score:4.0, timesteps:280
7 Result (1->win; 0->lose):0, Score:6.0, timesteps:631
8 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
9 Result (1->win; 0->lose):0, Score:6.0, timesteps:631
10 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
11 Result (1->win; 0->lose):0, Score:4.0, timesteps:280
12 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
13 Result (1->win; 0->lose):0, Score:4.0, timesteps:280
14 Result (1->win; 0->lose):0, Score:10.0, timesteps:496
15 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
16 Result (1->win; 0->lose):0, Score:40.0, timesteps:411
17 Result (1->win; 0->lose):0, Score:16.0, timesteps:463
18 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
19 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
20 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
21 Result (1->win; 0->lose):0, Score:6.0, timesteps:751
22 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
23 Result (1->win; 0->lose):0, Score:6.0, timesteps:630
24 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
25 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
26 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
27 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
28 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
29 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
30 Result (1->win; 0->lose):0, Score:6.0, timesteps:450
31 Result (1->win; 0->lose):0, Score:4.0, timesteps:280
32 Result (1->win; 0->lose):0, Score:30.0, timesteps:998
33 Result (1->win; 0->lose):0, Score:12.0, timesteps:805
34 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
35 Result (1->win; 0->lose):0, Score:24.0, timesteps:905
36 Result (1->win; 0->lose):0, Score:22.0, timesteps:726
37 Result (1->win; 0->lose):0, Score:20.0, timesteps:631
38 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
39 Result (1->win; 0->lose):0, Score:18.0, timesteps:931
40 Result (1->win; 0->lose):0, Score:6.0, timesteps:450
41 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
42 Result (1->win; 0->lose):0, Score:6.0, timesteps:631
43 Result (1->win; 0->lose):0, Score:6.0, timesteps:450
44 Result (1->win; 0->lose):0, Score:6.0, timesteps:356
45 Result (1->win; 0->lose):0, Score:6.0, timesteps:631
46 Result (1->win; 0->lose):0, Score:22.0, timesteps:834
47 Result (1->win; 0->lose):0, Score:4.0, timesteps:280
48 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
49 Result (1->win; 0->lose):0, Score:16.0, timesteps:851
50 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
51 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
52 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
53 Result (1->win; 0->lose):0, Score:22.0, timesteps:899
54 Result (1->win; 0->lose):0, Score:4.0, timesteps:280
55 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
56 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
57 Result (1->win; 0->lose):0, Score:16.0, timesteps:599
58 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
59 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
60 Result (1->win; 0->lose):0, Score:12.0, timesteps:489
61 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
62 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
63 Result (1->win; 0->lose):0, Score:12.0, timesteps:429
64 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
65 Result (1->win; 0->lose):0, Score:2.0, timesteps:246
66 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
67 Result (1->win; 0->lose):0, Score:14.0, timesteps:936
68 Result (1->win; 0->lose):0, Score:14.0, timesteps:965
69 Result (1->win; 0->lose):0, Score:0.0, timesteps:623
70 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
71 Result (1->win; 0->lose):0, Score:24.0, timesteps:1000
72 Result (1->win; 0->lose):0, Score:12.0, timesteps:805
73 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
74 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
75 Result (1->win; 0->lose):0, Score:28.0, timesteps:720
76 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
77 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
78 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
79 Result (1->win; 0->lose):0, Score:8.0, timesteps:273
80 Result (1->win; 0->lose):0, Score:28.0, timesteps:816
81 Result (1->win; 0->lose):0, Score:10.0, timesteps:349
82 Result (1->win; 0->lose):0, Score:10.0, timesteps:349
83 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
84 Result (1->win; 0->lose):0, Score:36.0, timesteps:1000
85 Result (1->win; 0->lose):0, Score:18.0, timesteps:310
86 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
87 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
88 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
89 Result (1->win; 0->lose):0, Score:14.0, timesteps:396
90 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
91 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
92 Result (1->win; 0->lose):0, Score:14.0, timesteps:505
93 Result (1->win; 0->lose):0, Score:6.0, timesteps:631
94 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
95 Result (1->win; 0->lose):0, Score:30.0, timesteps:715
96 Result (1->win; 0->lose):0, Score:22.0, timesteps:971
97 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
98 Result (1->win; 0->lose):0, Score:34.0, timesteps:1000
99 Result (1->win; 0->lose):0, Score:16.0, timesteps:443
100 Result (1->win; 0->lose):0, Score:18.0, timesteps:438
101 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
102 Result (1->win; 0->lose):0, Score:20.0, timesteps:754
103 Result (1->win; 0->lose):0, Score:28.0, timesteps:543
104 Result (1->win; 0->lose):0, Score:4.0, timesteps:280
105 Result (1->win; 0->lose):0, Score:40.0, timesteps:1000
106 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
107 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
108 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
109 Result (1->win; 0->lose):0, Score:10.0, timesteps:356
110 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
111 Result (1->win; 0->lose):0, Score:14.0, timesteps:802
112 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
113 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
114 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
115 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
116 Result (1->win; 0->lose):0, Score:22.0, timesteps:800
117 Result (1->win; 0->lose):0, Score:18.0, timesteps:439
118 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
119 Result (1->win; 0->lose):0, Score:22.0, timesteps:647
120 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
121 Result (1->win; 0->lose):0, Score:6.0, timesteps:631
122 Result (1->win; 0->lose):0, Score:12.0, timesteps:805
123 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
124 Result (1->win; 0->lose):0, Score:20.0, timesteps:631
125 Result (1->win; 0->lose):0, Score:12.0, timesteps:483
126 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
127 Result (1->win; 0->lose):0, Score:12.0, timesteps:805
128 Result (1->win; 0->lose):0, Score:28.0, timesteps:561
129 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
130 Result (1->win; 0->lose):0, Score:20.0, timesteps:580
131 Result (1->win; 0->lose):0, Score:6.0, timesteps:631
132 Result (1->win; 0->lose):0, Score:20.0, timesteps:718
133 Result (1->win; 0->lose):0, Score:24.0, timesteps:701
134 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
135 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
136 Result (1->win; 0->lose):0, Score:10.0, timesteps:330
137 Result (1->win; 0->lose):0, Score:4.0, timesteps:726
138 Result (1->win; 0->lose):0, Score:16.0, timesteps:824
139 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
140 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
141 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
142 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
143 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
144 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
145 Result (1->win; 0->lose):0, Score:16.0, timesteps:399
146 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
147 Result (1->win; 0->lose):0, Score:26.0, timesteps:714
148 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
149 Result (1->win; 0->lose):0, Score:20.0, timesteps:842
150 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
151 Result (1->win; 0->lose):0, Score:4.0, timesteps:294
152 Result (1->win; 0->lose):0, Score:18.0, timesteps:863
153 Result (1->win; 0->lose):0, Score:34.0, timesteps:454
154 Result (1->win; 0->lose):0, Score:32.0, timesteps:749
155 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
156 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
157 Result (1->win; 0->lose):0, Score:32.0, timesteps:1000
158 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
159 Result (1->win; 0->lose):0, Score:32.0, timesteps:999
160 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
161 Result (1->win; 0->lose):0, Score:6.0, timesteps:631
162 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
163 Result (1->win; 0->lose):0, Score:58.0, timesteps:1000
164 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
165 Result (1->win; 0->lose):0, Score:16.0, timesteps:513
166 Result (1->win; 0->lose):0, Score:14.0, timesteps:620
167 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
168 Result (1->win; 0->lose):0, Score:6.0, timesteps:408
169 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
170 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
171 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
172 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
173 Result (1->win; 0->lose):0, Score:38.0, timesteps:1000
174 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
175 Result (1->win; 0->lose):0, Score:14.0, timesteps:541
176 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
177 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
178 Result (1->win; 0->lose):0, Score:34.0, timesteps:1000
179 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
180 Result (1->win; 0->lose):0, Score:18.0, timesteps:369
181 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
182 Result (1->win; 0->lose):0, Score:12.0, timesteps:542
183 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
184 Result (1->win; 0->lose):0, Score:18.0, timesteps:732
185 Result (1->win; 0->lose):0, Score:8.0, timesteps:557
186 Result (1->win; 0->lose):0, Score:10.0, timesteps:342
187 Result (1->win; 0->lose):0, Score:14.0, timesteps:672
188 Result (1->win; 0->lose):0, Score:40.0, timesteps:991
189 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
190 Result (1->win; 0->lose):0, Score:38.0, timesteps:1000
191 Result (1->win; 0->lose):0, Score:6.0, timesteps:631
192 Result (1->win; 0->lose):0, Score:34.0, timesteps:1000
193 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
194 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
195 Result (1->win; 0->lose):0, Score:24.0, timesteps:619
196 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
197 Result (1->win; 0->lose):0, Score:10.0, timesteps:572
198 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
199 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
200 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
201 Result (1->win; 0->lose):0, Score:6.0, timesteps:631
202 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
203 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
204 Result (1->win; 0->lose):0, Score:14.0, timesteps:486
205 Result (1->win; 0->lose):0, Score:18.0, timesteps:896
206 Result (1->win; 0->lose):0, Score:16.0, timesteps:549
207 Result (1->win; 0->lose):0, Score:14.0, timesteps:886
208 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
209 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
210 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
211 Result (1->win; 0->lose):0, Score:38.0, timesteps:1000
212 Result (1->win; 0->lose):0, Score:12.0, timesteps:280
213 Result (1->win; 0->lose):0, Score:36.0, timesteps:1000
214 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
215 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
216 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
217 Result (1->win; 0->lose):0, Score:28.0, timesteps:431
218 Result (1->win; 0->lose):0, Score:30.0, timesteps:873
219 Result (1->win; 0->lose):0, Score:40.0, timesteps:1000
220 Result (1->win; 0->lose):0, Score:36.0, timesteps:1000
221 Result (1->win; 0->lose):0, Score:12.0, timesteps:658
222 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
223 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
224 Result (1->win; 0->lose):0, Score:38.0, timesteps:997
225 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
226 Result (1->win; 0->lose):0, Score:36.0, timesteps:1000
227 Result (1->win; 0->lose):0, Score:30.0, timesteps:888
228 Result (1->win; 0->lose):0, Score:28.0, timesteps:905
229 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
230 Result (1->win; 0->lose):0, Score:34.0, timesteps:679
231 Result (1->win; 0->lose):0, Score:16.0, timesteps:558
232 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
233 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
234 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
235 Result (1->win; 0->lose):0, Score:38.0, timesteps:881
236 Result (1->win; 0->lose):0, Score:26.0, timesteps:760
237 Result (1->win; 0->lose):0, Score:4.0, timesteps:280
238 Result (1->win; 0->lose):0, Score:38.0, timesteps:1000
239 Result (1->win; 0->lose):0, Score:6.0, timesteps:328
240 Result (1->win; 0->lose):0, Score:10.0, timesteps:397
241 Result (1->win; 0->lose):0, Score:48.0, timesteps:879
242 Result (1->win; 0->lose):0, Score:12.0, timesteps:585
243 Result (1->win; 0->lose):0, Score:36.0, timesteps:916
244 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
245 Result (1->win; 0->lose):0, Score:4.0, timesteps:280
246 Result (1->win; 0->lose):0, Score:36.0, timesteps:806
247 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
248 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
249 Result (1->win; 0->lose):0, Score:16.0, timesteps:702
250 Result (1->win; 0->lose):0, Score:24.0, timesteps:619
251 Result (1->win; 0->lose):0, Score:32.0, timesteps:1000
252 Result (1->win; 0->lose):0, Score:26.0, timesteps:743
253 Result (1->win; 0->lose):0, Score:28.0, timesteps:906
254 Result (1->win; 0->lose):0, Score:20.0, timesteps:678
255 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
256 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
257 Result (1->win; 0->lose):0, Score:8.0, timesteps:477
258 Result (1->win; 0->lose):0, Score:32.0, timesteps:1000
259 Result (1->win; 0->lose):0, Score:38.0, timesteps:1000
260 Result (1->win; 0->lose):0, Score:66.0, timesteps:970
261 Result (1->win; 0->lose):0, Score:6.0, timesteps:365
262 Result (1->win; 0->lose):0, Score:18.0, timesteps:789
263 Result (1->win; 0->lose):0, Score:6.0, timesteps:372
264 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
265 Result (1->win; 0->lose):0, Score:16.0, timesteps:780
266 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
267 Result (1->win; 0->lose):0, Score:20.0, timesteps:791
268 Result (1->win; 0->lose):0, Score:44.0, timesteps:1000
269 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
270 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
271 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
272 Result (1->win; 0->lose):0, Score:26.0, timesteps:800
273 Result (1->win; 0->lose):0, Score:6.0, timesteps:266
274 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
275 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
276 Result (1->win; 0->lose):0, Score:18.0, timesteps:414
277 Result (1->win; 0->lose):0, Score:16.0, timesteps:780
278 Result (1->win; 0->lose):0, Score:6.0, timesteps:266
279 Result (1->win; 0->lose):0, Score:6.0, timesteps:370
280 Result (1->win; 0->lose):0, Score:2.0, timesteps:340
281 Result (1->win; 0->lose):0, Score:6.0, timesteps:271
282 Result (1->win; 0->lose):0, Score:44.0, timesteps:1000
283 Result (1->win; 0->lose):0, Score:28.0, timesteps:601
284 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
285 Result (1->win; 0->lose):0, Score:42.0, timesteps:1000
286 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
287 Result (1->win; 0->lose):0, Score:22.0, timesteps:519
288 Result (1->win; 0->lose):0, Score:12.0, timesteps:805
289 Result (1->win; 0->lose):0, Score:28.0, timesteps:628
290 Result (1->win; 0->lose):0, Score:50.0, timesteps:1000
291 Result (1->win; 0->lose):0, Score:54.0, timesteps:1000
292 Result (1->win; 0->lose):0, Score:4.0, timesteps:280
293 Result (1->win; 0->lose):0, Score:54.0, timesteps:1000
294 Result (1->win; 0->lose):0, Score:30.0, timesteps:885
295 Result (1->win; 0->lose):0, Score:34.0, timesteps:1000
296 Result (1->win; 0->lose):0, Score:36.0, timesteps:692
297 Result (1->win; 0->lose):0, Score:14.0, timesteps:558
298 Result (1->win; 0->lose):0, Score:14.0, timesteps:627
299 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
300 Result (1->win; 0->lose):0, Score:38.0, timesteps:881
301 Result (1->win; 0->lose):0, Score:44.0, timesteps:486
302 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
303 Result (1->win; 0->lose):0, Score:16.0, timesteps:810
304 Result (1->win; 0->lose):0, Score:8.0, timesteps:281
305 Result (1->win; 0->lose):0, Score:46.0, timesteps:1000
306 Result (1->win; 0->lose):0, Score:4.0, timesteps:280
307 Result (1->win; 0->lose):0, Score:14.0, timesteps:445
308 Result (1->win; 0->lose):0, Score:30.0, timesteps:568
309 Result (1->win; 0->lose):0, Score:14.0, timesteps:442
310 Result (1->win; 0->lose):0, Score:54.0, timesteps:747
311 Result (1->win; 0->lose):0, Score:44.0, timesteps:1000
