 ** Playing game examples/gridphysics/aliens.txt, level examples/gridphysics/aliens_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:32.0, timesteps:812
1 Result (1->win; 0->lose):0, Score:19.0, timesteps:385
2 Result (1->win; 0->lose):0, Score:16.0, timesteps:274
3 Result (1->win; 0->lose):0, Score:12.0, timesteps:698
4 Result (1->win; 0->lose):0, Score:15.0, timesteps:423
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:812
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:469
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:812
8 Result (1->win; 0->lose):0, Score:38.0, timesteps:877
9 Result (1->win; 0->lose):0, Score:15.0, timesteps:534
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:619
11 Result (1->win; 0->lose):1, Score:51.0, timesteps:527
12 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
13 Result (1->win; 0->lose):0, Score:1.0, timesteps:687
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:696
15 Result (1->win; 0->lose):1, Score:42.0, timesteps:434
16 Result (1->win; 0->lose):0, Score:1.0, timesteps:696
17 Result (1->win; 0->lose):0, Score:32.0, timesteps:744
18 Result (1->win; 0->lose):1, Score:42.0, timesteps:476
19 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
20 Result (1->win; 0->lose):1, Score:44.0, timesteps:456
21 Result (1->win; 0->lose):0, Score:1.0, timesteps:469
22 Result (1->win; 0->lose):0, Score:22.0, timesteps:502
23 Result (1->win; 0->lose):0, Score:33.0, timesteps:812
24 Result (1->win; 0->lose):0, Score:47.0, timesteps:794
25 Result (1->win; 0->lose):0, Score:51.0, timesteps:1000
26 Result (1->win; 0->lose):1, Score:42.0, timesteps:538
27 Result (1->win; 0->lose):0, Score:33.0, timesteps:890
28 Result (1->win; 0->lose):0, Score:40.0, timesteps:890
29 Result (1->win; 0->lose):0, Score:1.0, timesteps:469
30 Result (1->win; 0->lose):0, Score:31.0, timesteps:911
31 Result (1->win; 0->lose):1, Score:42.0, timesteps:434
32 Result (1->win; 0->lose):1, Score:46.0, timesteps:448
33 Result (1->win; 0->lose):0, Score:29.0, timesteps:698
34 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
35 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
36 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
37 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
38 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
39 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
40 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
41 Result (1->win; 0->lose):0, Score:44.0, timesteps:990
42 Result (1->win; 0->lose):0, Score:44.0, timesteps:986
43 Result (1->win; 0->lose):0, Score:31.0, timesteps:445
44 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
45 Result (1->win; 0->lose):1, Score:45.0, timesteps:459
46 Result (1->win; 0->lose):1, Score:48.0, timesteps:674
47 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
48 Result (1->win; 0->lose):0, Score:45.0, timesteps:664
49 Result (1->win; 0->lose):0, Score:45.0, timesteps:858
50 Result (1->win; 0->lose):0, Score:1.0, timesteps:469
51 Result (1->win; 0->lose):1, Score:41.0, timesteps:708
52 Result (1->win; 0->lose):0, Score:25.0, timesteps:490
53 Result (1->win; 0->lose):0, Score:1.0, timesteps:469
54 Result (1->win; 0->lose):1, Score:42.0, timesteps:476
55 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
56 Result (1->win; 0->lose):0, Score:18.0, timesteps:469
57 Result (1->win; 0->lose):1, Score:42.0, timesteps:476
58 Result (1->win; 0->lose):0, Score:39.0, timesteps:940
59 Result (1->win; 0->lose):0, Score:1.0, timesteps:714
60 Result (1->win; 0->lose):1, Score:42.0, timesteps:682
61 Result (1->win; 0->lose):1, Score:42.0, timesteps:519
62 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
63 Result (1->win; 0->lose):1, Score:42.0, timesteps:465
64 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
65 Result (1->win; 0->lose):0, Score:39.0, timesteps:746
66 Result (1->win; 0->lose):0, Score:43.0, timesteps:858
67 Result (1->win; 0->lose):0, Score:-1.0, timesteps:812
68 Result (1->win; 0->lose):0, Score:37.0, timesteps:746
69 Result (1->win; 0->lose):0, Score:37.0, timesteps:943
70 Result (1->win; 0->lose):1, Score:42.0, timesteps:435
71 Result (1->win; 0->lose):1, Score:42.0, timesteps:469
72 Result (1->win; 0->lose):0, Score:7.0, timesteps:699
73 Result (1->win; 0->lose):1, Score:42.0, timesteps:417
74 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
75 Result (1->win; 0->lose):0, Score:9.0, timesteps:828
76 Result (1->win; 0->lose):0, Score:29.0, timesteps:848
77 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
78 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
79 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
80 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
81 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
82 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
83 Result (1->win; 0->lose):0, Score:5.0, timesteps:124
84 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
85 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
86 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
87 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
88 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
89 Result (1->win; 0->lose):0, Score:29.0, timesteps:812
90 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
91 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
92 Result (1->win; 0->lose):0, Score:1.0, timesteps:696
93 Result (1->win; 0->lose):1, Score:42.0, timesteps:434
94 Result (1->win; 0->lose):0, Score:21.0, timesteps:812
95 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
96 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
97 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
98 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
99 Result (1->win; 0->lose):0, Score:1.0, timesteps:696
100 Result (1->win; 0->lose):1, Score:49.0, timesteps:512
101 Result (1->win; 0->lose):0, Score:35.0, timesteps:812
102 Result (1->win; 0->lose):0, Score:23.0, timesteps:785
103 Result (1->win; 0->lose):0, Score:3.0, timesteps:651
104 Result (1->win; 0->lose):0, Score:29.0, timesteps:848
105 Result (1->win; 0->lose):0, Score:1.0, timesteps:812
106 Result (1->win; 0->lose):1, Score:42.0, timesteps:434
107 Result (1->win; 0->lose):0, Score:19.0, timesteps:295
108 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
109 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
110 Result (1->win; 0->lose):0, Score:32.0, timesteps:844
111 Result (1->win; 0->lose):0, Score:29.0, timesteps:848
112 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
113 Result (1->win; 0->lose):1, Score:47.0, timesteps:645
114 Result (1->win; 0->lose):1, Score:47.0, timesteps:575
115 Result (1->win; 0->lose):0, Score:31.0, timesteps:812
116 Result (1->win; 0->lose):0, Score:28.0, timesteps:779
117 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
118 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
119 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
120 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
121 Result (1->win; 0->lose):1, Score:42.0, timesteps:417
122 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
123 Result (1->win; 0->lose):1, Score:42.0, timesteps:594
124 Result (1->win; 0->lose):1, Score:42.0, timesteps:584
125 Result (1->win; 0->lose):0, Score:8.0, timesteps:812
126 Result (1->win; 0->lose):0, Score:29.0, timesteps:848
127 Result (1->win; 0->lose):0, Score:28.0, timesteps:633
128 Result (1->win; 0->lose):0, Score:17.0, timesteps:366
129 Result (1->win; 0->lose):1, Score:47.0, timesteps:603
130 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
131 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
132 Result (1->win; 0->lose):1, Score:42.0, timesteps:655
133 Result (1->win; 0->lose):1, Score:42.0, timesteps:417
134 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
135 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
136 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
137 Result (1->win; 0->lose):0, Score:40.0, timesteps:988
138 Result (1->win; 0->lose):0, Score:29.0, timesteps:535
139 Result (1->win; 0->lose):1, Score:42.0, timesteps:919
140 Result (1->win; 0->lose):0, Score:1.0, timesteps:812
141 Result (1->win; 0->lose):1, Score:40.0, timesteps:538
142 Result (1->win; 0->lose):0, Score:12.0, timesteps:812
143 Result (1->win; 0->lose):0, Score:4.0, timesteps:812
144 Result (1->win; 0->lose):0, Score:39.0, timesteps:1000
145 Result (1->win; 0->lose):0, Score:23.0, timesteps:902
146 Result (1->win; 0->lose):1, Score:42.0, timesteps:417
147 Result (1->win; 0->lose):0, Score:11.0, timesteps:645
148 Result (1->win; 0->lose):0, Score:24.0, timesteps:396
149 Result (1->win; 0->lose):1, Score:42.0, timesteps:402
150 Result (1->win; 0->lose):1, Score:42.0, timesteps:466
151 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
152 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
153 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
154 Result (1->win; 0->lose):0, Score:5.0, timesteps:484
155 Result (1->win; 0->lose):0, Score:27.0, timesteps:778
156 Result (1->win; 0->lose):0, Score:4.0, timesteps:703
157 Result (1->win; 0->lose):0, Score:33.0, timesteps:829
158 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
159 Result (1->win; 0->lose):0, Score:3.0, timesteps:812
160 Result (1->win; 0->lose):1, Score:42.0, timesteps:433
161 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
162 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
163 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
164 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
165 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
166 Result (1->win; 0->lose):0, Score:36.0, timesteps:1000
167 Result (1->win; 0->lose):0, Score:31.0, timesteps:319
168 Result (1->win; 0->lose):0, Score:39.0, timesteps:595
169 Result (1->win; 0->lose):0, Score:31.0, timesteps:319
170 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
171 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
172 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
173 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
174 Result (1->win; 0->lose):1, Score:42.0, timesteps:452
175 Result (1->win; 0->lose):1, Score:42.0, timesteps:450
176 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
177 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
178 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
179 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
180 Result (1->win; 0->lose):0, Score:1.0, timesteps:812
181 Result (1->win; 0->lose):0, Score:31.0, timesteps:319
182 Result (1->win; 0->lose):0, Score:1.0, timesteps:469
183 Result (1->win; 0->lose):0, Score:9.0, timesteps:310
184 Result (1->win; 0->lose):1, Score:42.0, timesteps:450
185 Result (1->win; 0->lose):1, Score:51.0, timesteps:851
186 Result (1->win; 0->lose):0, Score:33.0, timesteps:892
187 Result (1->win; 0->lose):1, Score:42.0, timesteps:401
188 Result (1->win; 0->lose):1, Score:42.0, timesteps:450
189 Result (1->win; 0->lose):0, Score:31.0, timesteps:800
190 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
191 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
192 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
193 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
194 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
195 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
196 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
197 Result (1->win; 0->lose):0, Score:43.0, timesteps:970
198 Result (1->win; 0->lose):0, Score:1.0, timesteps:812
199 Result (1->win; 0->lose):1, Score:42.0, timesteps:386
200 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
201 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
202 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
203 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
204 Result (1->win; 0->lose):0, Score:1.0, timesteps:812
205 Result (1->win; 0->lose):1, Score:43.0, timesteps:459
206 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
207 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
208 Result (1->win; 0->lose):1, Score:42.0, timesteps:449
209 Result (1->win; 0->lose):0, Score:1.0, timesteps:812
210 Result (1->win; 0->lose):1, Score:42.0, timesteps:401
211 Result (1->win; 0->lose):1, Score:42.0, timesteps:450
212 Result (1->win; 0->lose):1, Score:42.0, timesteps:450
213 Result (1->win; 0->lose):1, Score:42.0, timesteps:450
214 Result (1->win; 0->lose):1, Score:42.0, timesteps:450
215 Result (1->win; 0->lose):1, Score:42.0, timesteps:450
