 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
1 Result (1->win; 0->lose):0, Score:4.0, timesteps:486
2 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
3 Result (1->win; 0->lose):0, Score:12.0, timesteps:836
4 Result (1->win; 0->lose):0, Score:10.0, timesteps:782
5 Result (1->win; 0->lose):0, Score:6.0, timesteps:821
6 Result (1->win; 0->lose):0, Score:4.0, timesteps:399
7 Result (1->win; 0->lose):0, Score:34.0, timesteps:544
8 Result (1->win; 0->lose):0, Score:14.0, timesteps:587
9 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
10 Result (1->win; 0->lose):0, Score:4.0, timesteps:399
11 Result (1->win; 0->lose):0, Score:4.0, timesteps:486
12 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
14 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
15 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
16 Result (1->win; 0->lose):0, Score:6.0, timesteps:344
17 Result (1->win; 0->lose):0, Score:14.0, timesteps:741
18 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
19 Result (1->win; 0->lose):0, Score:4.0, timesteps:808
20 Result (1->win; 0->lose):0, Score:6.0, timesteps:821
21 Result (1->win; 0->lose):0, Score:10.0, timesteps:654
22 Result (1->win; 0->lose):0, Score:2.0, timesteps:799
23 Result (1->win; 0->lose):0, Score:24.0, timesteps:1000
24 Result (1->win; 0->lose):0, Score:0.0, timesteps:357
25 Result (1->win; 0->lose):0, Score:14.0, timesteps:955
26 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
27 Result (1->win; 0->lose):0, Score:4.0, timesteps:479
28 Result (1->win; 0->lose):0, Score:18.0, timesteps:774
29 Result (1->win; 0->lose):0, Score:8.0, timesteps:773
30 Result (1->win; 0->lose):0, Score:10.0, timesteps:725
31 Result (1->win; 0->lose):0, Score:10.0, timesteps:611
32 Result (1->win; 0->lose):0, Score:16.0, timesteps:979
33 Result (1->win; 0->lose):0, Score:4.0, timesteps:826
34 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
35 Result (1->win; 0->lose):0, Score:4.0, timesteps:399
36 Result (1->win; 0->lose):0, Score:2.0, timesteps:904
37 Result (1->win; 0->lose):0, Score:8.0, timesteps:602
38 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
39 Result (1->win; 0->lose):0, Score:10.0, timesteps:548
40 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
41 Result (1->win; 0->lose):0, Score:6.0, timesteps:448
42 Result (1->win; 0->lose):0, Score:24.0, timesteps:1000
43 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
44 Result (1->win; 0->lose):0, Score:10.0, timesteps:452
45 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
46 Result (1->win; 0->lose):0, Score:6.0, timesteps:821
47 Result (1->win; 0->lose):0, Score:18.0, timesteps:681
48 Result (1->win; 0->lose):0, Score:4.0, timesteps:486
49 Result (1->win; 0->lose):0, Score:4.0, timesteps:542
50 Result (1->win; 0->lose):0, Score:14.0, timesteps:741
51 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
52 Result (1->win; 0->lose):0, Score:6.0, timesteps:436
53 Result (1->win; 0->lose):0, Score:4.0, timesteps:399
54 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
55 Result (1->win; 0->lose):0, Score:18.0, timesteps:836
56 Result (1->win; 0->lose):0, Score:16.0, timesteps:990
57 Result (1->win; 0->lose):0, Score:6.0, timesteps:821
58 Result (1->win; 0->lose):0, Score:10.0, timesteps:767
59 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
60 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
61 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
62 Result (1->win; 0->lose):0, Score:8.0, timesteps:450
63 Result (1->win; 0->lose):0, Score:12.0, timesteps:475
64 Result (1->win; 0->lose):0, Score:14.0, timesteps:741
65 Result (1->win; 0->lose):0, Score:12.0, timesteps:680
