 ** Playing game examples/gridphysics/frogs.txt, level examples/gridphysics/frogs_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-2.0, timesteps:33
1 Result (1->win; 0->lose):0, Score:-2.0, timesteps:5
2 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
3 Result (1->win; 0->lose):0, Score:-2.0, timesteps:115
4 Result (1->win; 0->lose):0, Score:-2.0, timesteps:10
5 Result (1->win; 0->lose):0, Score:-2.0, timesteps:3
6 Result (1->win; 0->lose):0, Score:-2.0, timesteps:9
7 Result (1->win; 0->lose):0, Score:-2.0, timesteps:10
8 Result (1->win; 0->lose):0, Score:-2.0, timesteps:24
9 Result (1->win; 0->lose):0, Score:-2.0, timesteps:22
10 Result (1->win; 0->lose):0, Score:-2.0, timesteps:36
11 Result (1->win; 0->lose):0, Score:-2.0, timesteps:462
12 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
13 Result (1->win; 0->lose):0, Score:-2.0, timesteps:25
14 Result (1->win; 0->lose):0, Score:-2.0, timesteps:4
15 Result (1->win; 0->lose):0, Score:-2.0, timesteps:26
16 Result (1->win; 0->lose):0, Score:-2.0, timesteps:6
17 Result (1->win; 0->lose):0, Score:-2.0, timesteps:8
18 Result (1->win; 0->lose):0, Score:-2.0, timesteps:48
19 Result (1->win; 0->lose):0, Score:-2.0, timesteps:22
20 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
21 Result (1->win; 0->lose):0, Score:-2.0, timesteps:12
22 Result (1->win; 0->lose):0, Score:-2.0, timesteps:159
23 Result (1->win; 0->lose):0, Score:-2.0, timesteps:7
24 Result (1->win; 0->lose):0, Score:-2.0, timesteps:58
25 Result (1->win; 0->lose):0, Score:-2.0, timesteps:7
26 Result (1->win; 0->lose):0, Score:-2.0, timesteps:37
27 Result (1->win; 0->lose):0, Score:-2.0, timesteps:14
28 Result (1->win; 0->lose):0, Score:-2.0, timesteps:40
29 Result (1->win; 0->lose):0, Score:-2.0, timesteps:7
30 Result (1->win; 0->lose):0, Score:-2.0, timesteps:68
31 Result (1->win; 0->lose):0, Score:-2.0, timesteps:78
32 Result (1->win; 0->lose):0, Score:-2.0, timesteps:21
33 Result (1->win; 0->lose):0, Score:-2.0, timesteps:145
34 Result (1->win; 0->lose):0, Score:-2.0, timesteps:102
35 Result (1->win; 0->lose):0, Score:-2.0, timesteps:16
36 Result (1->win; 0->lose):0, Score:-2.0, timesteps:94
37 Result (1->win; 0->lose):0, Score:-2.0, timesteps:62
38 Result (1->win; 0->lose):0, Score:-2.0, timesteps:66
39 Result (1->win; 0->lose):0, Score:-2.0, timesteps:52
