 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
4 Result (1->win; 0->lose):0, Score:1.0, timesteps:523
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:91
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
14 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:463
20 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:111
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:91
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:49
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:155
30 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:143
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:155
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
40 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
42 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
43 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
44 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
45 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
47 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
48 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
49 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
50 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
51 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
52 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
53 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
54 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
55 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
56 Result (1->win; 0->lose):0, Score:1.0, timesteps:319
57 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
58 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
59 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
60 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
61 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
62 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
63 Result (1->win; 0->lose):0, Score:1.0, timesteps:503
64 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
65 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
66 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
67 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
68 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
69 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
70 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
71 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
72 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
73 Result (1->win; 0->lose):0, Score:-1.0, timesteps:105
74 Result (1->win; 0->lose):0, Score:-1.0, timesteps:155
75 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
76 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
77 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
78 Result (1->win; 0->lose):0, Score:-1.0, timesteps:803
79 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
80 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
81 Result (1->win; 0->lose):0, Score:-1.0, timesteps:155
82 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
83 Result (1->win; 0->lose):0, Score:-1.0, timesteps:143
84 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
85 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
86 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
87 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
88 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
89 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
90 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
91 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
92 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
93 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
94 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
95 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
96 Result (1->win; 0->lose):0, Score:1.0, timesteps:447
97 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
98 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
99 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
100 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
101 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
102 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
103 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
104 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
105 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
106 Result (1->win; 0->lose):0, Score:-1.0, timesteps:95
107 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
108 Result (1->win; 0->lose):0, Score:-1.0, timesteps:167
109 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
110 Result (1->win; 0->lose):0, Score:3.0, timesteps:859
111 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
112 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
113 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
114 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
115 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
116 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
117 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
118 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
119 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
120 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
121 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
122 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
123 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
124 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
125 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
126 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
127 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
128 Result (1->win; 0->lose):0, Score:-1.0, timesteps:155
129 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
130 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
131 Result (1->win; 0->lose):0, Score:1.0, timesteps:307
132 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
133 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
134 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
135 Result (1->win; 0->lose):0, Score:-1.0, timesteps:155
136 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
137 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
138 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
139 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
140 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
141 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
142 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
143 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
144 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
145 Result (1->win; 0->lose):0, Score:-1.0, timesteps:155
146 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
147 Result (1->win; 0->lose):0, Score:1.0, timesteps:515
148 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
149 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
150 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
151 Result (1->win; 0->lose):0, Score:3.0, timesteps:907
152 Result (1->win; 0->lose):0, Score:-1.0, timesteps:155
153 Result (1->win; 0->lose):0, Score:1.0, timesteps:191
154 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
155 Result (1->win; 0->lose):0, Score:1.0, timesteps:131
156 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
157 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
158 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
159 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
160 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
161 Result (1->win; 0->lose):0, Score:-1.0, timesteps:107
162 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
163 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
164 Result (1->win; 0->lose):0, Score:-1.0, timesteps:143
165 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
166 Result (1->win; 0->lose):0, Score:1.0, timesteps:331
