 ** Playing game examples/gridphysics/aliens.txt, level examples/gridphysics/aliens_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:23.0, timesteps:403
1 Result (1->win; 0->lose):0, Score:33.0, timesteps:940
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
3 Result (1->win; 0->lose):0, Score:11.0, timesteps:178
4 Result (1->win; 0->lose):0, Score:13.0, timesteps:651
5 Result (1->win; 0->lose):0, Score:2.0, timesteps:615
6 Result (1->win; 0->lose):0, Score:16.0, timesteps:711
7 Result (1->win; 0->lose):0, Score:19.0, timesteps:810
8 Result (1->win; 0->lose):0, Score:23.0, timesteps:631
9 Result (1->win; 0->lose):0, Score:7.0, timesteps:537
10 Result (1->win; 0->lose):0, Score:5.0, timesteps:310
11 Result (1->win; 0->lose):0, Score:9.0, timesteps:662
12 Result (1->win; 0->lose):0, Score:15.0, timesteps:828
13 Result (1->win; 0->lose):0, Score:36.0, timesteps:972
14 Result (1->win; 0->lose):0, Score:24.0, timesteps:663
15 Result (1->win; 0->lose):0, Score:3.0, timesteps:307
16 Result (1->win; 0->lose):0, Score:27.0, timesteps:729
17 Result (1->win; 0->lose):0, Score:48.0, timesteps:925
18 Result (1->win; 0->lose):0, Score:4.0, timesteps:421
19 Result (1->win; 0->lose):0, Score:7.0, timesteps:406
20 Result (1->win; 0->lose):0, Score:39.0, timesteps:832
21 Result (1->win; 0->lose):0, Score:30.0, timesteps:349
22 Result (1->win; 0->lose):0, Score:7.0, timesteps:142
23 Result (1->win; 0->lose):0, Score:16.0, timesteps:812
24 Result (1->win; 0->lose):0, Score:3.0, timesteps:322
25 Result (1->win; 0->lose):1, Score:41.0, timesteps:630
26 Result (1->win; 0->lose):0, Score:24.0, timesteps:809
27 Result (1->win; 0->lose):1, Score:54.0, timesteps:823
28 Result (1->win; 0->lose):0, Score:12.0, timesteps:109
29 Result (1->win; 0->lose):0, Score:43.0, timesteps:803
30 Result (1->win; 0->lose):0, Score:39.0, timesteps:828
31 Result (1->win; 0->lose):0, Score:8.0, timesteps:714
32 Result (1->win; 0->lose):0, Score:12.0, timesteps:418
33 Result (1->win; 0->lose):0, Score:3.0, timesteps:322
34 Result (1->win; 0->lose):0, Score:33.0, timesteps:819
