 ** Playing game examples/gridphysics/survivezombies.txt, level examples/gridphysics/survivezombies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:1.0, timesteps:209
1 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
2 Result (1->win; 0->lose):0, Score:3.0, timesteps:246
3 Result (1->win; 0->lose):0, Score:1.0, timesteps:201
4 Result (1->win; 0->lose):0, Score:1.0, timesteps:375
5 Result (1->win; 0->lose):0, Score:7.0, timesteps:263
6 Result (1->win; 0->lose):0, Score:7.0, timesteps:506
7 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
8 Result (1->win; 0->lose):0, Score:9.0, timesteps:167
9 Result (1->win; 0->lose):1, Score:7.0, timesteps:1000
10 Result (1->win; 0->lose):0, Score:1.0, timesteps:481
11 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
12 Result (1->win; 0->lose):0, Score:5.0, timesteps:543
13 Result (1->win; 0->lose):0, Score:1.0, timesteps:488
14 Result (1->win; 0->lose):0, Score:1.0, timesteps:500
15 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
16 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
17 Result (1->win; 0->lose):0, Score:5.0, timesteps:390
18 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
19 Result (1->win; 0->lose):0, Score:3.0, timesteps:330
20 Result (1->win; 0->lose):0, Score:3.0, timesteps:491
21 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
22 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
23 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
24 Result (1->win; 0->lose):0, Score:1.0, timesteps:113
25 Result (1->win; 0->lose):0, Score:5.0, timesteps:358
26 Result (1->win; 0->lose):0, Score:1.0, timesteps:395
27 Result (1->win; 0->lose):0, Score:1.0, timesteps:603
28 Result (1->win; 0->lose):0, Score:1.0, timesteps:715
29 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
30 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
31 Result (1->win; 0->lose):0, Score:3.0, timesteps:697
32 Result (1->win; 0->lose):0, Score:1.0, timesteps:304
33 Result (1->win; 0->lose):0, Score:5.0, timesteps:544
34 Result (1->win; 0->lose):0, Score:6.0, timesteps:467
35 Result (1->win; 0->lose):1, Score:7.0, timesteps:1000
36 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
37 Result (1->win; 0->lose):0, Score:5.0, timesteps:356
38 Result (1->win; 0->lose):0, Score:3.0, timesteps:447
39 Result (1->win; 0->lose):0, Score:2.0, timesteps:38
40 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
41 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
42 Result (1->win; 0->lose):0, Score:1.0, timesteps:813
43 Result (1->win; 0->lose):0, Score:3.0, timesteps:430
44 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
45 Result (1->win; 0->lose):0, Score:1.0, timesteps:268
46 Result (1->win; 0->lose):1, Score:11.0, timesteps:1000
47 Result (1->win; 0->lose):1, Score:19.0, timesteps:1000
48 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
49 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
50 Result (1->win; 0->lose):0, Score:3.0, timesteps:440
51 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
52 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
53 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
54 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
55 Result (1->win; 0->lose):1, Score:7.0, timesteps:1000
56 Result (1->win; 0->lose):0, Score:3.0, timesteps:202
57 Result (1->win; 0->lose):0, Score:1.0, timesteps:429
58 Result (1->win; 0->lose):0, Score:7.0, timesteps:627
59 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
60 Result (1->win; 0->lose):1, Score:7.0, timesteps:1000
61 Result (1->win; 0->lose):0, Score:5.0, timesteps:782
62 Result (1->win; 0->lose):0, Score:10.0, timesteps:838
63 Result (1->win; 0->lose):0, Score:3.0, timesteps:494
64 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
65 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
66 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
67 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
68 Result (1->win; 0->lose):1, Score:7.0, timesteps:1000
69 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
70 Result (1->win; 0->lose):1, Score:7.0, timesteps:1000
71 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
72 Result (1->win; 0->lose):0, Score:1.0, timesteps:304
73 Result (1->win; 0->lose):0, Score:5.0, timesteps:350
74 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
75 Result (1->win; 0->lose):0, Score:1.0, timesteps:551
76 Result (1->win; 0->lose):0, Score:3.0, timesteps:701
77 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
