 ** Playing game examples/gridphysics/survivezombies.txt, level examples/gridphysics/survivezombies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:11.0, timesteps:529
1 Result (1->win; 0->lose):0, Score:5.0, timesteps:377
2 Result (1->win; 0->lose):0, Score:5.0, timesteps:643
3 Result (1->win; 0->lose):0, Score:3.0, timesteps:286
4 Result (1->win; 0->lose):0, Score:3.0, timesteps:27
5 Result (1->win; 0->lose):0, Score:5.0, timesteps:319
6 Result (1->win; 0->lose):0, Score:3.0, timesteps:207
7 Result (1->win; 0->lose):0, Score:7.0, timesteps:704
8 Result (1->win; 0->lose):0, Score:1.0, timesteps:250
9 Result (1->win; 0->lose):0, Score:8.0, timesteps:575
10 Result (1->win; 0->lose):0, Score:1.0, timesteps:274
11 Result (1->win; 0->lose):0, Score:1.0, timesteps:583
12 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:1.0, timesteps:273
14 Result (1->win; 0->lose):0, Score:3.0, timesteps:743
15 Result (1->win; 0->lose):0, Score:5.0, timesteps:458
16 Result (1->win; 0->lose):0, Score:1.0, timesteps:249
17 Result (1->win; 0->lose):0, Score:1.0, timesteps:243
18 Result (1->win; 0->lose):0, Score:1.0, timesteps:238
19 Result (1->win; 0->lose):0, Score:1.0, timesteps:382
20 Result (1->win; 0->lose):0, Score:2.0, timesteps:272
21 Result (1->win; 0->lose):0, Score:1.0, timesteps:238
22 Result (1->win; 0->lose):0, Score:6.0, timesteps:51
23 Result (1->win; 0->lose):0, Score:8.0, timesteps:570
24 Result (1->win; 0->lose):0, Score:5.0, timesteps:229
25 Result (1->win; 0->lose):0, Score:5.0, timesteps:510
26 Result (1->win; 0->lose):0, Score:10.0, timesteps:555
27 Result (1->win; 0->lose):0, Score:3.0, timesteps:277
28 Result (1->win; 0->lose):0, Score:5.0, timesteps:277
29 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
30 Result (1->win; 0->lose):0, Score:5.0, timesteps:486
31 Result (1->win; 0->lose):0, Score:3.0, timesteps:265
32 Result (1->win; 0->lose):0, Score:2.0, timesteps:18
33 Result (1->win; 0->lose):0, Score:5.0, timesteps:370
34 Result (1->win; 0->lose):0, Score:3.0, timesteps:556
35 Result (1->win; 0->lose):0, Score:2.0, timesteps:17
36 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
37 Result (1->win; 0->lose):0, Score:1.0, timesteps:149
38 Result (1->win; 0->lose):0, Score:1.0, timesteps:42
39 Result (1->win; 0->lose):0, Score:3.0, timesteps:281
40 Result (1->win; 0->lose):0, Score:2.0, timesteps:261
41 Result (1->win; 0->lose):0, Score:3.0, timesteps:351
42 Result (1->win; 0->lose):0, Score:1.0, timesteps:167
43 Result (1->win; 0->lose):0, Score:1.0, timesteps:292
44 Result (1->win; 0->lose):0, Score:6.0, timesteps:490
45 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
46 Result (1->win; 0->lose):0, Score:1.0, timesteps:268
47 Result (1->win; 0->lose):0, Score:2.0, timesteps:16
48 Result (1->win; 0->lose):1, Score:11.0, timesteps:1000
49 Result (1->win; 0->lose):0, Score:3.0, timesteps:448
50 Result (1->win; 0->lose):0, Score:7.0, timesteps:423
51 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
52 Result (1->win; 0->lose):0, Score:3.0, timesteps:298
53 Result (1->win; 0->lose):0, Score:2.0, timesteps:248
54 Result (1->win; 0->lose):0, Score:3.0, timesteps:273
55 Result (1->win; 0->lose):0, Score:13.0, timesteps:784
56 Result (1->win; 0->lose):0, Score:1.0, timesteps:388
57 Result (1->win; 0->lose):0, Score:1.0, timesteps:244
58 Result (1->win; 0->lose):0, Score:5.0, timesteps:486
59 Result (1->win; 0->lose):0, Score:11.0, timesteps:742
60 Result (1->win; 0->lose):1, Score:8.0, timesteps:1000
61 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
62 Result (1->win; 0->lose):0, Score:7.0, timesteps:542
63 Result (1->win; 0->lose):0, Score:25.0, timesteps:768
64 Result (1->win; 0->lose):0, Score:2.0, timesteps:15
65 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
66 Result (1->win; 0->lose):0, Score:11.0, timesteps:633
67 Result (1->win; 0->lose):0, Score:3.0, timesteps:237
68 Result (1->win; 0->lose):0, Score:5.0, timesteps:330
69 Result (1->win; 0->lose):0, Score:8.0, timesteps:441
70 Result (1->win; 0->lose):0, Score:3.0, timesteps:472
71 Result (1->win; 0->lose):0, Score:1.0, timesteps:334
72 Result (1->win; 0->lose):0, Score:1.0, timesteps:215
73 Result (1->win; 0->lose):0, Score:5.0, timesteps:345
74 Result (1->win; 0->lose):0, Score:5.0, timesteps:696
75 Result (1->win; 0->lose):0, Score:8.0, timesteps:317
76 Result (1->win; 0->lose):0, Score:5.0, timesteps:410
77 Result (1->win; 0->lose):0, Score:3.0, timesteps:226
78 Result (1->win; 0->lose):0, Score:13.0, timesteps:637
79 Result (1->win; 0->lose):0, Score:3.0, timesteps:339
80 Result (1->win; 0->lose):0, Score:3.0, timesteps:304
81 Result (1->win; 0->lose):1, Score:29.0, timesteps:1000
82 Result (1->win; 0->lose):0, Score:5.0, timesteps:369
83 Result (1->win; 0->lose):0, Score:6.0, timesteps:62
84 Result (1->win; 0->lose):0, Score:3.0, timesteps:385
85 Result (1->win; 0->lose):0, Score:6.0, timesteps:494
86 Result (1->win; 0->lose):0, Score:3.0, timesteps:232
87 Result (1->win; 0->lose):0, Score:1.0, timesteps:53
88 Result (1->win; 0->lose):0, Score:5.0, timesteps:512
89 Result (1->win; 0->lose):0, Score:5.0, timesteps:61
90 Result (1->win; 0->lose):0, Score:5.0, timesteps:381
91 Result (1->win; 0->lose):0, Score:1.0, timesteps:357
92 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
93 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
94 Result (1->win; 0->lose):0, Score:13.0, timesteps:331
95 Result (1->win; 0->lose):0, Score:1.0, timesteps:82
96 Result (1->win; 0->lose):0, Score:5.0, timesteps:638
97 Result (1->win; 0->lose):0, Score:3.0, timesteps:406
98 Result (1->win; 0->lose):0, Score:3.0, timesteps:871
99 Result (1->win; 0->lose):1, Score:18.0, timesteps:1000
100 Result (1->win; 0->lose):0, Score:2.0, timesteps:278
