 ** Playing game examples/gridphysics/survivezombies.txt, level examples/gridphysics/survivezombies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:3.0, timesteps:142
1 Result (1->win; 0->lose):0, Score:3.0, timesteps:259
2 Result (1->win; 0->lose):0, Score:5.0, timesteps:295
3 Result (1->win; 0->lose):0, Score:2.0, timesteps:15
4 Result (1->win; 0->lose):1, Score:7.0, timesteps:1000
5 Result (1->win; 0->lose):0, Score:5.0, timesteps:447
6 Result (1->win; 0->lose):0, Score:2.0, timesteps:15
7 Result (1->win; 0->lose):0, Score:3.0, timesteps:367
8 Result (1->win; 0->lose):0, Score:1.0, timesteps:879
9 Result (1->win; 0->lose):0, Score:5.0, timesteps:121
10 Result (1->win; 0->lose):0, Score:11.0, timesteps:477
11 Result (1->win; 0->lose):0, Score:5.0, timesteps:684
12 Result (1->win; 0->lose):0, Score:21.0, timesteps:689
13 Result (1->win; 0->lose):0, Score:1.0, timesteps:316
14 Result (1->win; 0->lose):0, Score:11.0, timesteps:336
15 Result (1->win; 0->lose):0, Score:3.0, timesteps:924
16 Result (1->win; 0->lose):0, Score:6.0, timesteps:192
17 Result (1->win; 0->lose):0, Score:1.0, timesteps:580
18 Result (1->win; 0->lose):0, Score:1.0, timesteps:340
19 Result (1->win; 0->lose):0, Score:15.0, timesteps:588
20 Result (1->win; 0->lose):0, Score:6.0, timesteps:143
21 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
22 Result (1->win; 0->lose):0, Score:5.0, timesteps:436
23 Result (1->win; 0->lose):0, Score:3.0, timesteps:292
24 Result (1->win; 0->lose):0, Score:7.0, timesteps:679
25 Result (1->win; 0->lose):0, Score:1.0, timesteps:69
26 Result (1->win; 0->lose):0, Score:2.0, timesteps:23
27 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
28 Result (1->win; 0->lose):0, Score:3.0, timesteps:237
29 Result (1->win; 0->lose):0, Score:4.0, timesteps:59
30 Result (1->win; 0->lose):0, Score:17.0, timesteps:974
31 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
32 Result (1->win; 0->lose):0, Score:7.0, timesteps:800
33 Result (1->win; 0->lose):0, Score:1.0, timesteps:348
34 Result (1->win; 0->lose):0, Score:1.0, timesteps:287
35 Result (1->win; 0->lose):0, Score:1.0, timesteps:7
36 Result (1->win; 0->lose):0, Score:5.0, timesteps:552
37 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
38 Result (1->win; 0->lose):1, Score:9.0, timesteps:1000
39 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
40 Result (1->win; 0->lose):0, Score:7.0, timesteps:421
41 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
42 Result (1->win; 0->lose):0, Score:5.0, timesteps:492
43 Result (1->win; 0->lose):0, Score:2.0, timesteps:27
44 Result (1->win; 0->lose):1, Score:10.0, timesteps:1000
45 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
46 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
47 Result (1->win; 0->lose):0, Score:3.0, timesteps:372
48 Result (1->win; 0->lose):0, Score:11.0, timesteps:617
49 Result (1->win; 0->lose):0, Score:3.0, timesteps:361
50 Result (1->win; 0->lose):0, Score:21.0, timesteps:872
51 Result (1->win; 0->lose):0, Score:10.0, timesteps:301
52 Result (1->win; 0->lose):0, Score:2.0, timesteps:18
53 Result (1->win; 0->lose):0, Score:3.0, timesteps:165
54 Result (1->win; 0->lose):1, Score:12.0, timesteps:1000
55 Result (1->win; 0->lose):0, Score:1.0, timesteps:425
56 Result (1->win; 0->lose):1, Score:10.0, timesteps:1000
57 Result (1->win; 0->lose):0, Score:5.0, timesteps:342
58 Result (1->win; 0->lose):0, Score:26.0, timesteps:660
59 Result (1->win; 0->lose):0, Score:1.0, timesteps:137
60 Result (1->win; 0->lose):0, Score:5.0, timesteps:375
61 Result (1->win; 0->lose):0, Score:7.0, timesteps:801
62 Result (1->win; 0->lose):0, Score:7.0, timesteps:185
63 Result (1->win; 0->lose):1, Score:11.0, timesteps:1000
64 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
65 Result (1->win; 0->lose):0, Score:2.0, timesteps:15
66 Result (1->win; 0->lose):1, Score:9.0, timesteps:1000
67 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
68 Result (1->win; 0->lose):0, Score:2.0, timesteps:36
69 Result (1->win; 0->lose):0, Score:6.0, timesteps:650
70 Result (1->win; 0->lose):0, Score:7.0, timesteps:911
71 Result (1->win; 0->lose):0, Score:4.0, timesteps:600
72 Result (1->win; 0->lose):0, Score:5.0, timesteps:993
73 Result (1->win; 0->lose):0, Score:9.0, timesteps:676
74 Result (1->win; 0->lose):0, Score:3.0, timesteps:36
75 Result (1->win; 0->lose):0, Score:6.0, timesteps:452
76 Result (1->win; 0->lose):0, Score:1.0, timesteps:143
77 Result (1->win; 0->lose):0, Score:7.0, timesteps:736
78 Result (1->win; 0->lose):0, Score:13.0, timesteps:976
79 Result (1->win; 0->lose):0, Score:5.0, timesteps:601
80 Result (1->win; 0->lose):0, Score:3.0, timesteps:277
81 Result (1->win; 0->lose):0, Score:6.0, timesteps:75
82 Result (1->win; 0->lose):0, Score:5.0, timesteps:358
83 Result (1->win; 0->lose):1, Score:14.0, timesteps:1000
84 Result (1->win; 0->lose):0, Score:5.0, timesteps:708
85 Result (1->win; 0->lose):0, Score:7.0, timesteps:797
86 Result (1->win; 0->lose):0, Score:1.0, timesteps:346
87 Result (1->win; 0->lose):0, Score:3.0, timesteps:363
88 Result (1->win; 0->lose):1, Score:8.0, timesteps:1000
89 Result (1->win; 0->lose):1, Score:15.0, timesteps:1000
90 Result (1->win; 0->lose):0, Score:5.0, timesteps:409
91 Result (1->win; 0->lose):1, Score:8.0, timesteps:1000
92 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
93 Result (1->win; 0->lose):0, Score:1.0, timesteps:577
94 Result (1->win; 0->lose):0, Score:5.0, timesteps:403
95 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
96 Result (1->win; 0->lose):0, Score:6.0, timesteps:541
97 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
98 Result (1->win; 0->lose):0, Score:1.0, timesteps:333
99 Result (1->win; 0->lose):0, Score:3.0, timesteps:147
100 Result (1->win; 0->lose):0, Score:5.0, timesteps:374
101 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
102 Result (1->win; 0->lose):0, Score:3.0, timesteps:291
103 Result (1->win; 0->lose):1, Score:10.0, timesteps:1000
104 Result (1->win; 0->lose):1, Score:7.0, timesteps:1000
105 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
106 Result (1->win; 0->lose):1, Score:8.0, timesteps:1000
107 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
