 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:10.0, timesteps:444
1 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
2 Result (1->win; 0->lose):0, Score:32.0, timesteps:630
3 Result (1->win; 0->lose):0, Score:16.0, timesteps:755
4 Result (1->win; 0->lose):0, Score:10.0, timesteps:491
5 Result (1->win; 0->lose):0, Score:4.0, timesteps:383
6 Result (1->win; 0->lose):0, Score:2.0, timesteps:719
7 Result (1->win; 0->lose):0, Score:20.0, timesteps:404
8 Result (1->win; 0->lose):0, Score:20.0, timesteps:455
9 Result (1->win; 0->lose):0, Score:26.0, timesteps:707
10 Result (1->win; 0->lose):0, Score:18.0, timesteps:602
11 Result (1->win; 0->lose):0, Score:20.0, timesteps:633
12 Result (1->win; 0->lose):0, Score:16.0, timesteps:533
13 Result (1->win; 0->lose):0, Score:26.0, timesteps:843
14 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
15 Result (1->win; 0->lose):0, Score:22.0, timesteps:550
16 Result (1->win; 0->lose):0, Score:18.0, timesteps:416
17 Result (1->win; 0->lose):0, Score:16.0, timesteps:633
18 Result (1->win; 0->lose):0, Score:22.0, timesteps:774
19 Result (1->win; 0->lose):0, Score:18.0, timesteps:538
20 Result (1->win; 0->lose):0, Score:6.0, timesteps:441
21 Result (1->win; 0->lose):0, Score:6.0, timesteps:422
22 Result (1->win; 0->lose):0, Score:20.0, timesteps:357
23 Result (1->win; 0->lose):0, Score:20.0, timesteps:409
24 Result (1->win; 0->lose):0, Score:6.0, timesteps:627
25 Result (1->win; 0->lose):0, Score:18.0, timesteps:494
26 Result (1->win; 0->lose):0, Score:32.0, timesteps:937
27 Result (1->win; 0->lose):0, Score:14.0, timesteps:979
28 Result (1->win; 0->lose):0, Score:20.0, timesteps:424
29 Result (1->win; 0->lose):0, Score:26.0, timesteps:681
30 Result (1->win; 0->lose):0, Score:4.0, timesteps:625
31 Result (1->win; 0->lose):0, Score:8.0, timesteps:531
32 Result (1->win; 0->lose):0, Score:18.0, timesteps:511
33 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
34 Result (1->win; 0->lose):0, Score:18.0, timesteps:538
35 Result (1->win; 0->lose):0, Score:34.0, timesteps:971
36 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
37 Result (1->win; 0->lose):0, Score:6.0, timesteps:449
38 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
39 Result (1->win; 0->lose):0, Score:6.0, timesteps:355
40 Result (1->win; 0->lose):0, Score:20.0, timesteps:809
41 Result (1->win; 0->lose):0, Score:8.0, timesteps:365
42 Result (1->win; 0->lose):0, Score:8.0, timesteps:400
43 Result (1->win; 0->lose):0, Score:24.0, timesteps:568
44 Result (1->win; 0->lose):0, Score:12.0, timesteps:886
45 Result (1->win; 0->lose):0, Score:26.0, timesteps:539
46 Result (1->win; 0->lose):0, Score:20.0, timesteps:664
47 Result (1->win; 0->lose):0, Score:16.0, timesteps:704
48 Result (1->win; 0->lose):0, Score:26.0, timesteps:785
49 Result (1->win; 0->lose):0, Score:20.0, timesteps:638
