 ** Playing game examples/gridphysics/portals.txt, level examples/gridphysics/portals_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:0.0, timesteps:253
1 Result (1->win; 0->lose):0, Score:0.0, timesteps:191
2 Result (1->win; 0->lose):0, Score:0.0, timesteps:30
3 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
4 Result (1->win; 0->lose):0, Score:0.0, timesteps:353
5 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
6 Result (1->win; 0->lose):0, Score:0.0, timesteps:147
7 Result (1->win; 0->lose):0, Score:0.0, timesteps:89
8 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
9 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
10 Result (1->win; 0->lose):0, Score:0.0, timesteps:57
11 Result (1->win; 0->lose):0, Score:0.0, timesteps:156
12 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
14 Result (1->win; 0->lose):0, Score:0.0, timesteps:533
15 Result (1->win; 0->lose):0, Score:0.0, timesteps:759
16 Result (1->win; 0->lose):0, Score:0.0, timesteps:183
17 Result (1->win; 0->lose):0, Score:0.0, timesteps:85
18 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
19 Result (1->win; 0->lose):0, Score:0.0, timesteps:353
20 Result (1->win; 0->lose):0, Score:0.0, timesteps:252
21 Result (1->win; 0->lose):0, Score:0.0, timesteps:221
22 Result (1->win; 0->lose):0, Score:0.0, timesteps:263
23 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
24 Result (1->win; 0->lose):0, Score:0.0, timesteps:663
25 Result (1->win; 0->lose):0, Score:0.0, timesteps:262
26 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
27 Result (1->win; 0->lose):0, Score:0.0, timesteps:103
28 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
29 Result (1->win; 0->lose):0, Score:0.0, timesteps:503
30 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
31 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
32 Result (1->win; 0->lose):0, Score:0.0, timesteps:25
33 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
34 Result (1->win; 0->lose):0, Score:0.0, timesteps:873
35 Result (1->win; 0->lose):0, Score:0.0, timesteps:153
36 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
37 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
38 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
39 Result (1->win; 0->lose):0, Score:0.0, timesteps:393
40 Result (1->win; 0->lose):0, Score:0.0, timesteps:157
41 Result (1->win; 0->lose):0, Score:0.0, timesteps:157
42 Result (1->win; 0->lose):0, Score:0.0, timesteps:533
43 Result (1->win; 0->lose):0, Score:0.0, timesteps:331
44 Result (1->win; 0->lose):0, Score:0.0, timesteps:421
45 Result (1->win; 0->lose):0, Score:0.0, timesteps:881
46 Result (1->win; 0->lose):0, Score:0.0, timesteps:125
47 Result (1->win; 0->lose):0, Score:0.0, timesteps:599
48 Result (1->win; 0->lose):0, Score:0.0, timesteps:991
