 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:715
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:835
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:907
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:405
5 Result (1->win; 0->lose):0, Score:1.0, timesteps:407
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:719
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:753
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:315
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:391
17 Result (1->win; 0->lose):0, Score:1.0, timesteps:966
18 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:391
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:721
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:387
27 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:82
31 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:391
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:395
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:397
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
40 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
42 Result (1->win; 0->lose):0, Score:-1.0, timesteps:273
43 Result (1->win; 0->lose):0, Score:1.0, timesteps:1000
44 Result (1->win; 0->lose):0, Score:-1.0, timesteps:427
45 Result (1->win; 0->lose):0, Score:1.0, timesteps:551
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
47 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
48 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
49 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
50 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
51 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
52 Result (1->win; 0->lose):0, Score:-1.0, timesteps:835
53 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
54 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
55 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
56 Result (1->win; 0->lose):0, Score:-1.0, timesteps:835
57 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
58 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
59 Result (1->win; 0->lose):0, Score:-1.0, timesteps:927
60 Result (1->win; 0->lose):0, Score:-1.0, timesteps:835
61 Result (1->win; 0->lose):0, Score:-1.0, timesteps:387
62 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
63 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
64 Result (1->win; 0->lose):0, Score:-1.0, timesteps:919
65 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
66 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
67 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
68 Result (1->win; 0->lose):0, Score:-1.0, timesteps:779
69 Result (1->win; 0->lose):0, Score:-1.0, timesteps:715
70 Result (1->win; 0->lose):0, Score:-1.0, timesteps:835
71 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
72 Result (1->win; 0->lose):0, Score:-1.0, timesteps:835
73 Result (1->win; 0->lose):0, Score:-1.0, timesteps:711
74 Result (1->win; 0->lose):0, Score:-1.0, timesteps:367
75 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
76 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
77 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
78 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
79 Result (1->win; 0->lose):0, Score:-1.0, timesteps:611
80 Result (1->win; 0->lose):0, Score:-1.0, timesteps:799
81 Result (1->win; 0->lose):0, Score:-1.0, timesteps:719
82 Result (1->win; 0->lose):0, Score:-1.0, timesteps:391
83 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
84 Result (1->win; 0->lose):0, Score:-1.0, timesteps:805
85 Result (1->win; 0->lose):0, Score:-1.0, timesteps:407
86 Result (1->win; 0->lose):0, Score:-1.0, timesteps:345
87 Result (1->win; 0->lose):0, Score:-1.0, timesteps:983
88 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
89 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
90 Result (1->win; 0->lose):0, Score:-1.0, timesteps:907
91 Result (1->win; 0->lose):0, Score:-1.0, timesteps:389
92 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
93 Result (1->win; 0->lose):0, Score:-1.0, timesteps:387
94 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
95 Result (1->win; 0->lose):0, Score:-1.0, timesteps:835
96 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
97 Result (1->win; 0->lose):0, Score:1.0, timesteps:1000
98 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
99 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
100 Result (1->win; 0->lose):0, Score:-1.0, timesteps:715
101 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
102 Result (1->win; 0->lose):0, Score:-1.0, timesteps:775
103 Result (1->win; 0->lose):0, Score:-1.0, timesteps:387
104 Result (1->win; 0->lose):0, Score:-1.0, timesteps:919
105 Result (1->win; 0->lose):0, Score:-1.0, timesteps:391
106 Result (1->win; 0->lose):0, Score:-1.0, timesteps:307
107 Result (1->win; 0->lose):0, Score:-1.0, timesteps:779
108 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
109 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
110 Result (1->win; 0->lose):0, Score:-1.0, timesteps:403
111 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
112 Result (1->win; 0->lose):0, Score:-1.0, timesteps:721
113 Result (1->win; 0->lose):0, Score:-1.0, timesteps:715
114 Result (1->win; 0->lose):0, Score:-1.0, timesteps:715
