 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:279
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:166
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:431
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:431
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:431
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:267
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:803
7 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:947
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:427
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:427
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:431
12 Result (1->win; 0->lose):0, Score:1.0, timesteps:319
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:279
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:447
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:803
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:431
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:311
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:447
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:447
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:431
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:259
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:803
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:803
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:803
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:803
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:783
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:939
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:447
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:448
31 Result (1->win; 0->lose):0, Score:1.0, timesteps:759
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:839
33 Result (1->win; 0->lose):0, Score:1.0, timesteps:703
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:311
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:431
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:447
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:423
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:426
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:803
40 Result (1->win; 0->lose):0, Score:1.0, timesteps:847
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:431
42 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
43 Result (1->win; 0->lose):0, Score:1.0, timesteps:579
44 Result (1->win; 0->lose):0, Score:-1.0, timesteps:447
45 Result (1->win; 0->lose):0, Score:-1.0, timesteps:431
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:451
47 Result (1->win; 0->lose):0, Score:-1.0, timesteps:427
48 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
49 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
50 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
51 Result (1->win; 0->lose):0, Score:1.0, timesteps:563
52 Result (1->win; 0->lose):0, Score:-1.0, timesteps:431
