 ** Playing game examples/gridphysics/frogs.txt, level examples/gridphysics/frogs_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-2.0, timesteps:51
1 Result (1->win; 0->lose):0, Score:-2.0, timesteps:2
2 Result (1->win; 0->lose):0, Score:-2.0, timesteps:13
3 Result (1->win; 0->lose):0, Score:-2.0, timesteps:104
4 Result (1->win; 0->lose):0, Score:-2.0, timesteps:202
5 Result (1->win; 0->lose):0, Score:-2.0, timesteps:7
6 Result (1->win; 0->lose):0, Score:-2.0, timesteps:17
7 Result (1->win; 0->lose):0, Score:-2.0, timesteps:59
8 Result (1->win; 0->lose):0, Score:-2.0, timesteps:10
9 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
10 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
11 Result (1->win; 0->lose):0, Score:-2.0, timesteps:2
12 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
13 Result (1->win; 0->lose):0, Score:-2.0, timesteps:7
14 Result (1->win; 0->lose):0, Score:-2.0, timesteps:6
15 Result (1->win; 0->lose):0, Score:-2.0, timesteps:123
16 Result (1->win; 0->lose):0, Score:-2.0, timesteps:65
17 Result (1->win; 0->lose):0, Score:-2.0, timesteps:57
18 Result (1->win; 0->lose):0, Score:-2.0, timesteps:6
19 Result (1->win; 0->lose):0, Score:-2.0, timesteps:198
20 Result (1->win; 0->lose):0, Score:-2.0, timesteps:94
21 Result (1->win; 0->lose):0, Score:-2.0, timesteps:14
22 Result (1->win; 0->lose):0, Score:-2.0, timesteps:136
23 Result (1->win; 0->lose):0, Score:-2.0, timesteps:27
24 Result (1->win; 0->lose):0, Score:-2.0, timesteps:26
25 Result (1->win; 0->lose):0, Score:-2.0, timesteps:25
26 Result (1->win; 0->lose):0, Score:-2.0, timesteps:2
27 Result (1->win; 0->lose):0, Score:-2.0, timesteps:81
28 Result (1->win; 0->lose):0, Score:-2.0, timesteps:232
29 Result (1->win; 0->lose):0, Score:-2.0, timesteps:99
30 Result (1->win; 0->lose):0, Score:-2.0, timesteps:172
31 Result (1->win; 0->lose):0, Score:-2.0, timesteps:81
32 Result (1->win; 0->lose):0, Score:-2.0, timesteps:26
33 Result (1->win; 0->lose):0, Score:-2.0, timesteps:27
34 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
35 Result (1->win; 0->lose):0, Score:-2.0, timesteps:38
36 Result (1->win; 0->lose):0, Score:-2.0, timesteps:7
37 Result (1->win; 0->lose):0, Score:-2.0, timesteps:43
38 Result (1->win; 0->lose):0, Score:-2.0, timesteps:4
39 Result (1->win; 0->lose):0, Score:-2.0, timesteps:43
40 Result (1->win; 0->lose):0, Score:-2.0, timesteps:34
41 Result (1->win; 0->lose):0, Score:-2.0, timesteps:90
42 Result (1->win; 0->lose):0, Score:-2.0, timesteps:51
43 Result (1->win; 0->lose):0, Score:-2.0, timesteps:112
44 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
45 Result (1->win; 0->lose):0, Score:-2.0, timesteps:6
46 Result (1->win; 0->lose):0, Score:-2.0, timesteps:130
47 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
48 Result (1->win; 0->lose):0, Score:-2.0, timesteps:462
49 Result (1->win; 0->lose):0, Score:-2.0, timesteps:264
50 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
51 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
52 Result (1->win; 0->lose):0, Score:-2.0, timesteps:95
53 Result (1->win; 0->lose):0, Score:-2.0, timesteps:91
54 Result (1->win; 0->lose):0, Score:-2.0, timesteps:9
55 Result (1->win; 0->lose):0, Score:-2.0, timesteps:10
56 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
57 Result (1->win; 0->lose):0, Score:-2.0, timesteps:184
58 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
59 Result (1->win; 0->lose):0, Score:-2.0, timesteps:8
60 Result (1->win; 0->lose):0, Score:-2.0, timesteps:25
61 Result (1->win; 0->lose):0, Score:-2.0, timesteps:155
62 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
63 Result (1->win; 0->lose):0, Score:-2.0, timesteps:67
64 Result (1->win; 0->lose):0, Score:-2.0, timesteps:307
65 Result (1->win; 0->lose):0, Score:-2.0, timesteps:7
66 Result (1->win; 0->lose):0, Score:-2.0, timesteps:99
67 Result (1->win; 0->lose):0, Score:-2.0, timesteps:43
68 Result (1->win; 0->lose):0, Score:-2.0, timesteps:206
69 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
70 Result (1->win; 0->lose):0, Score:-2.0, timesteps:2
71 Result (1->win; 0->lose):0, Score:-2.0, timesteps:41
72 Result (1->win; 0->lose):0, Score:-2.0, timesteps:20
73 Result (1->win; 0->lose):0, Score:-2.0, timesteps:45
74 Result (1->win; 0->lose):0, Score:-2.0, timesteps:19
