 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:8.0, timesteps:425
1 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
2 Result (1->win; 0->lose):0, Score:10.0, timesteps:604
3 Result (1->win; 0->lose):0, Score:6.0, timesteps:425
4 Result (1->win; 0->lose):0, Score:10.0, timesteps:604
5 Result (1->win; 0->lose):0, Score:8.0, timesteps:538
6 Result (1->win; 0->lose):0, Score:6.0, timesteps:476
7 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
8 Result (1->win; 0->lose):0, Score:4.0, timesteps:539
9 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
10 Result (1->win; 0->lose):0, Score:8.0, timesteps:531
11 Result (1->win; 0->lose):0, Score:16.0, timesteps:509
12 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:22.0, timesteps:627
14 Result (1->win; 0->lose):0, Score:8.0, timesteps:332
15 Result (1->win; 0->lose):0, Score:14.0, timesteps:632
16 Result (1->win; 0->lose):0, Score:8.0, timesteps:332
17 Result (1->win; 0->lose):0, Score:14.0, timesteps:371
18 Result (1->win; 0->lose):0, Score:10.0, timesteps:878
19 Result (1->win; 0->lose):0, Score:20.0, timesteps:640
20 Result (1->win; 0->lose):0, Score:8.0, timesteps:640
21 Result (1->win; 0->lose):0, Score:6.0, timesteps:480
22 Result (1->win; 0->lose):0, Score:16.0, timesteps:374
23 Result (1->win; 0->lose):0, Score:16.0, timesteps:742
24 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
25 Result (1->win; 0->lose):0, Score:6.0, timesteps:444
26 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
27 Result (1->win; 0->lose):0, Score:4.0, timesteps:497
28 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
29 Result (1->win; 0->lose):0, Score:6.0, timesteps:490
30 Result (1->win; 0->lose):0, Score:18.0, timesteps:769
31 Result (1->win; 0->lose):0, Score:8.0, timesteps:641
32 Result (1->win; 0->lose):0, Score:18.0, timesteps:716
33 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
34 Result (1->win; 0->lose):0, Score:10.0, timesteps:578
35 Result (1->win; 0->lose):0, Score:14.0, timesteps:997
36 Result (1->win; 0->lose):0, Score:10.0, timesteps:857
37 Result (1->win; 0->lose):0, Score:20.0, timesteps:739
38 Result (1->win; 0->lose):0, Score:12.0, timesteps:398
39 Result (1->win; 0->lose):0, Score:6.0, timesteps:316
40 Result (1->win; 0->lose):0, Score:18.0, timesteps:544
41 Result (1->win; 0->lose):0, Score:12.0, timesteps:469
42 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
43 Result (1->win; 0->lose):0, Score:34.0, timesteps:857
44 Result (1->win; 0->lose):0, Score:20.0, timesteps:506
45 Result (1->win; 0->lose):0, Score:6.0, timesteps:401
46 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
47 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
48 Result (1->win; 0->lose):0, Score:16.0, timesteps:374
49 Result (1->win; 0->lose):0, Score:32.0, timesteps:1000
50 Result (1->win; 0->lose):0, Score:6.0, timesteps:316
51 Result (1->win; 0->lose):0, Score:8.0, timesteps:517
52 Result (1->win; 0->lose):0, Score:20.0, timesteps:640
53 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
54 Result (1->win; 0->lose):0, Score:8.0, timesteps:470
55 Result (1->win; 0->lose):0, Score:14.0, timesteps:348
56 Result (1->win; 0->lose):0, Score:28.0, timesteps:637
57 Result (1->win; 0->lose):0, Score:14.0, timesteps:605
58 Result (1->win; 0->lose):0, Score:20.0, timesteps:506
59 Result (1->win; 0->lose):0, Score:12.0, timesteps:468
60 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
61 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
