 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:28.0, timesteps:606
1 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
2 Result (1->win; 0->lose):0, Score:36.0, timesteps:732
3 Result (1->win; 0->lose):0, Score:26.0, timesteps:693
4 Result (1->win; 0->lose):0, Score:8.0, timesteps:756
5 Result (1->win; 0->lose):0, Score:8.0, timesteps:494
6 Result (1->win; 0->lose):0, Score:10.0, timesteps:409
7 Result (1->win; 0->lose):0, Score:16.0, timesteps:658
8 Result (1->win; 0->lose):0, Score:38.0, timesteps:553
9 Result (1->win; 0->lose):0, Score:18.0, timesteps:472
10 Result (1->win; 0->lose):0, Score:6.0, timesteps:389
11 Result (1->win; 0->lose):0, Score:30.0, timesteps:902
12 Result (1->win; 0->lose):0, Score:14.0, timesteps:601
13 Result (1->win; 0->lose):0, Score:26.0, timesteps:438
14 Result (1->win; 0->lose):0, Score:4.0, timesteps:322
15 Result (1->win; 0->lose):0, Score:22.0, timesteps:607
16 Result (1->win; 0->lose):0, Score:26.0, timesteps:856
17 Result (1->win; 0->lose):0, Score:8.0, timesteps:298
18 Result (1->win; 0->lose):0, Score:8.0, timesteps:235
19 Result (1->win; 0->lose):0, Score:14.0, timesteps:403
20 Result (1->win; 0->lose):0, Score:14.0, timesteps:484
21 Result (1->win; 0->lose):0, Score:4.0, timesteps:249
22 Result (1->win; 0->lose):0, Score:12.0, timesteps:713
23 Result (1->win; 0->lose):0, Score:8.0, timesteps:334
24 Result (1->win; 0->lose):0, Score:0.0, timesteps:317
25 Result (1->win; 0->lose):0, Score:12.0, timesteps:420
26 Result (1->win; 0->lose):0, Score:26.0, timesteps:475
27 Result (1->win; 0->lose):0, Score:4.0, timesteps:249
28 Result (1->win; 0->lose):0, Score:26.0, timesteps:522
29 Result (1->win; 0->lose):0, Score:20.0, timesteps:353
30 Result (1->win; 0->lose):0, Score:16.0, timesteps:434
31 Result (1->win; 0->lose):0, Score:16.0, timesteps:534
32 Result (1->win; 0->lose):0, Score:22.0, timesteps:575
33 Result (1->win; 0->lose):0, Score:34.0, timesteps:790
34 Result (1->win; 0->lose):0, Score:16.0, timesteps:388
35 Result (1->win; 0->lose):0, Score:8.0, timesteps:393
36 Result (1->win; 0->lose):0, Score:12.0, timesteps:540
37 Result (1->win; 0->lose):0, Score:12.0, timesteps:532
38 Result (1->win; 0->lose):0, Score:12.0, timesteps:474
39 Result (1->win; 0->lose):0, Score:22.0, timesteps:571
40 Result (1->win; 0->lose):0, Score:32.0, timesteps:359
41 Result (1->win; 0->lose):0, Score:16.0, timesteps:381
42 Result (1->win; 0->lose):0, Score:12.0, timesteps:377
43 Result (1->win; 0->lose):0, Score:32.0, timesteps:637
44 Result (1->win; 0->lose):0, Score:4.0, timesteps:259
45 Result (1->win; 0->lose):0, Score:12.0, timesteps:866
46 Result (1->win; 0->lose):0, Score:12.0, timesteps:567
47 Result (1->win; 0->lose):0, Score:10.0, timesteps:255
48 Result (1->win; 0->lose):0, Score:28.0, timesteps:617
49 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
50 Result (1->win; 0->lose):0, Score:18.0, timesteps:337
51 Result (1->win; 0->lose):0, Score:4.0, timesteps:434
52 Result (1->win; 0->lose):0, Score:28.0, timesteps:371
53 Result (1->win; 0->lose):0, Score:16.0, timesteps:387
54 Result (1->win; 0->lose):0, Score:14.0, timesteps:339
55 Result (1->win; 0->lose):0, Score:12.0, timesteps:465
56 Result (1->win; 0->lose):0, Score:8.0, timesteps:587
57 Result (1->win; 0->lose):0, Score:10.0, timesteps:314
58 Result (1->win; 0->lose):0, Score:8.0, timesteps:411
59 Result (1->win; 0->lose):0, Score:6.0, timesteps:532
60 Result (1->win; 0->lose):0, Score:40.0, timesteps:738
61 Result (1->win; 0->lose):0, Score:30.0, timesteps:763
62 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
63 Result (1->win; 0->lose):0, Score:14.0, timesteps:359
64 Result (1->win; 0->lose):0, Score:12.0, timesteps:293
65 Result (1->win; 0->lose):0, Score:14.0, timesteps:525
66 Result (1->win; 0->lose):0, Score:42.0, timesteps:726
67 Result (1->win; 0->lose):0, Score:30.0, timesteps:559
68 Result (1->win; 0->lose):0, Score:12.0, timesteps:412
69 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
70 Result (1->win; 0->lose):0, Score:40.0, timesteps:880
71 Result (1->win; 0->lose):0, Score:12.0, timesteps:786
72 Result (1->win; 0->lose):0, Score:34.0, timesteps:629
73 Result (1->win; 0->lose):0, Score:32.0, timesteps:717
74 Result (1->win; 0->lose):0, Score:6.0, timesteps:853
75 Result (1->win; 0->lose):0, Score:30.0, timesteps:458
76 Result (1->win; 0->lose):0, Score:38.0, timesteps:743
77 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
78 Result (1->win; 0->lose):0, Score:8.0, timesteps:587
79 Result (1->win; 0->lose):0, Score:10.0, timesteps:786
80 Result (1->win; 0->lose):0, Score:18.0, timesteps:471
81 Result (1->win; 0->lose):0, Score:18.0, timesteps:449
82 Result (1->win; 0->lose):0, Score:16.0, timesteps:473
83 Result (1->win; 0->lose):0, Score:42.0, timesteps:1000
84 Result (1->win; 0->lose):0, Score:8.0, timesteps:227
85 Result (1->win; 0->lose):0, Score:38.0, timesteps:594
86 Result (1->win; 0->lose):0, Score:12.0, timesteps:593
87 Result (1->win; 0->lose):0, Score:10.0, timesteps:394
88 Result (1->win; 0->lose):0, Score:36.0, timesteps:570
89 Result (1->win; 0->lose):0, Score:16.0, timesteps:515
90 Result (1->win; 0->lose):0, Score:34.0, timesteps:725
91 Result (1->win; 0->lose):0, Score:36.0, timesteps:243
92 Result (1->win; 0->lose):0, Score:36.0, timesteps:779
