 ** Playing game examples/gridphysics/aliens.txt, level examples/gridphysics/aliens_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:35.0, timesteps:864
1 Result (1->win; 0->lose):0, Score:7.0, timesteps:828
2 Result (1->win; 0->lose):0, Score:11.0, timesteps:795
3 Result (1->win; 0->lose):0, Score:7.0, timesteps:542
4 Result (1->win; 0->lose):0, Score:1.0, timesteps:292
5 Result (1->win; 0->lose):0, Score:0.0, timesteps:292
6 Result (1->win; 0->lose):0, Score:31.0, timesteps:552
7 Result (1->win; 0->lose):0, Score:7.0, timesteps:481
8 Result (1->win; 0->lose):0, Score:18.0, timesteps:598
9 Result (1->win; 0->lose):0, Score:6.0, timesteps:379
10 Result (1->win; 0->lose):0, Score:17.0, timesteps:698
11 Result (1->win; 0->lose):0, Score:48.0, timesteps:457
12 Result (1->win; 0->lose):0, Score:32.0, timesteps:746
13 Result (1->win; 0->lose):0, Score:44.0, timesteps:547
14 Result (1->win; 0->lose):0, Score:14.0, timesteps:698
15 Result (1->win; 0->lose):0, Score:13.0, timesteps:693
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:292
17 Result (1->win; 0->lose):0, Score:10.0, timesteps:388
18 Result (1->win; 0->lose):1, Score:48.0, timesteps:499
19 Result (1->win; 0->lose):0, Score:13.0, timesteps:834
20 Result (1->win; 0->lose):1, Score:52.0, timesteps:844
21 Result (1->win; 0->lose):0, Score:20.0, timesteps:516
22 Result (1->win; 0->lose):0, Score:55.0, timesteps:745
23 Result (1->win; 0->lose):0, Score:27.0, timesteps:630
24 Result (1->win; 0->lose):0, Score:11.0, timesteps:630
25 Result (1->win; 0->lose):1, Score:53.0, timesteps:716
26 Result (1->win; 0->lose):1, Score:56.0, timesteps:687
27 Result (1->win; 0->lose):0, Score:54.0, timesteps:760
28 Result (1->win; 0->lose):0, Score:15.0, timesteps:714
29 Result (1->win; 0->lose):0, Score:54.0, timesteps:874
30 Result (1->win; 0->lose):0, Score:25.0, timesteps:502
31 Result (1->win; 0->lose):1, Score:57.0, timesteps:659
32 Result (1->win; 0->lose):0, Score:17.0, timesteps:163
33 Result (1->win; 0->lose):1, Score:53.0, timesteps:556
34 Result (1->win; 0->lose):1, Score:56.0, timesteps:620
35 Result (1->win; 0->lose):0, Score:39.0, timesteps:418
36 Result (1->win; 0->lose):1, Score:46.0, timesteps:598
37 Result (1->win; 0->lose):1, Score:46.0, timesteps:536
38 Result (1->win; 0->lose):0, Score:29.0, timesteps:367
39 Result (1->win; 0->lose):0, Score:13.0, timesteps:764
40 Result (1->win; 0->lose):1, Score:55.0, timesteps:613
41 Result (1->win; 0->lose):0, Score:49.0, timesteps:1000
42 Result (1->win; 0->lose):1, Score:50.0, timesteps:629
43 Result (1->win; 0->lose):1, Score:48.0, timesteps:678
44 Result (1->win; 0->lose):1, Score:51.0, timesteps:716
45 Result (1->win; 0->lose):1, Score:60.0, timesteps:956
46 Result (1->win; 0->lose):0, Score:43.0, timesteps:978
47 Result (1->win; 0->lose):0, Score:44.0, timesteps:505
48 Result (1->win; 0->lose):0, Score:24.0, timesteps:232
49 Result (1->win; 0->lose):0, Score:11.0, timesteps:367
50 Result (1->win; 0->lose):1, Score:61.0, timesteps:854
51 Result (1->win; 0->lose):0, Score:30.0, timesteps:313
52 Result (1->win; 0->lose):0, Score:42.0, timesteps:558
53 Result (1->win; 0->lose):0, Score:19.0, timesteps:714
54 Result (1->win; 0->lose):1, Score:55.0, timesteps:606
55 Result (1->win; 0->lose):0, Score:40.0, timesteps:768
56 Result (1->win; 0->lose):1, Score:48.0, timesteps:674
57 Result (1->win; 0->lose):0, Score:18.0, timesteps:666
58 Result (1->win; 0->lose):1, Score:58.0, timesteps:599
59 Result (1->win; 0->lose):1, Score:49.0, timesteps:600
60 Result (1->win; 0->lose):1, Score:57.0, timesteps:760
61 Result (1->win; 0->lose):0, Score:39.0, timesteps:334
62 Result (1->win; 0->lose):1, Score:55.0, timesteps:698
63 Result (1->win; 0->lose):1, Score:59.0, timesteps:861
64 Result (1->win; 0->lose):1, Score:53.0, timesteps:598
65 Result (1->win; 0->lose):0, Score:50.0, timesteps:920
66 Result (1->win; 0->lose):1, Score:57.0, timesteps:678
67 Result (1->win; 0->lose):1, Score:51.0, timesteps:812
68 Result (1->win; 0->lose):1, Score:49.0, timesteps:822
69 Result (1->win; 0->lose):0, Score:40.0, timesteps:860
70 Result (1->win; 0->lose):0, Score:38.0, timesteps:415
71 Result (1->win; 0->lose):0, Score:32.0, timesteps:457
72 Result (1->win; 0->lose):0, Score:24.0, timesteps:832
73 Result (1->win; 0->lose):0, Score:36.0, timesteps:361
74 Result (1->win; 0->lose):0, Score:53.0, timesteps:541
75 Result (1->win; 0->lose):0, Score:36.0, timesteps:364
76 Result (1->win; 0->lose):1, Score:51.0, timesteps:537
77 Result (1->win; 0->lose):1, Score:58.0, timesteps:737
78 Result (1->win; 0->lose):0, Score:34.0, timesteps:307
79 Result (1->win; 0->lose):1, Score:56.0, timesteps:611
80 Result (1->win; 0->lose):0, Score:25.0, timesteps:304
81 Result (1->win; 0->lose):1, Score:53.0, timesteps:628
82 Result (1->win; 0->lose):0, Score:33.0, timesteps:409
83 Result (1->win; 0->lose):1, Score:48.0, timesteps:566
84 Result (1->win; 0->lose):0, Score:58.0, timesteps:1000
85 Result (1->win; 0->lose):1, Score:51.0, timesteps:569
86 Result (1->win; 0->lose):1, Score:57.0, timesteps:597
87 Result (1->win; 0->lose):0, Score:50.0, timesteps:978
88 Result (1->win; 0->lose):0, Score:17.0, timesteps:220
89 Result (1->win; 0->lose):1, Score:56.0, timesteps:664
90 Result (1->win; 0->lose):0, Score:40.0, timesteps:346
91 Result (1->win; 0->lose):1, Score:49.0, timesteps:820
92 Result (1->win; 0->lose):1, Score:52.0, timesteps:775
93 Result (1->win; 0->lose):0, Score:9.0, timesteps:157
94 Result (1->win; 0->lose):1, Score:57.0, timesteps:759
95 Result (1->win; 0->lose):1, Score:58.0, timesteps:623
96 Result (1->win; 0->lose):0, Score:48.0, timesteps:388
97 Result (1->win; 0->lose):0, Score:49.0, timesteps:660
98 Result (1->win; 0->lose):1, Score:55.0, timesteps:434
99 Result (1->win; 0->lose):1, Score:41.0, timesteps:646
100 Result (1->win; 0->lose):1, Score:48.0, timesteps:957
101 Result (1->win; 0->lose):1, Score:48.0, timesteps:607
102 Result (1->win; 0->lose):1, Score:48.0, timesteps:521
103 Result (1->win; 0->lose):1, Score:51.0, timesteps:640
104 Result (1->win; 0->lose):0, Score:28.0, timesteps:301
105 Result (1->win; 0->lose):0, Score:48.0, timesteps:508
106 Result (1->win; 0->lose):0, Score:7.0, timesteps:549
107 Result (1->win; 0->lose):1, Score:50.0, timesteps:866
108 Result (1->win; 0->lose):1, Score:53.0, timesteps:762
109 Result (1->win; 0->lose):0, Score:15.0, timesteps:235
110 Result (1->win; 0->lose):0, Score:48.0, timesteps:763
111 Result (1->win; 0->lose):1, Score:53.0, timesteps:513
112 Result (1->win; 0->lose):1, Score:53.0, timesteps:595
113 Result (1->win; 0->lose):1, Score:51.0, timesteps:567
114 Result (1->win; 0->lose):1, Score:51.0, timesteps:590
115 Result (1->win; 0->lose):0, Score:1.0, timesteps:375
116 Result (1->win; 0->lose):1, Score:55.0, timesteps:580
117 Result (1->win; 0->lose):0, Score:21.0, timesteps:259
118 Result (1->win; 0->lose):1, Score:56.0, timesteps:621
119 Result (1->win; 0->lose):0, Score:23.0, timesteps:223
120 Result (1->win; 0->lose):1, Score:52.0, timesteps:775
121 Result (1->win; 0->lose):1, Score:52.0, timesteps:633
122 Result (1->win; 0->lose):0, Score:55.0, timesteps:770
123 Result (1->win; 0->lose):1, Score:49.0, timesteps:723
124 Result (1->win; 0->lose):0, Score:54.0, timesteps:942
125 Result (1->win; 0->lose):1, Score:53.0, timesteps:694
126 Result (1->win; 0->lose):0, Score:44.0, timesteps:388
127 Result (1->win; 0->lose):1, Score:47.0, timesteps:692
128 Result (1->win; 0->lose):0, Score:34.0, timesteps:343
129 Result (1->win; 0->lose):0, Score:44.0, timesteps:453
130 Result (1->win; 0->lose):0, Score:44.0, timesteps:786
131 Result (1->win; 0->lose):1, Score:55.0, timesteps:857
132 Result (1->win; 0->lose):0, Score:42.0, timesteps:1000
133 Result (1->win; 0->lose):0, Score:38.0, timesteps:346
134 Result (1->win; 0->lose):1, Score:56.0, timesteps:756
135 Result (1->win; 0->lose):1, Score:46.0, timesteps:548
136 Result (1->win; 0->lose):0, Score:28.0, timesteps:388
137 Result (1->win; 0->lose):1, Score:58.0, timesteps:623
138 Result (1->win; 0->lose):0, Score:40.0, timesteps:654
139 Result (1->win; 0->lose):0, Score:10.0, timesteps:133
140 Result (1->win; 0->lose):0, Score:22.0, timesteps:229
141 Result (1->win; 0->lose):0, Score:15.0, timesteps:142
142 Result (1->win; 0->lose):1, Score:53.0, timesteps:610
143 Result (1->win; 0->lose):0, Score:60.0, timesteps:643
144 Result (1->win; 0->lose):1, Score:49.0, timesteps:561
145 Result (1->win; 0->lose):0, Score:50.0, timesteps:1000
146 Result (1->win; 0->lose):1, Score:51.0, timesteps:717
147 Result (1->win; 0->lose):1, Score:53.0, timesteps:657
148 Result (1->win; 0->lose):0, Score:22.0, timesteps:262
149 Result (1->win; 0->lose):1, Score:52.0, timesteps:579
150 Result (1->win; 0->lose):0, Score:21.0, timesteps:298
151 Result (1->win; 0->lose):0, Score:24.0, timesteps:828
152 Result (1->win; 0->lose):1, Score:51.0, timesteps:585
153 Result (1->win; 0->lose):1, Score:47.0, timesteps:620
154 Result (1->win; 0->lose):0, Score:46.0, timesteps:851
155 Result (1->win; 0->lose):0, Score:27.0, timesteps:262
156 Result (1->win; 0->lose):0, Score:42.0, timesteps:487
157 Result (1->win; 0->lose):1, Score:51.0, timesteps:704
158 Result (1->win; 0->lose):0, Score:21.0, timesteps:205
159 Result (1->win; 0->lose):1, Score:53.0, timesteps:569
160 Result (1->win; 0->lose):1, Score:54.0, timesteps:658
161 Result (1->win; 0->lose):0, Score:39.0, timesteps:412
162 Result (1->win; 0->lose):1, Score:54.0, timesteps:581
163 Result (1->win; 0->lose):0, Score:18.0, timesteps:202
164 Result (1->win; 0->lose):0, Score:47.0, timesteps:987
165 Result (1->win; 0->lose):1, Score:50.0, timesteps:477
166 Result (1->win; 0->lose):1, Score:52.0, timesteps:711
167 Result (1->win; 0->lose):0, Score:55.0, timesteps:1000
168 Result (1->win; 0->lose):1, Score:56.0, timesteps:659
169 Result (1->win; 0->lose):1, Score:49.0, timesteps:430
170 Result (1->win; 0->lose):1, Score:56.0, timesteps:849
171 Result (1->win; 0->lose):0, Score:32.0, timesteps:352
172 Result (1->win; 0->lose):0, Score:44.0, timesteps:500
173 Result (1->win; 0->lose):1, Score:51.0, timesteps:476
174 Result (1->win; 0->lose):0, Score:46.0, timesteps:541
175 Result (1->win; 0->lose):1, Score:53.0, timesteps:472
176 Result (1->win; 0->lose):0, Score:22.0, timesteps:223
177 Result (1->win; 0->lose):0, Score:31.0, timesteps:483
178 Result (1->win; 0->lose):0, Score:34.0, timesteps:331
179 Result (1->win; 0->lose):0, Score:50.0, timesteps:887
180 Result (1->win; 0->lose):0, Score:45.0, timesteps:796
181 Result (1->win; 0->lose):1, Score:48.0, timesteps:471
182 Result (1->win; 0->lose):1, Score:50.0, timesteps:723
183 Result (1->win; 0->lose):0, Score:28.0, timesteps:346
184 Result (1->win; 0->lose):0, Score:28.0, timesteps:259
185 Result (1->win; 0->lose):1, Score:53.0, timesteps:566
186 Result (1->win; 0->lose):1, Score:56.0, timesteps:844
187 Result (1->win; 0->lose):1, Score:51.0, timesteps:916
188 Result (1->win; 0->lose):0, Score:57.0, timesteps:1000
189 Result (1->win; 0->lose):0, Score:41.0, timesteps:397
190 Result (1->win; 0->lose):0, Score:54.0, timesteps:1000
191 Result (1->win; 0->lose):0, Score:48.0, timesteps:850
192 Result (1->win; 0->lose):0, Score:54.0, timesteps:840
193 Result (1->win; 0->lose):1, Score:55.0, timesteps:767
194 Result (1->win; 0->lose):1, Score:52.0, timesteps:718
195 Result (1->win; 0->lose):0, Score:50.0, timesteps:976
196 Result (1->win; 0->lose):1, Score:49.0, timesteps:550
197 Result (1->win; 0->lose):0, Score:53.0, timesteps:938
198 Result (1->win; 0->lose):0, Score:46.0, timesteps:598
199 Result (1->win; 0->lose):0, Score:31.0, timesteps:316
200 Result (1->win; 0->lose):0, Score:22.0, timesteps:286
201 Result (1->win; 0->lose):0, Score:24.0, timesteps:289
202 Result (1->win; 0->lose):0, Score:46.0, timesteps:687
203 Result (1->win; 0->lose):0, Score:34.0, timesteps:412
204 Result (1->win; 0->lose):1, Score:54.0, timesteps:693
205 Result (1->win; 0->lose):0, Score:33.0, timesteps:358
206 Result (1->win; 0->lose):1, Score:53.0, timesteps:638
207 Result (1->win; 0->lose):0, Score:20.0, timesteps:286
208 Result (1->win; 0->lose):0, Score:55.0, timesteps:1000
209 Result (1->win; 0->lose):0, Score:29.0, timesteps:388
210 Result (1->win; 0->lose):0, Score:50.0, timesteps:864
211 Result (1->win; 0->lose):1, Score:49.0, timesteps:750
212 Result (1->win; 0->lose):1, Score:57.0, timesteps:884
213 Result (1->win; 0->lose):1, Score:51.0, timesteps:616
214 Result (1->win; 0->lose):1, Score:50.0, timesteps:474
215 Result (1->win; 0->lose):1, Score:52.0, timesteps:794
216 Result (1->win; 0->lose):1, Score:58.0, timesteps:903
217 Result (1->win; 0->lose):0, Score:36.0, timesteps:892
218 Result (1->win; 0->lose):0, Score:32.0, timesteps:334
219 Result (1->win; 0->lose):1, Score:51.0, timesteps:643
220 Result (1->win; 0->lose):1, Score:60.0, timesteps:858
221 Result (1->win; 0->lose):1, Score:51.0, timesteps:926
222 Result (1->win; 0->lose):1, Score:59.0, timesteps:676
223 Result (1->win; 0->lose):1, Score:53.0, timesteps:638
224 Result (1->win; 0->lose):0, Score:42.0, timesteps:382
225 Result (1->win; 0->lose):0, Score:48.0, timesteps:861
226 Result (1->win; 0->lose):0, Score:23.0, timesteps:289
227 Result (1->win; 0->lose):0, Score:31.0, timesteps:333
228 Result (1->win; 0->lose):1, Score:52.0, timesteps:817
229 Result (1->win; 0->lose):1, Score:49.0, timesteps:669
230 Result (1->win; 0->lose):1, Score:59.0, timesteps:670
231 Result (1->win; 0->lose):0, Score:51.0, timesteps:864
232 Result (1->win; 0->lose):0, Score:36.0, timesteps:286
233 Result (1->win; 0->lose):1, Score:53.0, timesteps:768
234 Result (1->win; 0->lose):1, Score:56.0, timesteps:574
235 Result (1->win; 0->lose):1, Score:54.0, timesteps:859
236 Result (1->win; 0->lose):0, Score:44.0, timesteps:981
237 Result (1->win; 0->lose):0, Score:28.0, timesteps:343
238 Result (1->win; 0->lose):0, Score:18.0, timesteps:298
239 Result (1->win; 0->lose):0, Score:54.0, timesteps:771
240 Result (1->win; 0->lose):1, Score:56.0, timesteps:634
241 Result (1->win; 0->lose):0, Score:12.0, timesteps:133
242 Result (1->win; 0->lose):0, Score:55.0, timesteps:933
243 Result (1->win; 0->lose):0, Score:51.0, timesteps:508
244 Result (1->win; 0->lose):0, Score:20.0, timesteps:331
245 Result (1->win; 0->lose):0, Score:47.0, timesteps:672
246 Result (1->win; 0->lose):0, Score:47.0, timesteps:445
247 Result (1->win; 0->lose):0, Score:39.0, timesteps:427
