 ** Playing game examples/gridphysics/survivezombies.txt, level examples/gridphysics/survivezombies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:3.0, timesteps:112
1 Result (1->win; 0->lose):0, Score:3.0, timesteps:235
2 Result (1->win; 0->lose):0, Score:1.0, timesteps:97
3 Result (1->win; 0->lose):0, Score:9.0, timesteps:317
4 Result (1->win; 0->lose):0, Score:2.0, timesteps:311
5 Result (1->win; 0->lose):0, Score:5.0, timesteps:352
6 Result (1->win; 0->lose):0, Score:4.0, timesteps:251
7 Result (1->win; 0->lose):0, Score:5.0, timesteps:290
8 Result (1->win; 0->lose):0, Score:3.0, timesteps:351
9 Result (1->win; 0->lose):0, Score:8.0, timesteps:559
10 Result (1->win; 0->lose):0, Score:5.0, timesteps:216
11 Result (1->win; 0->lose):0, Score:7.0, timesteps:453
12 Result (1->win; 0->lose):0, Score:33.0, timesteps:813
13 Result (1->win; 0->lose):0, Score:3.0, timesteps:198
14 Result (1->win; 0->lose):0, Score:3.0, timesteps:191
15 Result (1->win; 0->lose):0, Score:8.0, timesteps:159
16 Result (1->win; 0->lose):0, Score:3.0, timesteps:380
17 Result (1->win; 0->lose):0, Score:3.0, timesteps:301
18 Result (1->win; 0->lose):0, Score:7.0, timesteps:274
19 Result (1->win; 0->lose):0, Score:9.0, timesteps:291
20 Result (1->win; 0->lose):0, Score:1.0, timesteps:251
21 Result (1->win; 0->lose):0, Score:6.0, timesteps:190
22 Result (1->win; 0->lose):1, Score:9.0, timesteps:1000
23 Result (1->win; 0->lose):0, Score:3.0, timesteps:267
24 Result (1->win; 0->lose):0, Score:10.0, timesteps:483
25 Result (1->win; 0->lose):0, Score:6.0, timesteps:49
26 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
27 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
28 Result (1->win; 0->lose):0, Score:9.0, timesteps:191
29 Result (1->win; 0->lose):0, Score:5.0, timesteps:302
30 Result (1->win; 0->lose):0, Score:7.0, timesteps:523
31 Result (1->win; 0->lose):0, Score:5.0, timesteps:288
32 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
33 Result (1->win; 0->lose):0, Score:3.0, timesteps:127
34 Result (1->win; 0->lose):0, Score:1.0, timesteps:264
35 Result (1->win; 0->lose):0, Score:6.0, timesteps:389
36 Result (1->win; 0->lose):0, Score:12.0, timesteps:835
37 Result (1->win; 0->lose):0, Score:9.0, timesteps:639
38 Result (1->win; 0->lose):0, Score:1.0, timesteps:251
39 Result (1->win; 0->lose):0, Score:3.0, timesteps:227
40 Result (1->win; 0->lose):0, Score:5.0, timesteps:71
41 Result (1->win; 0->lose):0, Score:1.0, timesteps:227
42 Result (1->win; 0->lose):0, Score:1.0, timesteps:143
43 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
44 Result (1->win; 0->lose):0, Score:5.0, timesteps:184
45 Result (1->win; 0->lose):0, Score:3.0, timesteps:228
46 Result (1->win; 0->lose):0, Score:5.0, timesteps:751
47 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
48 Result (1->win; 0->lose):0, Score:13.0, timesteps:262
49 Result (1->win; 0->lose):0, Score:8.0, timesteps:553
50 Result (1->win; 0->lose):0, Score:15.0, timesteps:328
51 Result (1->win; 0->lose):0, Score:5.0, timesteps:312
52 Result (1->win; 0->lose):0, Score:11.0, timesteps:854
53 Result (1->win; 0->lose):0, Score:9.0, timesteps:895
54 Result (1->win; 0->lose):1, Score:8.0, timesteps:1000
55 Result (1->win; 0->lose):0, Score:7.0, timesteps:598
56 Result (1->win; 0->lose):0, Score:35.0, timesteps:868
57 Result (1->win; 0->lose):0, Score:1.0, timesteps:98
58 Result (1->win; 0->lose):0, Score:13.0, timesteps:666
59 Result (1->win; 0->lose):0, Score:10.0, timesteps:229
60 Result (1->win; 0->lose):0, Score:3.0, timesteps:245
61 Result (1->win; 0->lose):0, Score:1.0, timesteps:251
62 Result (1->win; 0->lose):0, Score:14.0, timesteps:838
63 Result (1->win; 0->lose):0, Score:11.0, timesteps:875
64 Result (1->win; 0->lose):1, Score:16.0, timesteps:1000
65 Result (1->win; 0->lose):0, Score:5.0, timesteps:288
66 Result (1->win; 0->lose):0, Score:1.0, timesteps:239
67 Result (1->win; 0->lose):0, Score:1.0, timesteps:709
