 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:2.0, timesteps:340
1 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
2 Result (1->win; 0->lose):0, Score:8.0, timesteps:537
3 Result (1->win; 0->lose):0, Score:14.0, timesteps:357
4 Result (1->win; 0->lose):0, Score:6.0, timesteps:547
5 Result (1->win; 0->lose):0, Score:42.0, timesteps:903
6 Result (1->win; 0->lose):0, Score:2.0, timesteps:505
7 Result (1->win; 0->lose):0, Score:8.0, timesteps:540
8 Result (1->win; 0->lose):0, Score:4.0, timesteps:414
9 Result (1->win; 0->lose):0, Score:26.0, timesteps:509
10 Result (1->win; 0->lose):0, Score:26.0, timesteps:731
11 Result (1->win; 0->lose):0, Score:10.0, timesteps:647
12 Result (1->win; 0->lose):0, Score:28.0, timesteps:441
13 Result (1->win; 0->lose):0, Score:4.0, timesteps:444
14 Result (1->win; 0->lose):0, Score:28.0, timesteps:404
15 Result (1->win; 0->lose):0, Score:14.0, timesteps:378
16 Result (1->win; 0->lose):0, Score:12.0, timesteps:415
17 Result (1->win; 0->lose):0, Score:18.0, timesteps:732
18 Result (1->win; 0->lose):0, Score:26.0, timesteps:894
19 Result (1->win; 0->lose):0, Score:8.0, timesteps:455
20 Result (1->win; 0->lose):0, Score:32.0, timesteps:666
21 Result (1->win; 0->lose):0, Score:14.0, timesteps:357
22 Result (1->win; 0->lose):0, Score:8.0, timesteps:466
23 Result (1->win; 0->lose):0, Score:10.0, timesteps:649
24 Result (1->win; 0->lose):0, Score:18.0, timesteps:418
25 Result (1->win; 0->lose):0, Score:6.0, timesteps:442
26 Result (1->win; 0->lose):0, Score:26.0, timesteps:917
27 Result (1->win; 0->lose):0, Score:26.0, timesteps:864
28 Result (1->win; 0->lose):0, Score:26.0, timesteps:504
29 Result (1->win; 0->lose):0, Score:2.0, timesteps:505
30 Result (1->win; 0->lose):0, Score:32.0, timesteps:714
31 Result (1->win; 0->lose):0, Score:8.0, timesteps:459
32 Result (1->win; 0->lose):0, Score:30.0, timesteps:458
33 Result (1->win; 0->lose):0, Score:2.0, timesteps:616
34 Result (1->win; 0->lose):0, Score:32.0, timesteps:608
35 Result (1->win; 0->lose):0, Score:8.0, timesteps:734
36 Result (1->win; 0->lose):0, Score:14.0, timesteps:378
37 Result (1->win; 0->lose):0, Score:28.0, timesteps:472
38 Result (1->win; 0->lose):0, Score:20.0, timesteps:812
39 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
40 Result (1->win; 0->lose):0, Score:14.0, timesteps:345
41 Result (1->win; 0->lose):0, Score:36.0, timesteps:1000
42 Result (1->win; 0->lose):0, Score:12.0, timesteps:421
43 Result (1->win; 0->lose):0, Score:24.0, timesteps:467
44 Result (1->win; 0->lose):0, Score:6.0, timesteps:394
45 Result (1->win; 0->lose):0, Score:24.0, timesteps:413
46 Result (1->win; 0->lose):0, Score:44.0, timesteps:791
47 Result (1->win; 0->lose):0, Score:8.0, timesteps:851
48 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
49 Result (1->win; 0->lose):0, Score:30.0, timesteps:676
50 Result (1->win; 0->lose):0, Score:24.0, timesteps:493
51 Result (1->win; 0->lose):0, Score:30.0, timesteps:821
52 Result (1->win; 0->lose):0, Score:6.0, timesteps:446
53 Result (1->win; 0->lose):0, Score:18.0, timesteps:402
54 Result (1->win; 0->lose):0, Score:20.0, timesteps:752
55 Result (1->win; 0->lose):0, Score:20.0, timesteps:322
56 Result (1->win; 0->lose):0, Score:14.0, timesteps:459
57 Result (1->win; 0->lose):0, Score:22.0, timesteps:382
58 Result (1->win; 0->lose):0, Score:28.0, timesteps:421
59 Result (1->win; 0->lose):0, Score:14.0, timesteps:339
60 Result (1->win; 0->lose):0, Score:18.0, timesteps:503
61 Result (1->win; 0->lose):0, Score:16.0, timesteps:439
62 Result (1->win; 0->lose):0, Score:32.0, timesteps:535
63 Result (1->win; 0->lose):0, Score:8.0, timesteps:407
64 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
65 Result (1->win; 0->lose):0, Score:22.0, timesteps:591
66 Result (1->win; 0->lose):0, Score:14.0, timesteps:371
67 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
68 Result (1->win; 0->lose):0, Score:36.0, timesteps:398
69 Result (1->win; 0->lose):0, Score:24.0, timesteps:544
70 Result (1->win; 0->lose):0, Score:38.0, timesteps:570
71 Result (1->win; 0->lose):0, Score:2.0, timesteps:394
72 Result (1->win; 0->lose):0, Score:36.0, timesteps:875
73 Result (1->win; 0->lose):0, Score:28.0, timesteps:548
74 Result (1->win; 0->lose):0, Score:40.0, timesteps:585
75 Result (1->win; 0->lose):0, Score:28.0, timesteps:306
76 Result (1->win; 0->lose):0, Score:14.0, timesteps:380
77 Result (1->win; 0->lose):0, Score:30.0, timesteps:764
78 Result (1->win; 0->lose):0, Score:4.0, timesteps:383
79 Result (1->win; 0->lose):0, Score:16.0, timesteps:391
80 Result (1->win; 0->lose):0, Score:36.0, timesteps:773
81 Result (1->win; 0->lose):0, Score:6.0, timesteps:309
82 Result (1->win; 0->lose):0, Score:14.0, timesteps:469
83 Result (1->win; 0->lose):0, Score:36.0, timesteps:856
84 Result (1->win; 0->lose):0, Score:4.0, timesteps:403
85 Result (1->win; 0->lose):0, Score:28.0, timesteps:478
86 Result (1->win; 0->lose):0, Score:20.0, timesteps:896
87 Result (1->win; 0->lose):0, Score:4.0, timesteps:389
88 Result (1->win; 0->lose):0, Score:6.0, timesteps:494
89 Result (1->win; 0->lose):0, Score:2.0, timesteps:377
90 Result (1->win; 0->lose):0, Score:24.0, timesteps:640
