 ** Playing game examples/gridphysics/portals.txt, level examples/gridphysics/portals_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:0.0, timesteps:328
1 Result (1->win; 0->lose):0, Score:0.0, timesteps:55
2 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
3 Result (1->win; 0->lose):0, Score:0.0, timesteps:236
4 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
5 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
6 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
7 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
8 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
9 Result (1->win; 0->lose):0, Score:0.0, timesteps:873
10 Result (1->win; 0->lose):0, Score:0.0, timesteps:182
11 Result (1->win; 0->lose):0, Score:0.0, timesteps:488
12 Result (1->win; 0->lose):0, Score:0.0, timesteps:68
13 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
14 Result (1->win; 0->lose):0, Score:0.0, timesteps:261
15 Result (1->win; 0->lose):0, Score:0.0, timesteps:247
16 Result (1->win; 0->lose):0, Score:0.0, timesteps:65
17 Result (1->win; 0->lose):0, Score:0.0, timesteps:259
18 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
19 Result (1->win; 0->lose):0, Score:0.0, timesteps:151
20 Result (1->win; 0->lose):0, Score:0.0, timesteps:828
21 Result (1->win; 0->lose):0, Score:0.0, timesteps:153
22 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
23 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
24 Result (1->win; 0->lose):0, Score:0.0, timesteps:412
25 Result (1->win; 0->lose):0, Score:0.0, timesteps:123
26 Result (1->win; 0->lose):0, Score:0.0, timesteps:199
27 Result (1->win; 0->lose):0, Score:0.0, timesteps:90
28 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
29 Result (1->win; 0->lose):0, Score:0.0, timesteps:465
30 Result (1->win; 0->lose):0, Score:0.0, timesteps:409
31 Result (1->win; 0->lose):0, Score:0.0, timesteps:149
32 Result (1->win; 0->lose):0, Score:0.0, timesteps:87
33 Result (1->win; 0->lose):0, Score:0.0, timesteps:669
34 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
35 Result (1->win; 0->lose):0, Score:0.0, timesteps:633
36 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
37 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
38 Result (1->win; 0->lose):0, Score:0.0, timesteps:599
39 Result (1->win; 0->lose):0, Score:0.0, timesteps:178
40 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
41 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
42 Result (1->win; 0->lose):0, Score:0.0, timesteps:162
43 Result (1->win; 0->lose):0, Score:0.0, timesteps:60
44 Result (1->win; 0->lose):0, Score:0.0, timesteps:35
45 Result (1->win; 0->lose):0, Score:0.0, timesteps:805
46 Result (1->win; 0->lose):0, Score:0.0, timesteps:53
47 Result (1->win; 0->lose):0, Score:0.0, timesteps:310
48 Result (1->win; 0->lose):0, Score:0.0, timesteps:193
49 Result (1->win; 0->lose):0, Score:0.0, timesteps:663
50 Result (1->win; 0->lose):0, Score:0.0, timesteps:183
51 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
52 Result (1->win; 0->lose):0, Score:0.0, timesteps:261
53 Result (1->win; 0->lose):0, Score:0.0, timesteps:401
54 Result (1->win; 0->lose):0, Score:0.0, timesteps:757
55 Result (1->win; 0->lose):0, Score:0.0, timesteps:81
56 Result (1->win; 0->lose):0, Score:0.0, timesteps:257
57 Result (1->win; 0->lose):0, Score:0.0, timesteps:873
58 Result (1->win; 0->lose):0, Score:0.0, timesteps:375
59 Result (1->win; 0->lose):0, Score:0.0, timesteps:241
60 Result (1->win; 0->lose):0, Score:0.0, timesteps:87
61 Result (1->win; 0->lose):0, Score:0.0, timesteps:174
62 Result (1->win; 0->lose):0, Score:0.0, timesteps:649
63 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
64 Result (1->win; 0->lose):0, Score:0.0, timesteps:143
65 Result (1->win; 0->lose):0, Score:0.0, timesteps:200
66 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
67 Result (1->win; 0->lose):0, Score:0.0, timesteps:65
68 Result (1->win; 0->lose):0, Score:0.0, timesteps:12
69 Result (1->win; 0->lose):0, Score:0.0, timesteps:914
70 Result (1->win; 0->lose):0, Score:0.0, timesteps:760
71 Result (1->win; 0->lose):0, Score:0.0, timesteps:773
72 Result (1->win; 0->lose):0, Score:0.0, timesteps:131
73 Result (1->win; 0->lose):0, Score:0.0, timesteps:605
74 Result (1->win; 0->lose):0, Score:0.0, timesteps:293
75 Result (1->win; 0->lose):0, Score:0.0, timesteps:171
76 Result (1->win; 0->lose):0, Score:0.0, timesteps:135
77 Result (1->win; 0->lose):0, Score:0.0, timesteps:605
78 Result (1->win; 0->lose):0, Score:0.0, timesteps:135
79 Result (1->win; 0->lose):0, Score:0.0, timesteps:146
80 Result (1->win; 0->lose):0, Score:0.0, timesteps:669
81 Result (1->win; 0->lose):0, Score:0.0, timesteps:271
82 Result (1->win; 0->lose):0, Score:0.0, timesteps:401
83 Result (1->win; 0->lose):0, Score:0.0, timesteps:176
84 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
85 Result (1->win; 0->lose):0, Score:0.0, timesteps:163
86 Result (1->win; 0->lose):0, Score:0.0, timesteps:381
87 Result (1->win; 0->lose):0, Score:0.0, timesteps:252
88 Result (1->win; 0->lose):0, Score:0.0, timesteps:203
