 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:687
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
2 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:855
4 Result (1->win; 0->lose):0, Score:1.0, timesteps:967
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:251
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:689
7 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
8 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
9 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:211
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:815
12 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:1.0, timesteps:612
14 Result (1->win; 0->lose):0, Score:1.0, timesteps:407
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:699
16 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:251
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:251
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:55
22 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:859
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
25 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
27 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:211
29 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:683
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:251
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:683
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
35 Result (1->win; 0->lose):0, Score:1.0, timesteps:739
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:983
37 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:855
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:205
40 Result (1->win; 0->lose):0, Score:-1.0, timesteps:631
41 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
42 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
43 Result (1->win; 0->lose):0, Score:-1.0, timesteps:747
44 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
45 Result (1->win; 0->lose):0, Score:-1.0, timesteps:809
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
47 Result (1->win; 0->lose):0, Score:3.0, timesteps:923
48 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
49 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
50 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
51 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
52 Result (1->win; 0->lose):0, Score:-1.0, timesteps:807
53 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
54 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
55 Result (1->win; 0->lose):0, Score:-1.0, timesteps:707
56 Result (1->win; 0->lose):0, Score:-1.0, timesteps:58
57 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
58 Result (1->win; 0->lose):0, Score:-1.0, timesteps:683
59 Result (1->win; 0->lose):0, Score:-1.0, timesteps:639
60 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
61 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
62 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
63 Result (1->win; 0->lose):0, Score:-1.0, timesteps:639
64 Result (1->win; 0->lose):0, Score:1.0, timesteps:923
65 Result (1->win; 0->lose):0, Score:-1.0, timesteps:463
66 Result (1->win; 0->lose):0, Score:-1.0, timesteps:211
67 Result (1->win; 0->lose):0, Score:-1.0, timesteps:383
68 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
69 Result (1->win; 0->lose):0, Score:-1.0, timesteps:55
70 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
71 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
72 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
73 Result (1->win; 0->lose):0, Score:1.0, timesteps:551
74 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
75 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
76 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
77 Result (1->win; 0->lose):0, Score:-1.0, timesteps:324
78 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
79 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
80 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
81 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
82 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
83 Result (1->win; 0->lose):0, Score:-1.0, timesteps:683
84 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
85 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
86 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
87 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
88 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
89 Result (1->win; 0->lose):0, Score:-1.0, timesteps:216
90 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
91 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
92 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
93 Result (1->win; 0->lose):0, Score:-1.0, timesteps:851
94 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
95 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
96 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
97 Result (1->win; 0->lose):0, Score:1.0, timesteps:423
98 Result (1->win; 0->lose):0, Score:1.0, timesteps:423
99 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
100 Result (1->win; 0->lose):0, Score:1.0, timesteps:663
101 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
102 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
103 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
104 Result (1->win; 0->lose):0, Score:-1.0, timesteps:683
105 Result (1->win; 0->lose):0, Score:1.0, timesteps:591
106 Result (1->win; 0->lose):0, Score:-1.0, timesteps:677
107 Result (1->win; 0->lose):0, Score:-1.0, timesteps:687
108 Result (1->win; 0->lose):0, Score:-1.0, timesteps:687
109 Result (1->win; 0->lose):0, Score:1.0, timesteps:499
110 Result (1->win; 0->lose):0, Score:1.0, timesteps:983
111 Result (1->win; 0->lose):0, Score:-1.0, timesteps:687
112 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
113 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
114 Result (1->win; 0->lose):0, Score:-1.0, timesteps:683
115 Result (1->win; 0->lose):0, Score:3.0, timesteps:851
116 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
117 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
118 Result (1->win; 0->lose):0, Score:1.0, timesteps:499
119 Result (1->win; 0->lose):0, Score:-1.0, timesteps:687
120 Result (1->win; 0->lose):0, Score:-1.0, timesteps:659
121 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
