 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:687
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:863
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:863
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:107
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
10 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:943
12 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:863
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:511
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:863
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:875
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:863
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:107
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:859
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:655
30 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:875
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:107
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:42
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:107
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:224
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:863
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:843
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:843
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:419
40 Result (1->win; 0->lose):0, Score:-1.0, timesteps:903
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
42 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
43 Result (1->win; 0->lose):0, Score:-1.0, timesteps:878
44 Result (1->win; 0->lose):0, Score:-1.0, timesteps:879
