 ** Playing game examples/gridphysics/aliens.txt, level examples/gridphysics/aliens_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:39.0, timesteps:809
1 Result (1->win; 0->lose):0, Score:29.0, timesteps:737
2 Result (1->win; 0->lose):0, Score:9.0, timesteps:550
3 Result (1->win; 0->lose):0, Score:19.0, timesteps:646
4 Result (1->win; 0->lose):0, Score:13.0, timesteps:235
5 Result (1->win; 0->lose):0, Score:17.0, timesteps:633
6 Result (1->win; 0->lose):0, Score:33.0, timesteps:585
7 Result (1->win; 0->lose):0, Score:17.0, timesteps:438
8 Result (1->win; 0->lose):0, Score:45.0, timesteps:806
9 Result (1->win; 0->lose):0, Score:5.0, timesteps:396
10 Result (1->win; 0->lose):0, Score:49.0, timesteps:499
11 Result (1->win; 0->lose):0, Score:48.0, timesteps:828
12 Result (1->win; 0->lose):0, Score:2.0, timesteps:277
13 Result (1->win; 0->lose):0, Score:53.0, timesteps:880
14 Result (1->win; 0->lose):0, Score:4.0, timesteps:443
15 Result (1->win; 0->lose):1, Score:47.0, timesteps:404
16 Result (1->win; 0->lose):0, Score:6.0, timesteps:326
17 Result (1->win; 0->lose):0, Score:19.0, timesteps:828
18 Result (1->win; 0->lose):0, Score:5.0, timesteps:184
19 Result (1->win; 0->lose):1, Score:49.0, timesteps:431
20 Result (1->win; 0->lose):1, Score:53.0, timesteps:834
21 Result (1->win; 0->lose):0, Score:6.0, timesteps:211
22 Result (1->win; 0->lose):1, Score:52.0, timesteps:664
23 Result (1->win; 0->lose):0, Score:43.0, timesteps:737
24 Result (1->win; 0->lose):0, Score:46.0, timesteps:478
25 Result (1->win; 0->lose):0, Score:5.0, timesteps:319
26 Result (1->win; 0->lose):0, Score:21.0, timesteps:313
27 Result (1->win; 0->lose):0, Score:44.0, timesteps:771
28 Result (1->win; 0->lose):1, Score:53.0, timesteps:847
29 Result (1->win; 0->lose):0, Score:35.0, timesteps:762
30 Result (1->win; 0->lose):0, Score:38.0, timesteps:490
31 Result (1->win; 0->lose):0, Score:48.0, timesteps:929
32 Result (1->win; 0->lose):0, Score:13.0, timesteps:388
33 Result (1->win; 0->lose):0, Score:41.0, timesteps:874
34 Result (1->win; 0->lose):0, Score:32.0, timesteps:746
35 Result (1->win; 0->lose):1, Score:50.0, timesteps:448
36 Result (1->win; 0->lose):1, Score:53.0, timesteps:601
37 Result (1->win; 0->lose):0, Score:23.0, timesteps:268
38 Result (1->win; 0->lose):0, Score:30.0, timesteps:826
39 Result (1->win; 0->lose):0, Score:12.0, timesteps:730
40 Result (1->win; 0->lose):0, Score:18.0, timesteps:253
