 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:571
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:167
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:567
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:571
8 Result (1->win; 0->lose):0, Score:1.0, timesteps:355
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:571
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
23 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
31 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:535
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:571
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
40 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
42 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
43 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
44 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
45 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
47 Result (1->win; 0->lose):0, Score:1.0, timesteps:223
48 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
49 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
50 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
51 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
52 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
53 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
54 Result (1->win; 0->lose):0, Score:3.0, timesteps:575
55 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
56 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
57 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
58 Result (1->win; 0->lose):0, Score:1.0, timesteps:299
59 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
60 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
61 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
62 Result (1->win; 0->lose):0, Score:1.0, timesteps:235
63 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
64 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
65 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
66 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
67 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
68 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
69 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
70 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
71 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
72 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
73 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
74 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
75 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
76 Result (1->win; 0->lose):0, Score:-1.0, timesteps:567
77 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
78 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
79 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
80 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
81 Result (1->win; 0->lose):0, Score:1.0, timesteps:179
82 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
83 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
84 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
85 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
86 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
87 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
88 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
89 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
90 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
91 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
92 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
93 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
94 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
95 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
96 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
97 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
98 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
99 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
100 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
101 Result (1->win; 0->lose):0, Score:-1.0, timesteps:543
102 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
103 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
104 Result (1->win; 0->lose):0, Score:1.0, timesteps:235
105 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
106 Result (1->win; 0->lose):0, Score:-1.0, timesteps:231
107 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
108 Result (1->win; 0->lose):0, Score:-1.0, timesteps:543
109 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
110 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
111 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
112 Result (1->win; 0->lose):0, Score:-1.0, timesteps:535
113 Result (1->win; 0->lose):0, Score:-1.0, timesteps:231
114 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
115 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
116 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
117 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
118 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
119 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
120 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
121 Result (1->win; 0->lose):0, Score:1.0, timesteps:195
122 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
123 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
124 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
125 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
126 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
127 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
128 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
129 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
130 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
131 Result (1->win; 0->lose):0, Score:1.0, timesteps:39
132 Result (1->win; 0->lose):0, Score:1.0, timesteps:39
133 Result (1->win; 0->lose):0, Score:1.0, timesteps:191
134 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
135 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
136 Result (1->win; 0->lose):0, Score:-1.0, timesteps:571
137 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
138 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
139 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
140 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
141 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
142 Result (1->win; 0->lose):0, Score:1.0, timesteps:275
143 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
144 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
145 Result (1->win; 0->lose):0, Score:1.0, timesteps:587
146 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
147 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
148 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
149 Result (1->win; 0->lose):0, Score:-1.0, timesteps:231
150 Result (1->win; 0->lose):0, Score:1.0, timesteps:819
151 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
152 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
153 Result (1->win; 0->lose):0, Score:-1.0, timesteps:535
154 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
155 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
156 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
157 Result (1->win; 0->lose):0, Score:1.0, timesteps:223
158 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
159 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
160 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
161 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
162 Result (1->win; 0->lose):0, Score:1.0, timesteps:371
163 Result (1->win; 0->lose):0, Score:1.0, timesteps:349
164 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
165 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
166 Result (1->win; 0->lose):0, Score:1.0, timesteps:147
167 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
168 Result (1->win; 0->lose):0, Score:1.0, timesteps:235
169 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
170 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
171 Result (1->win; 0->lose):0, Score:-1.0, timesteps:39
172 Result (1->win; 0->lose):0, Score:3.0, timesteps:583
173 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
174 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
175 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
176 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
177 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
178 Result (1->win; 0->lose):0, Score:-1.0, timesteps:172
179 Result (1->win; 0->lose):0, Score:3.0, timesteps:643
180 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
181 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
182 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
183 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
184 Result (1->win; 0->lose):0, Score:-1.0, timesteps:571
185 Result (1->win; 0->lose):0, Score:1.0, timesteps:551
186 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
187 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
188 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
189 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
190 Result (1->win; 0->lose):0, Score:-1.0, timesteps:543
191 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
192 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
193 Result (1->win; 0->lose):0, Score:1.0, timesteps:219
194 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
195 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
196 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
197 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
198 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
199 Result (1->win; 0->lose):0, Score:1.0, timesteps:147
200 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
201 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
202 Result (1->win; 0->lose):0, Score:1.0, timesteps:679
203 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
204 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
205 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
206 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
207 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
208 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
209 Result (1->win; 0->lose):0, Score:3.0, timesteps:451
210 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
211 Result (1->win; 0->lose):0, Score:-1.0, timesteps:171
212 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
213 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
214 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
215 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
216 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
217 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
218 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
219 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
220 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
221 Result (1->win; 0->lose):0, Score:-1.0, timesteps:543
222 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
223 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
224 Result (1->win; 0->lose):0, Score:1.0, timesteps:39
225 Result (1->win; 0->lose):0, Score:-1.0, timesteps:235
226 Result (1->win; 0->lose):0, Score:1.0, timesteps:275
227 Result (1->win; 0->lose):0, Score:3.0, timesteps:919
228 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
229 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
230 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
231 Result (1->win; 0->lose):0, Score:-1.0, timesteps:231
232 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
233 Result (1->win; 0->lose):0, Score:-1.0, timesteps:571
234 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
235 Result (1->win; 0->lose):0, Score:1.0, timesteps:287
236 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
237 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
238 Result (1->win; 0->lose):0, Score:1.0, timesteps:195
239 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
240 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
241 Result (1->win; 0->lose):0, Score:-1.0, timesteps:571
242 Result (1->win; 0->lose):0, Score:-1.0, timesteps:563
243 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
244 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
245 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
246 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
247 Result (1->win; 0->lose):0, Score:1.0, timesteps:171
248 Result (1->win; 0->lose):0, Score:1.0, timesteps:231
249 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
250 Result (1->win; 0->lose):0, Score:1.0, timesteps:747
251 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
252 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
253 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
254 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
255 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
256 Result (1->win; 0->lose):0, Score:1.0, timesteps:147
257 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
258 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
259 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
260 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
261 Result (1->win; 0->lose):0, Score:-1.0, timesteps:519
262 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
263 Result (1->win; 0->lose):0, Score:1.0, timesteps:199
264 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
265 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
266 Result (1->win; 0->lose):0, Score:1.0, timesteps:138
267 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
268 Result (1->win; 0->lose):0, Score:-1.0, timesteps:39
269 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
270 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
271 Result (1->win; 0->lose):0, Score:-1.0, timesteps:671
272 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
273 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
274 Result (1->win; 0->lose):0, Score:1.0, timesteps:183
275 Result (1->win; 0->lose):0, Score:1.0, timesteps:371
276 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
277 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
278 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
279 Result (1->win; 0->lose):0, Score:1.0, timesteps:259
280 Result (1->win; 0->lose):0, Score:-1.0, timesteps:543
281 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
282 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
283 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
284 Result (1->win; 0->lose):0, Score:3.0, timesteps:995
285 Result (1->win; 0->lose):0, Score:3.0, timesteps:819
286 Result (1->win; 0->lose):0, Score:-1.0, timesteps:39
287 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
288 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
289 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
290 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
291 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
292 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
293 Result (1->win; 0->lose):0, Score:1.0, timesteps:235
294 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
295 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
296 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
297 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
298 Result (1->win; 0->lose):0, Score:1.0, timesteps:135
299 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
300 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
301 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
302 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
303 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
304 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
305 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
306 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
