 ** Playing game examples/gridphysics/frogs.txt, level examples/gridphysics/frogs_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-2.0, timesteps:3
1 Result (1->win; 0->lose):0, Score:-2.0, timesteps:15
2 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
3 Result (1->win; 0->lose):0, Score:-2.0, timesteps:115
4 Result (1->win; 0->lose):0, Score:-2.0, timesteps:8
5 Result (1->win; 0->lose):0, Score:-2.0, timesteps:17
6 Result (1->win; 0->lose):0, Score:-2.0, timesteps:80
7 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
8 Result (1->win; 0->lose):0, Score:-2.0, timesteps:54
9 Result (1->win; 0->lose):0, Score:-2.0, timesteps:24
10 Result (1->win; 0->lose):0, Score:-2.0, timesteps:10
11 Result (1->win; 0->lose):0, Score:-2.0, timesteps:2
12 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
13 Result (1->win; 0->lose):0, Score:-2.0, timesteps:34
14 Result (1->win; 0->lose):0, Score:-2.0, timesteps:73
15 Result (1->win; 0->lose):0, Score:-2.0, timesteps:51
16 Result (1->win; 0->lose):0, Score:-2.0, timesteps:208
17 Result (1->win; 0->lose):0, Score:-2.0, timesteps:149
18 Result (1->win; 0->lose):0, Score:-2.0, timesteps:217
19 Result (1->win; 0->lose):0, Score:-2.0, timesteps:12
20 Result (1->win; 0->lose):0, Score:-2.0, timesteps:7
21 Result (1->win; 0->lose):0, Score:-2.0, timesteps:7
22 Result (1->win; 0->lose):0, Score:-2.0, timesteps:33
23 Result (1->win; 0->lose):0, Score:-2.0, timesteps:2
24 Result (1->win; 0->lose):0, Score:-2.0, timesteps:153
25 Result (1->win; 0->lose):0, Score:-2.0, timesteps:109
26 Result (1->win; 0->lose):0, Score:-2.0, timesteps:40
27 Result (1->win; 0->lose):0, Score:-2.0, timesteps:23
28 Result (1->win; 0->lose):0, Score:-2.0, timesteps:2
29 Result (1->win; 0->lose):0, Score:-2.0, timesteps:2
30 Result (1->win; 0->lose):0, Score:-2.0, timesteps:535
31 Result (1->win; 0->lose):0, Score:-2.0, timesteps:67
32 Result (1->win; 0->lose):0, Score:-2.0, timesteps:36
33 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
34 Result (1->win; 0->lose):0, Score:-2.0, timesteps:40
35 Result (1->win; 0->lose):0, Score:-2.0, timesteps:33
36 Result (1->win; 0->lose):0, Score:-2.0, timesteps:36
37 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
38 Result (1->win; 0->lose):0, Score:-2.0, timesteps:49
39 Result (1->win; 0->lose):0, Score:-2.0, timesteps:58
40 Result (1->win; 0->lose):0, Score:-2.0, timesteps:45
41 Result (1->win; 0->lose):0, Score:-2.0, timesteps:20
42 Result (1->win; 0->lose):0, Score:-2.0, timesteps:196
43 Result (1->win; 0->lose):0, Score:-2.0, timesteps:38
44 Result (1->win; 0->lose):0, Score:-2.0, timesteps:40
45 Result (1->win; 0->lose):0, Score:-2.0, timesteps:117
46 Result (1->win; 0->lose):0, Score:-2.0, timesteps:25
47 Result (1->win; 0->lose):0, Score:-2.0, timesteps:7
48 Result (1->win; 0->lose):0, Score:-2.0, timesteps:44
49 Result (1->win; 0->lose):0, Score:-2.0, timesteps:105
50 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
51 Result (1->win; 0->lose):0, Score:-2.0, timesteps:75
52 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
53 Result (1->win; 0->lose):0, Score:-2.0, timesteps:20
54 Result (1->win; 0->lose):0, Score:-2.0, timesteps:82
55 Result (1->win; 0->lose):0, Score:-2.0, timesteps:19
56 Result (1->win; 0->lose):0, Score:-2.0, timesteps:31
57 Result (1->win; 0->lose):0, Score:-2.0, timesteps:72
58 Result (1->win; 0->lose):0, Score:-2.0, timesteps:105
59 Result (1->win; 0->lose):0, Score:-2.0, timesteps:21
60 Result (1->win; 0->lose):0, Score:-2.0, timesteps:45
61 Result (1->win; 0->lose):0, Score:-2.0, timesteps:125
62 Result (1->win; 0->lose):0, Score:-2.0, timesteps:13
63 Result (1->win; 0->lose):0, Score:-2.0, timesteps:22
64 Result (1->win; 0->lose):0, Score:-2.0, timesteps:11
