 ** Playing game examples/gridphysics/aliens.txt, level examples/gridphysics/aliens_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:23.0, timesteps:322
1 Result (1->win; 0->lose):0, Score:38.0, timesteps:876
2 Result (1->win; 0->lose):0, Score:7.0, timesteps:403
3 Result (1->win; 0->lose):0, Score:7.0, timesteps:562
4 Result (1->win; 0->lose):0, Score:39.0, timesteps:922
5 Result (1->win; 0->lose):0, Score:0.0, timesteps:153
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:152
7 Result (1->win; 0->lose):0, Score:14.0, timesteps:698
8 Result (1->win; 0->lose):0, Score:8.0, timesteps:600
9 Result (1->win; 0->lose):1, Score:49.0, timesteps:695
10 Result (1->win; 0->lose):0, Score:44.0, timesteps:505
11 Result (1->win; 0->lose):0, Score:29.0, timesteps:585
12 Result (1->win; 0->lose):0, Score:6.0, timesteps:361
13 Result (1->win; 0->lose):0, Score:34.0, timesteps:331
14 Result (1->win; 0->lose):1, Score:54.0, timesteps:601
15 Result (1->win; 0->lose):0, Score:5.0, timesteps:244
16 Result (1->win; 0->lose):0, Score:3.0, timesteps:698
17 Result (1->win; 0->lose):0, Score:27.0, timesteps:744
18 Result (1->win; 0->lose):0, Score:37.0, timesteps:334
19 Result (1->win; 0->lose):0, Score:45.0, timesteps:789
20 Result (1->win; 0->lose):0, Score:34.0, timesteps:678
21 Result (1->win; 0->lose):0, Score:33.0, timesteps:328
22 Result (1->win; 0->lose):1, Score:54.0, timesteps:572
23 Result (1->win; 0->lose):1, Score:46.0, timesteps:434
24 Result (1->win; 0->lose):0, Score:41.0, timesteps:828
25 Result (1->win; 0->lose):1, Score:56.0, timesteps:645
26 Result (1->win; 0->lose):0, Score:15.0, timesteps:184
27 Result (1->win; 0->lose):0, Score:49.0, timesteps:862
28 Result (1->win; 0->lose):0, Score:13.0, timesteps:698
29 Result (1->win; 0->lose):0, Score:40.0, timesteps:409
30 Result (1->win; 0->lose):1, Score:51.0, timesteps:857
31 Result (1->win; 0->lose):0, Score:47.0, timesteps:1000
32 Result (1->win; 0->lose):0, Score:11.0, timesteps:169
33 Result (1->win; 0->lose):1, Score:51.0, timesteps:897
34 Result (1->win; 0->lose):1, Score:55.0, timesteps:659
35 Result (1->win; 0->lose):0, Score:37.0, timesteps:810
36 Result (1->win; 0->lose):1, Score:56.0, timesteps:705
37 Result (1->win; 0->lose):1, Score:50.0, timesteps:504
38 Result (1->win; 0->lose):0, Score:15.0, timesteps:211
39 Result (1->win; 0->lose):0, Score:7.0, timesteps:109
40 Result (1->win; 0->lose):1, Score:52.0, timesteps:513
41 Result (1->win; 0->lose):1, Score:53.0, timesteps:680
42 Result (1->win; 0->lose):1, Score:50.0, timesteps:536
43 Result (1->win; 0->lose):1, Score:54.0, timesteps:699
44 Result (1->win; 0->lose):0, Score:7.0, timesteps:109
45 Result (1->win; 0->lose):0, Score:22.0, timesteps:313
46 Result (1->win; 0->lose):1, Score:51.0, timesteps:692
47 Result (1->win; 0->lose):0, Score:30.0, timesteps:421
48 Result (1->win; 0->lose):1, Score:54.0, timesteps:866
49 Result (1->win; 0->lose):1, Score:53.0, timesteps:820
50 Result (1->win; 0->lose):1, Score:60.0, timesteps:855
51 Result (1->win; 0->lose):0, Score:12.0, timesteps:288
52 Result (1->win; 0->lose):1, Score:50.0, timesteps:700
53 Result (1->win; 0->lose):1, Score:53.0, timesteps:525
54 Result (1->win; 0->lose):0, Score:12.0, timesteps:163
55 Result (1->win; 0->lose):0, Score:6.0, timesteps:109
56 Result (1->win; 0->lose):1, Score:53.0, timesteps:696
57 Result (1->win; 0->lose):0, Score:50.0, timesteps:943
58 Result (1->win; 0->lose):0, Score:27.0, timesteps:325
59 Result (1->win; 0->lose):0, Score:18.0, timesteps:190
60 Result (1->win; 0->lose):0, Score:11.0, timesteps:250
61 Result (1->win; 0->lose):0, Score:25.0, timesteps:277
62 Result (1->win; 0->lose):1, Score:49.0, timesteps:428
63 Result (1->win; 0->lose):1, Score:49.0, timesteps:637
64 Result (1->win; 0->lose):0, Score:50.0, timesteps:959
65 Result (1->win; 0->lose):0, Score:34.0, timesteps:376
66 Result (1->win; 0->lose):0, Score:11.0, timesteps:232
67 Result (1->win; 0->lose):1, Score:47.0, timesteps:885
68 Result (1->win; 0->lose):1, Score:55.0, timesteps:488
69 Result (1->win; 0->lose):0, Score:22.0, timesteps:172
