 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:40.0, timesteps:727
1 Result (1->win; 0->lose):0, Score:46.0, timesteps:1000
2 Result (1->win; 0->lose):0, Score:24.0, timesteps:785
3 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
4 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
5 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
6 Result (1->win; 0->lose):0, Score:22.0, timesteps:587
7 Result (1->win; 0->lose):0, Score:24.0, timesteps:780
8 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
9 Result (1->win; 0->lose):0, Score:4.0, timesteps:381
10 Result (1->win; 0->lose):0, Score:18.0, timesteps:797
11 Result (1->win; 0->lose):0, Score:12.0, timesteps:626
12 Result (1->win; 0->lose):0, Score:24.0, timesteps:919
13 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
14 Result (1->win; 0->lose):0, Score:8.0, timesteps:458
15 Result (1->win; 0->lose):0, Score:6.0, timesteps:440
16 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
17 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
18 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
19 Result (1->win; 0->lose):0, Score:38.0, timesteps:1000
20 Result (1->win; 0->lose):0, Score:8.0, timesteps:578
21 Result (1->win; 0->lose):0, Score:8.0, timesteps:667
22 Result (1->win; 0->lose):0, Score:10.0, timesteps:835
23 Result (1->win; 0->lose):0, Score:10.0, timesteps:468
24 Result (1->win; 0->lose):0, Score:10.0, timesteps:651
25 Result (1->win; 0->lose):0, Score:8.0, timesteps:529
26 Result (1->win; 0->lose):0, Score:26.0, timesteps:515
27 Result (1->win; 0->lose):0, Score:40.0, timesteps:634
28 Result (1->win; 0->lose):0, Score:8.0, timesteps:388
29 Result (1->win; 0->lose):0, Score:8.0, timesteps:572
30 Result (1->win; 0->lose):0, Score:34.0, timesteps:1000
31 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
32 Result (1->win; 0->lose):0, Score:8.0, timesteps:572
33 Result (1->win; 0->lose):0, Score:32.0, timesteps:1000
34 Result (1->win; 0->lose):0, Score:32.0, timesteps:699
35 Result (1->win; 0->lose):0, Score:32.0, timesteps:617
36 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
37 Result (1->win; 0->lose):0, Score:10.0, timesteps:344
38 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
39 Result (1->win; 0->lose):0, Score:10.0, timesteps:854
40 Result (1->win; 0->lose):0, Score:30.0, timesteps:442
41 Result (1->win; 0->lose):0, Score:32.0, timesteps:861
42 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
43 Result (1->win; 0->lose):0, Score:14.0, timesteps:740
44 Result (1->win; 0->lose):0, Score:12.0, timesteps:786
45 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
46 Result (1->win; 0->lose):0, Score:14.0, timesteps:582
47 Result (1->win; 0->lose):0, Score:28.0, timesteps:604
48 Result (1->win; 0->lose):0, Score:14.0, timesteps:640
49 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
50 Result (1->win; 0->lose):0, Score:16.0, timesteps:859
51 Result (1->win; 0->lose):0, Score:30.0, timesteps:531
52 Result (1->win; 0->lose):0, Score:26.0, timesteps:643
53 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
54 Result (1->win; 0->lose):0, Score:22.0, timesteps:623
55 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
56 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
57 Result (1->win; 0->lose):0, Score:14.0, timesteps:675
58 Result (1->win; 0->lose):0, Score:16.0, timesteps:933
59 Result (1->win; 0->lose):0, Score:36.0, timesteps:765
60 Result (1->win; 0->lose):0, Score:20.0, timesteps:538
61 Result (1->win; 0->lose):0, Score:16.0, timesteps:410
62 Result (1->win; 0->lose):0, Score:24.0, timesteps:1000
63 Result (1->win; 0->lose):0, Score:28.0, timesteps:909
64 Result (1->win; 0->lose):0, Score:22.0, timesteps:853
65 Result (1->win; 0->lose):0, Score:20.0, timesteps:861
66 Result (1->win; 0->lose):0, Score:16.0, timesteps:838
67 Result (1->win; 0->lose):0, Score:30.0, timesteps:437
68 Result (1->win; 0->lose):0, Score:34.0, timesteps:827
69 Result (1->win; 0->lose):0, Score:30.0, timesteps:437
70 Result (1->win; 0->lose):0, Score:34.0, timesteps:1000
71 Result (1->win; 0->lose):0, Score:22.0, timesteps:551
72 Result (1->win; 0->lose):0, Score:12.0, timesteps:664
73 Result (1->win; 0->lose):0, Score:18.0, timesteps:842
74 Result (1->win; 0->lose):0, Score:10.0, timesteps:579
75 Result (1->win; 0->lose):0, Score:22.0, timesteps:559
76 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
77 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
78 Result (1->win; 0->lose):0, Score:28.0, timesteps:697
79 Result (1->win; 0->lose):0, Score:36.0, timesteps:1000
80 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
81 Result (1->win; 0->lose):0, Score:14.0, timesteps:753
82 Result (1->win; 0->lose):0, Score:32.0, timesteps:593
83 Result (1->win; 0->lose):0, Score:26.0, timesteps:577
84 Result (1->win; 0->lose):0, Score:12.0, timesteps:704
85 Result (1->win; 0->lose):0, Score:20.0, timesteps:615
86 Result (1->win; 0->lose):0, Score:20.0, timesteps:778
87 Result (1->win; 0->lose):0, Score:24.0, timesteps:760
88 Result (1->win; 0->lose):0, Score:32.0, timesteps:1000
89 Result (1->win; 0->lose):0, Score:24.0, timesteps:380
90 Result (1->win; 0->lose):0, Score:22.0, timesteps:663
91 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
92 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
93 Result (1->win; 0->lose):0, Score:30.0, timesteps:532
94 Result (1->win; 0->lose):0, Score:32.0, timesteps:1000
95 Result (1->win; 0->lose):0, Score:20.0, timesteps:970
96 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
97 Result (1->win; 0->lose):0, Score:10.0, timesteps:664
98 Result (1->win; 0->lose):0, Score:12.0, timesteps:745
99 Result (1->win; 0->lose):0, Score:26.0, timesteps:540
100 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
101 Result (1->win; 0->lose):0, Score:8.0, timesteps:603
102 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
103 Result (1->win; 0->lose):0, Score:6.0, timesteps:715
104 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
105 Result (1->win; 0->lose):0, Score:20.0, timesteps:904
106 Result (1->win; 0->lose):0, Score:28.0, timesteps:550
107 Result (1->win; 0->lose):0, Score:12.0, timesteps:664
