 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:379
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:379
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:379
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:379
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:318
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:360
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:311
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:411
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:55
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:259
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:375
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:259
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:359
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:259
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
40 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:108
42 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
43 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
44 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
45 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:380
47 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
48 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
49 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
50 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
51 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
52 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
53 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
54 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
55 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
56 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
57 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
58 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
59 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
60 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
61 Result (1->win; 0->lose):0, Score:-1.0, timesteps:411
62 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
63 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
64 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
65 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
66 Result (1->win; 0->lose):0, Score:-1.0, timesteps:307
67 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
68 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
69 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
70 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
71 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
72 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
73 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
74 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
75 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
76 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
77 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
78 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
79 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
80 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
81 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
82 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
83 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
84 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
85 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
86 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
87 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
88 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
89 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
90 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
91 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
92 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
93 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
94 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
95 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
96 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
97 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
98 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
99 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
100 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
101 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
102 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
103 Result (1->win; 0->lose):0, Score:-1.0, timesteps:411
104 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
105 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
106 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
107 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
108 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
109 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
110 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
111 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
112 Result (1->win; 0->lose):0, Score:1.0, timesteps:847
113 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
114 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
115 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
116 Result (1->win; 0->lose):0, Score:-1.0, timesteps:331
117 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
118 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
119 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
120 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
121 Result (1->win; 0->lose):0, Score:-1.0, timesteps:411
122 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
123 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
124 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
125 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
126 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
127 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
128 Result (1->win; 0->lose):0, Score:-1.0, timesteps:79
129 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
130 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
131 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
132 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
133 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
134 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
135 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
136 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
137 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
138 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
139 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
140 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
141 Result (1->win; 0->lose):0, Score:-1.0, timesteps:311
142 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
143 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
144 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
145 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
146 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
147 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
148 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
149 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
150 Result (1->win; 0->lose):0, Score:-1.0, timesteps:362
151 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
152 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
153 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
154 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
155 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
156 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
157 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
158 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
159 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
160 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
161 Result (1->win; 0->lose):0, Score:-1.0, timesteps:259
162 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
163 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
164 Result (1->win; 0->lose):0, Score:1.0, timesteps:811
165 Result (1->win; 0->lose):0, Score:-1.0, timesteps:411
166 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
167 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
168 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
169 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
170 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
171 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
172 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
173 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
174 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
175 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
176 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
177 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
178 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
179 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
180 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
181 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
182 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
183 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
184 Result (1->win; 0->lose):0, Score:-1.0, timesteps:411
185 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
186 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
187 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
188 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
189 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
190 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
191 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
192 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
193 Result (1->win; 0->lose):0, Score:-1.0, timesteps:411
194 Result (1->win; 0->lose):0, Score:-1.0, timesteps:411
195 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
196 Result (1->win; 0->lose):0, Score:-1.0, timesteps:311
197 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
198 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
199 Result (1->win; 0->lose):0, Score:-1.0, timesteps:377
200 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
201 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
202 Result (1->win; 0->lose):0, Score:1.0, timesteps:487
203 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
204 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
205 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
206 Result (1->win; 0->lose):0, Score:1.0, timesteps:831
207 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
208 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
209 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
210 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
211 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
212 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
213 Result (1->win; 0->lose):0, Score:-1.0, timesteps:411
214 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
215 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
216 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
217 Result (1->win; 0->lose):0, Score:-1.0, timesteps:381
218 Result (1->win; 0->lose):0, Score:-1.0, timesteps:375
219 Result (1->win; 0->lose):0, Score:-1.0, timesteps:411
220 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
221 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
222 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
223 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
224 Result (1->win; 0->lose):0, Score:1.0, timesteps:991
225 Result (1->win; 0->lose):0, Score:-1.0, timesteps:391
226 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
227 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
228 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
229 Result (1->win; 0->lose):0, Score:1.0, timesteps:887
230 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
231 Result (1->win; 0->lose):0, Score:3.0, timesteps:819
232 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
233 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
234 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
235 Result (1->win; 0->lose):0, Score:-1.0, timesteps:375
236 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
237 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
238 Result (1->win; 0->lose):0, Score:1.0, timesteps:403
239 Result (1->win; 0->lose):0, Score:1.0, timesteps:543
240 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
241 Result (1->win; 0->lose):0, Score:1.0, timesteps:411
242 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
243 Result (1->win; 0->lose):0, Score:1.0, timesteps:455
244 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
245 Result (1->win; 0->lose):0, Score:-1.0, timesteps:307
246 Result (1->win; 0->lose):0, Score:1.0, timesteps:379
247 Result (1->win; 0->lose):0, Score:1.0, timesteps:515
248 Result (1->win; 0->lose):0, Score:1.0, timesteps:347
249 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
250 Result (1->win; 0->lose):0, Score:-1.0, timesteps:379
251 Result (1->win; 0->lose):0, Score:-1.0, timesteps:379
252 Result (1->win; 0->lose):0, Score:1.0, timesteps:523
253 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
254 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
255 Result (1->win; 0->lose):0, Score:-1.0, timesteps:411
256 Result (1->win; 0->lose):0, Score:1.0, timesteps:479
257 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
258 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
259 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
260 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
261 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
262 Result (1->win; 0->lose):0, Score:-1.0, timesteps:379
263 Result (1->win; 0->lose):0, Score:-1.0, timesteps:299
264 Result (1->win; 0->lose):0, Score:1.0, timesteps:463
265 Result (1->win; 0->lose):0, Score:1.0, timesteps:439
266 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
267 Result (1->win; 0->lose):0, Score:-1.0, timesteps:311
268 Result (1->win; 0->lose):0, Score:-1.0, timesteps:635
269 Result (1->win; 0->lose):0, Score:1.0, timesteps:339
270 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
271 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
272 Result (1->win; 0->lose):0, Score:-1.0, timesteps:391
273 Result (1->win; 0->lose):0, Score:-1.0, timesteps:379
274 Result (1->win; 0->lose):0, Score:-1.0, timesteps:323
275 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
276 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
277 Result (1->win; 0->lose):0, Score:-1.0, timesteps:355
278 Result (1->win; 0->lose):0, Score:3.0, timesteps:459
279 Result (1->win; 0->lose):0, Score:1.0, timesteps:535
280 Result (1->win; 0->lose):0, Score:1.0, timesteps:399
281 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
282 Result (1->win; 0->lose):0, Score:-1.0, timesteps:391
283 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
284 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
285 Result (1->win; 0->lose):0, Score:-1.0, timesteps:587
286 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
