 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:103
1 Result (1->win; 0->lose):0, Score:1.0, timesteps:795
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:37
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:14
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
6 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
10 Result (1->win; 0->lose):0, Score:1.0, timesteps:767
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
16 Result (1->win; 0->lose):0, Score:1.0, timesteps:339
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
20 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
24 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:35
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:35
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:35
33 Result (1->win; 0->lose):0, Score:1.0, timesteps:187
34 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
35 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
