 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:1.0, timesteps:200
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:147
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:147
3 Result (1->win; 0->lose):0, Score:3.0, timesteps:739
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:175
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:167
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:175
8 Result (1->win; 0->lose):0, Score:1.0, timesteps:300
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:199
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:175
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:189
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:175
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
14 Result (1->win; 0->lose):0, Score:1.0, timesteps:799
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:167
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:175
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:187
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:214
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:211
25 Result (1->win; 0->lose):0, Score:1.0, timesteps:159
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:212
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:211
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:187
29 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:167
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:167
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:211
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
40 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
41 Result (1->win; 0->lose):0, Score:1.0, timesteps:255
42 Result (1->win; 0->lose):0, Score:-1.0, timesteps:167
43 Result (1->win; 0->lose):0, Score:1.0, timesteps:859
44 Result (1->win; 0->lose):0, Score:3.0, timesteps:979
45 Result (1->win; 0->lose):0, Score:1.0, timesteps:255
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:187
47 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
48 Result (1->win; 0->lose):0, Score:-1.0, timesteps:347
49 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
50 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
51 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
52 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
53 Result (1->win; 0->lose):0, Score:-1.0, timesteps:215
54 Result (1->win; 0->lose):0, Score:1.0, timesteps:255
55 Result (1->win; 0->lose):0, Score:-1.0, timesteps:175
56 Result (1->win; 0->lose):0, Score:-1.0, timesteps:187
57 Result (1->win; 0->lose):0, Score:-1.0, timesteps:147
58 Result (1->win; 0->lose):0, Score:-1.0, timesteps:175
59 Result (1->win; 0->lose):0, Score:1.0, timesteps:819
60 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
61 Result (1->win; 0->lose):0, Score:-1.0, timesteps:175
62 Result (1->win; 0->lose):0, Score:1.0, timesteps:819
63 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
64 Result (1->win; 0->lose):0, Score:1.0, timesteps:247
