 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:427
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:375
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:375
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
6 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
10 Result (1->win; 0->lose):0, Score:1.0, timesteps:607
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:427
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
13 Result (1->win; 0->lose):0, Score:1.0, timesteps:1000
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:267
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:439
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:401
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:505
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:429
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
28 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:444
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:375
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:303
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:524
40 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
42 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
43 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
44 Result (1->win; 0->lose):0, Score:-1.0, timesteps:375
45 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
47 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
48 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
49 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
50 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
51 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
52 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
53 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
54 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
55 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
56 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
57 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
58 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
59 Result (1->win; 0->lose):0, Score:-1.0, timesteps:267
60 Result (1->win; 0->lose):0, Score:-1.0, timesteps:663
61 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
62 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
63 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
64 Result (1->win; 0->lose):0, Score:-1.0, timesteps:375
65 Result (1->win; 0->lose):0, Score:-1.0, timesteps:443
66 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
67 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
68 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
69 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
70 Result (1->win; 0->lose):0, Score:-1.0, timesteps:267
71 Result (1->win; 0->lose):0, Score:-1.0, timesteps:526
72 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
73 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
74 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
75 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
76 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
77 Result (1->win; 0->lose):0, Score:-1.0, timesteps:459
78 Result (1->win; 0->lose):0, Score:-1.0, timesteps:271
79 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
80 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
81 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
82 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
83 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
84 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
85 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
86 Result (1->win; 0->lose):0, Score:1.0, timesteps:439
87 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
88 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
89 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
90 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
91 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
92 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
93 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
94 Result (1->win; 0->lose):0, Score:-1.0, timesteps:423
95 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
96 Result (1->win; 0->lose):0, Score:-1.0, timesteps:443
97 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
98 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
99 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
100 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
101 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
102 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
103 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
104 Result (1->win; 0->lose):0, Score:-1.0, timesteps:439
105 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
106 Result (1->win; 0->lose):0, Score:-1.0, timesteps:379
107 Result (1->win; 0->lose):0, Score:-1.0, timesteps:439
108 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
109 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
110 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
111 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
112 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
113 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
114 Result (1->win; 0->lose):0, Score:1.0, timesteps:1000
115 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
116 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
117 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
118 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
119 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
120 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
121 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
122 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
123 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
124 Result (1->win; 0->lose):0, Score:-1.0, timesteps:375
125 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
126 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
127 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
128 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
129 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
130 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
131 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
132 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
133 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
134 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
135 Result (1->win; 0->lose):0, Score:-1.0, timesteps:427
136 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
137 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
138 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
139 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
140 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
141 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
142 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
143 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
144 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
145 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
146 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
147 Result (1->win; 0->lose):0, Score:-1.0, timesteps:437
148 Result (1->win; 0->lose):0, Score:-1.0, timesteps:273
149 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
150 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
151 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
152 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
153 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
154 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
155 Result (1->win; 0->lose):0, Score:-1.0, timesteps:379
156 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
157 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
158 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
159 Result (1->win; 0->lose):0, Score:-1.0, timesteps:271
160 Result (1->win; 0->lose):0, Score:-1.0, timesteps:267
161 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
162 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
163 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
164 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
165 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
166 Result (1->win; 0->lose):0, Score:-1.0, timesteps:451
167 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
168 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
169 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
170 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
171 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
172 Result (1->win; 0->lose):0, Score:-1.0, timesteps:430
173 Result (1->win; 0->lose):0, Score:-1.0, timesteps:519
174 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
175 Result (1->win; 0->lose):0, Score:-1.0, timesteps:273
176 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
177 Result (1->win; 0->lose):0, Score:-1.0, timesteps:483
178 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
179 Result (1->win; 0->lose):0, Score:-1.0, timesteps:267
180 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
181 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
182 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
183 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
184 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
185 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
186 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
187 Result (1->win; 0->lose):0, Score:-1.0, timesteps:483
188 Result (1->win; 0->lose):0, Score:-1.0, timesteps:439
189 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
190 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
191 Result (1->win; 0->lose):0, Score:-1.0, timesteps:439
192 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
193 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
194 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
195 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
196 Result (1->win; 0->lose):0, Score:-1.0, timesteps:422
197 Result (1->win; 0->lose):0, Score:-1.0, timesteps:387
198 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
199 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
200 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
201 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
202 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
203 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
204 Result (1->win; 0->lose):0, Score:1.0, timesteps:863
205 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
206 Result (1->win; 0->lose):0, Score:-1.0, timesteps:285
207 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
208 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
209 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
210 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
211 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
212 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
213 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
214 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
215 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
216 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
217 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
218 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
219 Result (1->win; 0->lose):0, Score:-1.0, timesteps:380
220 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
221 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
222 Result (1->win; 0->lose):0, Score:-1.0, timesteps:140
223 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
224 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
225 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
226 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
227 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
228 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
229 Result (1->win; 0->lose):0, Score:-1.0, timesteps:267
230 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
231 Result (1->win; 0->lose):0, Score:-1.0, timesteps:439
232 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
233 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
234 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
235 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
236 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
237 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
238 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
239 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
240 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
241 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
242 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
243 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
244 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
245 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
246 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
247 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
248 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
249 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
250 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
251 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
252 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
253 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
254 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
255 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
256 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
257 Result (1->win; 0->lose):0, Score:1.0, timesteps:667
258 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
259 Result (1->win; 0->lose):0, Score:1.0, timesteps:895
260 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
261 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
262 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
263 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
264 Result (1->win; 0->lose):0, Score:-1.0, timesteps:451
265 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
266 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
267 Result (1->win; 0->lose):0, Score:3.0, timesteps:963
268 Result (1->win; 0->lose):0, Score:-1.0, timesteps:663
269 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
270 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
271 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
272 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
273 Result (1->win; 0->lose):0, Score:5.0, timesteps:767
274 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
275 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
276 Result (1->win; 0->lose):0, Score:-1.0, timesteps:443
277 Result (1->win; 0->lose):0, Score:-1.0, timesteps:271
278 Result (1->win; 0->lose):0, Score:-1.0, timesteps:271
279 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
280 Result (1->win; 0->lose):0, Score:-1.0, timesteps:271
281 Result (1->win; 0->lose):0, Score:-1.0, timesteps:271
282 Result (1->win; 0->lose):0, Score:-1.0, timesteps:381
283 Result (1->win; 0->lose):0, Score:1.0, timesteps:787
284 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
285 Result (1->win; 0->lose):0, Score:-1.0, timesteps:443
286 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
287 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
288 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
289 Result (1->win; 0->lose):0, Score:1.0, timesteps:635
290 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
291 Result (1->win; 0->lose):0, Score:-1.0, timesteps:503
292 Result (1->win; 0->lose):0, Score:-1.0, timesteps:273
293 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
294 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
295 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
296 Result (1->win; 0->lose):0, Score:-1.0, timesteps:271
297 Result (1->win; 0->lose):0, Score:-1.0, timesteps:459
298 Result (1->win; 0->lose):0, Score:-1.0, timesteps:527
299 Result (1->win; 0->lose):0, Score:-1.0, timesteps:274
300 Result (1->win; 0->lose):0, Score:-1.0, timesteps:439
301 Result (1->win; 0->lose):0, Score:1.0, timesteps:667
302 Result (1->win; 0->lose):0, Score:-1.0, timesteps:667
