 ** Playing game examples/gridphysics/frogs.txt, level examples/gridphysics/frogs_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-2.0, timesteps:65
1 Result (1->win; 0->lose):0, Score:-2.0, timesteps:13
2 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
3 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
4 Result (1->win; 0->lose):0, Score:-2.0, timesteps:7
5 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
6 Result (1->win; 0->lose):0, Score:-2.0, timesteps:2
7 Result (1->win; 0->lose):0, Score:-2.0, timesteps:12
8 Result (1->win; 0->lose):0, Score:-2.0, timesteps:18
9 Result (1->win; 0->lose):0, Score:-2.0, timesteps:29
10 Result (1->win; 0->lose):0, Score:-2.0, timesteps:26
11 Result (1->win; 0->lose):0, Score:-2.0, timesteps:100
12 Result (1->win; 0->lose):0, Score:-2.0, timesteps:4
13 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
14 Result (1->win; 0->lose):0, Score:-2.0, timesteps:18
15 Result (1->win; 0->lose):0, Score:-2.0, timesteps:204
16 Result (1->win; 0->lose):0, Score:-2.0, timesteps:21
17 Result (1->win; 0->lose):0, Score:-2.0, timesteps:6
18 Result (1->win; 0->lose):0, Score:-2.0, timesteps:4
19 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
20 Result (1->win; 0->lose):0, Score:-2.0, timesteps:69
21 Result (1->win; 0->lose):0, Score:-2.0, timesteps:50
22 Result (1->win; 0->lose):0, Score:-2.0, timesteps:87
23 Result (1->win; 0->lose):0, Score:-2.0, timesteps:46
24 Result (1->win; 0->lose):0, Score:-2.0, timesteps:18
25 Result (1->win; 0->lose):0, Score:-2.0, timesteps:94
26 Result (1->win; 0->lose):0, Score:-2.0, timesteps:199
27 Result (1->win; 0->lose):0, Score:-2.0, timesteps:111
28 Result (1->win; 0->lose):0, Score:-2.0, timesteps:22
29 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
30 Result (1->win; 0->lose):0, Score:-2.0, timesteps:15
31 Result (1->win; 0->lose):0, Score:-2.0, timesteps:24
32 Result (1->win; 0->lose):0, Score:-2.0, timesteps:114
33 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
34 Result (1->win; 0->lose):0, Score:-2.0, timesteps:43
