 ** Playing game examples/gridphysics/aliens.txt, level examples/gridphysics/aliens_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:15.0, timesteps:812
1 Result (1->win; 0->lose):0, Score:4.0, timesteps:382
2 Result (1->win; 0->lose):0, Score:40.0, timesteps:511
3 Result (1->win; 0->lose):1, Score:52.0, timesteps:745
4 Result (1->win; 0->lose):0, Score:8.0, timesteps:585
5 Result (1->win; 0->lose):0, Score:24.0, timesteps:322
6 Result (1->win; 0->lose):0, Score:7.0, timesteps:308
7 Result (1->win; 0->lose):0, Score:20.0, timesteps:730
8 Result (1->win; 0->lose):0, Score:4.0, timesteps:633
9 Result (1->win; 0->lose):0, Score:1.0, timesteps:307
10 Result (1->win; 0->lose):0, Score:5.0, timesteps:178
11 Result (1->win; 0->lose):0, Score:19.0, timesteps:475
12 Result (1->win; 0->lose):0, Score:4.0, timesteps:471
13 Result (1->win; 0->lose):0, Score:33.0, timesteps:778
14 Result (1->win; 0->lose):0, Score:16.0, timesteps:704
15 Result (1->win; 0->lose):0, Score:21.0, timesteps:582
16 Result (1->win; 0->lose):0, Score:40.0, timesteps:493
17 Result (1->win; 0->lose):0, Score:29.0, timesteps:308
18 Result (1->win; 0->lose):0, Score:1.0, timesteps:325
19 Result (1->win; 0->lose):0, Score:6.0, timesteps:462
20 Result (1->win; 0->lose):0, Score:25.0, timesteps:812
21 Result (1->win; 0->lose):0, Score:14.0, timesteps:486
22 Result (1->win; 0->lose):0, Score:25.0, timesteps:684
23 Result (1->win; 0->lose):0, Score:12.0, timesteps:475
24 Result (1->win; 0->lose):0, Score:31.0, timesteps:759
25 Result (1->win; 0->lose):0, Score:9.0, timesteps:175
26 Result (1->win; 0->lose):0, Score:6.0, timesteps:196
27 Result (1->win; 0->lose):0, Score:16.0, timesteps:489
28 Result (1->win; 0->lose):0, Score:22.0, timesteps:860
29 Result (1->win; 0->lose):0, Score:39.0, timesteps:876
30 Result (1->win; 0->lose):0, Score:24.0, timesteps:792
31 Result (1->win; 0->lose):0, Score:5.0, timesteps:379
32 Result (1->win; 0->lose):0, Score:22.0, timesteps:194
33 Result (1->win; 0->lose):0, Score:6.0, timesteps:202
34 Result (1->win; 0->lose):0, Score:5.0, timesteps:460
35 Result (1->win; 0->lose):0, Score:9.0, timesteps:828
36 Result (1->win; 0->lose):1, Score:40.0, timesteps:841
37 Result (1->win; 0->lose):0, Score:21.0, timesteps:860
38 Result (1->win; 0->lose):0, Score:7.0, timesteps:322
39 Result (1->win; 0->lose):0, Score:29.0, timesteps:412
40 Result (1->win; 0->lose):0, Score:29.0, timesteps:812
41 Result (1->win; 0->lose):0, Score:6.0, timesteps:442
42 Result (1->win; 0->lose):1, Score:44.0, timesteps:822
43 Result (1->win; 0->lose):0, Score:15.0, timesteps:698
44 Result (1->win; 0->lose):0, Score:38.0, timesteps:714
45 Result (1->win; 0->lose):0, Score:9.0, timesteps:331
46 Result (1->win; 0->lose):0, Score:10.0, timesteps:372
47 Result (1->win; 0->lose):0, Score:9.0, timesteps:385
48 Result (1->win; 0->lose):0, Score:38.0, timesteps:445
49 Result (1->win; 0->lose):0, Score:3.0, timesteps:325
50 Result (1->win; 0->lose):0, Score:4.0, timesteps:325
51 Result (1->win; 0->lose):0, Score:47.0, timesteps:862
52 Result (1->win; 0->lose):0, Score:29.0, timesteps:746
53 Result (1->win; 0->lose):1, Score:52.0, timesteps:782
54 Result (1->win; 0->lose):0, Score:12.0, timesteps:418
55 Result (1->win; 0->lose):0, Score:4.0, timesteps:226
56 Result (1->win; 0->lose):0, Score:21.0, timesteps:436
57 Result (1->win; 0->lose):0, Score:47.0, timesteps:834
58 Result (1->win; 0->lose):0, Score:5.0, timesteps:193
59 Result (1->win; 0->lose):0, Score:24.0, timesteps:250
60 Result (1->win; 0->lose):1, Score:52.0, timesteps:748
61 Result (1->win; 0->lose):0, Score:10.0, timesteps:166
62 Result (1->win; 0->lose):0, Score:45.0, timesteps:964
63 Result (1->win; 0->lose):0, Score:30.0, timesteps:322
64 Result (1->win; 0->lose):0, Score:29.0, timesteps:316
65 Result (1->win; 0->lose):0, Score:47.0, timesteps:896
66 Result (1->win; 0->lose):0, Score:42.0, timesteps:349
67 Result (1->win; 0->lose):0, Score:30.0, timesteps:274
68 Result (1->win; 0->lose):0, Score:35.0, timesteps:465
69 Result (1->win; 0->lose):0, Score:23.0, timesteps:346
70 Result (1->win; 0->lose):1, Score:61.0, timesteps:673
71 Result (1->win; 0->lose):1, Score:59.0, timesteps:867
72 Result (1->win; 0->lose):0, Score:48.0, timesteps:453
73 Result (1->win; 0->lose):0, Score:16.0, timesteps:169
74 Result (1->win; 0->lose):0, Score:38.0, timesteps:732
75 Result (1->win; 0->lose):0, Score:30.0, timesteps:517
76 Result (1->win; 0->lose):0, Score:14.0, timesteps:115
77 Result (1->win; 0->lose):0, Score:55.0, timesteps:874
78 Result (1->win; 0->lose):0, Score:27.0, timesteps:690
79 Result (1->win; 0->lose):1, Score:53.0, timesteps:829
80 Result (1->win; 0->lose):0, Score:22.0, timesteps:810
81 Result (1->win; 0->lose):0, Score:22.0, timesteps:394
82 Result (1->win; 0->lose):1, Score:50.0, timesteps:834
83 Result (1->win; 0->lose):0, Score:29.0, timesteps:229
84 Result (1->win; 0->lose):0, Score:17.0, timesteps:340
85 Result (1->win; 0->lose):0, Score:24.0, timesteps:277
86 Result (1->win; 0->lose):0, Score:13.0, timesteps:292
87 Result (1->win; 0->lose):0, Score:32.0, timesteps:442
88 Result (1->win; 0->lose):1, Score:55.0, timesteps:543
89 Result (1->win; 0->lose):0, Score:9.0, timesteps:244
