 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:551
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:543
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
9 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:219
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:551
12 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:551
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:211
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:219
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:243
19 Result (1->win; 0->lose):0, Score:1.0, timesteps:863
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:551
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:175
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
29 Result (1->win; 0->lose):0, Score:1.0, timesteps:879
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:271
31 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:191
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:219
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
40 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:447
42 Result (1->win; 0->lose):0, Score:1.0, timesteps:959
43 Result (1->win; 0->lose):0, Score:-1.0, timesteps:219
44 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
45 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
47 Result (1->win; 0->lose):0, Score:-1.0, timesteps:547
48 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
49 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
50 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
51 Result (1->win; 0->lose):0, Score:-1.0, timesteps:551
52 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
53 Result (1->win; 0->lose):0, Score:-1.0, timesteps:219
54 Result (1->win; 0->lose):0, Score:-1.0, timesteps:551
55 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
56 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
57 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
58 Result (1->win; 0->lose):0, Score:-1.0, timesteps:175
59 Result (1->win; 0->lose):0, Score:-1.0, timesteps:219
60 Result (1->win; 0->lose):0, Score:-1.0, timesteps:219
61 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
62 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
63 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
64 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
65 Result (1->win; 0->lose):0, Score:1.0, timesteps:991
66 Result (1->win; 0->lose):0, Score:1.0, timesteps:767
67 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
68 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
69 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
70 Result (1->win; 0->lose):0, Score:-1.0, timesteps:447
71 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
72 Result (1->win; 0->lose):0, Score:-1.0, timesteps:551
