 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:463
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:463
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:519
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
5 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:283
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:271
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:271
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:283
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:307
18 Result (1->win; 0->lose):0, Score:1.0, timesteps:371
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:687
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:307
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:463
25 Result (1->win; 0->lose):0, Score:0.0, timesteps:655
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:223
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:287
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:687
32 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:283
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:187
