 ** Playing game examples/gridphysics/portals.txt, level examples/gridphysics/portals_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:0.0, timesteps:195
1 Result (1->win; 0->lose):0, Score:0.0, timesteps:57
2 Result (1->win; 0->lose):0, Score:0.0, timesteps:25
3 Result (1->win; 0->lose):0, Score:0.0, timesteps:177
4 Result (1->win; 0->lose):0, Score:0.0, timesteps:531
5 Result (1->win; 0->lose):0, Score:0.0, timesteps:339
6 Result (1->win; 0->lose):0, Score:0.0, timesteps:601
7 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
8 Result (1->win; 0->lose):0, Score:0.0, timesteps:735
9 Result (1->win; 0->lose):0, Score:0.0, timesteps:279
10 Result (1->win; 0->lose):0, Score:0.0, timesteps:564
11 Result (1->win; 0->lose):0, Score:0.0, timesteps:535
12 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:0.0, timesteps:16
14 Result (1->win; 0->lose):0, Score:0.0, timesteps:51
15 Result (1->win; 0->lose):0, Score:0.0, timesteps:67
16 Result (1->win; 0->lose):0, Score:0.0, timesteps:333
17 Result (1->win; 0->lose):0, Score:0.0, timesteps:334
18 Result (1->win; 0->lose):0, Score:0.0, timesteps:253
19 Result (1->win; 0->lose):0, Score:0.0, timesteps:97
20 Result (1->win; 0->lose):0, Score:0.0, timesteps:671
21 Result (1->win; 0->lose):0, Score:0.0, timesteps:867
22 Result (1->win; 0->lose):0, Score:0.0, timesteps:531
23 Result (1->win; 0->lose):0, Score:0.0, timesteps:315
24 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
25 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
26 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
27 Result (1->win; 0->lose):0, Score:0.0, timesteps:123
28 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
29 Result (1->win; 0->lose):0, Score:0.0, timesteps:823
30 Result (1->win; 0->lose):0, Score:0.0, timesteps:23
31 Result (1->win; 0->lose):0, Score:0.0, timesteps:342
32 Result (1->win; 0->lose):0, Score:0.0, timesteps:60
33 Result (1->win; 0->lose):0, Score:0.0, timesteps:374
34 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
35 Result (1->win; 0->lose):0, Score:0.0, timesteps:253
36 Result (1->win; 0->lose):0, Score:0.0, timesteps:791
37 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
38 Result (1->win; 0->lose):0, Score:0.0, timesteps:602
39 Result (1->win; 0->lose):0, Score:0.0, timesteps:158
40 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
41 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
42 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
43 Result (1->win; 0->lose):0, Score:0.0, timesteps:302
44 Result (1->win; 0->lose):0, Score:0.0, timesteps:643
45 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
46 Result (1->win; 0->lose):0, Score:0.0, timesteps:432
47 Result (1->win; 0->lose):0, Score:0.0, timesteps:73
48 Result (1->win; 0->lose):0, Score:0.0, timesteps:261
49 Result (1->win; 0->lose):0, Score:0.0, timesteps:432
50 Result (1->win; 0->lose):0, Score:0.0, timesteps:252
51 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
52 Result (1->win; 0->lose):0, Score:0.0, timesteps:181
53 Result (1->win; 0->lose):0, Score:0.0, timesteps:589
54 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
55 Result (1->win; 0->lose):0, Score:0.0, timesteps:594
56 Result (1->win; 0->lose):0, Score:0.0, timesteps:89
57 Result (1->win; 0->lose):0, Score:0.0, timesteps:200
