 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:8.0, timesteps:420
1 Result (1->win; 0->lose):0, Score:20.0, timesteps:873
2 Result (1->win; 0->lose):0, Score:8.0, timesteps:515
3 Result (1->win; 0->lose):0, Score:14.0, timesteps:661
4 Result (1->win; 0->lose):0, Score:4.0, timesteps:653
5 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
6 Result (1->win; 0->lose):0, Score:14.0, timesteps:662
7 Result (1->win; 0->lose):0, Score:12.0, timesteps:964
8 Result (1->win; 0->lose):0, Score:10.0, timesteps:718
9 Result (1->win; 0->lose):0, Score:8.0, timesteps:438
10 Result (1->win; 0->lose):0, Score:8.0, timesteps:424
11 Result (1->win; 0->lose):0, Score:8.0, timesteps:421
12 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
14 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
15 Result (1->win; 0->lose):0, Score:14.0, timesteps:430
16 Result (1->win; 0->lose):0, Score:4.0, timesteps:387
17 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
18 Result (1->win; 0->lose):0, Score:10.0, timesteps:556
19 Result (1->win; 0->lose):0, Score:10.0, timesteps:449
20 Result (1->win; 0->lose):0, Score:14.0, timesteps:647
21 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
22 Result (1->win; 0->lose):0, Score:28.0, timesteps:662
23 Result (1->win; 0->lose):0, Score:8.0, timesteps:387
24 Result (1->win; 0->lose):0, Score:12.0, timesteps:651
25 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
26 Result (1->win; 0->lose):0, Score:8.0, timesteps:512
27 Result (1->win; 0->lose):0, Score:12.0, timesteps:995
28 Result (1->win; 0->lose):0, Score:20.0, timesteps:843
29 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
30 Result (1->win; 0->lose):0, Score:12.0, timesteps:648
31 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
32 Result (1->win; 0->lose):0, Score:10.0, timesteps:626
33 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
34 Result (1->win; 0->lose):0, Score:18.0, timesteps:879
35 Result (1->win; 0->lose):0, Score:12.0, timesteps:802
36 Result (1->win; 0->lose):0, Score:4.0, timesteps:460
37 Result (1->win; 0->lose):0, Score:8.0, timesteps:653
38 Result (1->win; 0->lose):0, Score:14.0, timesteps:645
39 Result (1->win; 0->lose):0, Score:6.0, timesteps:509
40 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
41 Result (1->win; 0->lose):0, Score:14.0, timesteps:652
42 Result (1->win; 0->lose):0, Score:10.0, timesteps:506
43 Result (1->win; 0->lose):0, Score:6.0, timesteps:442
44 Result (1->win; 0->lose):0, Score:8.0, timesteps:471
45 Result (1->win; 0->lose):0, Score:26.0, timesteps:754
46 Result (1->win; 0->lose):0, Score:10.0, timesteps:798
47 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
48 Result (1->win; 0->lose):0, Score:6.0, timesteps:577
49 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
50 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
51 Result (1->win; 0->lose):0, Score:16.0, timesteps:625
