 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:8.0, timesteps:366
1 Result (1->win; 0->lose):0, Score:6.0, timesteps:464
2 Result (1->win; 0->lose):0, Score:22.0, timesteps:733
3 Result (1->win; 0->lose):0, Score:10.0, timesteps:455
4 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
5 Result (1->win; 0->lose):0, Score:26.0, timesteps:775
6 Result (1->win; 0->lose):0, Score:4.0, timesteps:437
7 Result (1->win; 0->lose):0, Score:18.0, timesteps:604
8 Result (1->win; 0->lose):0, Score:10.0, timesteps:808
9 Result (1->win; 0->lose):0, Score:28.0, timesteps:828
10 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
11 Result (1->win; 0->lose):0, Score:24.0, timesteps:730
12 Result (1->win; 0->lose):0, Score:16.0, timesteps:598
13 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
14 Result (1->win; 0->lose):0, Score:8.0, timesteps:643
15 Result (1->win; 0->lose):0, Score:10.0, timesteps:632
16 Result (1->win; 0->lose):0, Score:10.0, timesteps:531
17 Result (1->win; 0->lose):0, Score:12.0, timesteps:630
18 Result (1->win; 0->lose):0, Score:8.0, timesteps:525
19 Result (1->win; 0->lose):0, Score:10.0, timesteps:479
20 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
21 Result (1->win; 0->lose):0, Score:14.0, timesteps:435
22 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
23 Result (1->win; 0->lose):0, Score:24.0, timesteps:521
24 Result (1->win; 0->lose):0, Score:8.0, timesteps:576
25 Result (1->win; 0->lose):0, Score:6.0, timesteps:597
26 Result (1->win; 0->lose):0, Score:22.0, timesteps:770
27 Result (1->win; 0->lose):0, Score:18.0, timesteps:619
28 Result (1->win; 0->lose):0, Score:20.0, timesteps:507
29 Result (1->win; 0->lose):0, Score:16.0, timesteps:741
30 Result (1->win; 0->lose):0, Score:4.0, timesteps:397
31 Result (1->win; 0->lose):0, Score:24.0, timesteps:615
32 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
33 Result (1->win; 0->lose):0, Score:14.0, timesteps:484
34 Result (1->win; 0->lose):0, Score:10.0, timesteps:521
35 Result (1->win; 0->lose):0, Score:6.0, timesteps:526
36 Result (1->win; 0->lose):0, Score:18.0, timesteps:617
37 Result (1->win; 0->lose):0, Score:12.0, timesteps:657
38 Result (1->win; 0->lose):0, Score:8.0, timesteps:430
39 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
40 Result (1->win; 0->lose):0, Score:10.0, timesteps:559
41 Result (1->win; 0->lose):0, Score:8.0, timesteps:334
42 Result (1->win; 0->lose):0, Score:8.0, timesteps:397
43 Result (1->win; 0->lose):0, Score:8.0, timesteps:715
44 Result (1->win; 0->lose):0, Score:10.0, timesteps:670
45 Result (1->win; 0->lose):0, Score:8.0, timesteps:357
46 Result (1->win; 0->lose):0, Score:4.0, timesteps:526
47 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
48 Result (1->win; 0->lose):0, Score:10.0, timesteps:384
49 Result (1->win; 0->lose):0, Score:16.0, timesteps:644
50 Result (1->win; 0->lose):0, Score:4.0, timesteps:284
51 Result (1->win; 0->lose):0, Score:10.0, timesteps:306
52 Result (1->win; 0->lose):0, Score:14.0, timesteps:749
53 Result (1->win; 0->lose):0, Score:6.0, timesteps:407
54 Result (1->win; 0->lose):0, Score:22.0, timesteps:738
55 Result (1->win; 0->lose):0, Score:18.0, timesteps:440
56 Result (1->win; 0->lose):0, Score:6.0, timesteps:510
57 Result (1->win; 0->lose):0, Score:18.0, timesteps:608
58 Result (1->win; 0->lose):0, Score:8.0, timesteps:531
59 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
60 Result (1->win; 0->lose):0, Score:12.0, timesteps:553
61 Result (1->win; 0->lose):0, Score:10.0, timesteps:622
62 Result (1->win; 0->lose):0, Score:12.0, timesteps:604
63 Result (1->win; 0->lose):0, Score:4.0, timesteps:405
64 Result (1->win; 0->lose):0, Score:12.0, timesteps:398
65 Result (1->win; 0->lose):0, Score:8.0, timesteps:576
66 Result (1->win; 0->lose):0, Score:8.0, timesteps:897
67 Result (1->win; 0->lose):0, Score:24.0, timesteps:973
68 Result (1->win; 0->lose):0, Score:26.0, timesteps:447
69 Result (1->win; 0->lose):0, Score:4.0, timesteps:526
70 Result (1->win; 0->lose):0, Score:4.0, timesteps:399
71 Result (1->win; 0->lose):0, Score:26.0, timesteps:824
72 Result (1->win; 0->lose):0, Score:8.0, timesteps:502
73 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
74 Result (1->win; 0->lose):0, Score:12.0, timesteps:906
75 Result (1->win; 0->lose):0, Score:2.0, timesteps:449
76 Result (1->win; 0->lose):0, Score:20.0, timesteps:501
77 Result (1->win; 0->lose):0, Score:16.0, timesteps:637
78 Result (1->win; 0->lose):0, Score:10.0, timesteps:884
79 Result (1->win; 0->lose):0, Score:12.0, timesteps:513
80 Result (1->win; 0->lose):0, Score:18.0, timesteps:451
81 Result (1->win; 0->lose):0, Score:16.0, timesteps:395
82 Result (1->win; 0->lose):0, Score:26.0, timesteps:759
83 Result (1->win; 0->lose):0, Score:18.0, timesteps:671
84 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
85 Result (1->win; 0->lose):0, Score:14.0, timesteps:415
86 Result (1->win; 0->lose):0, Score:6.0, timesteps:523
87 Result (1->win; 0->lose):0, Score:16.0, timesteps:485
88 Result (1->win; 0->lose):0, Score:8.0, timesteps:453
89 Result (1->win; 0->lose):0, Score:12.0, timesteps:381
90 Result (1->win; 0->lose):0, Score:10.0, timesteps:714
91 Result (1->win; 0->lose):0, Score:14.0, timesteps:575
92 Result (1->win; 0->lose):0, Score:10.0, timesteps:448
93 Result (1->win; 0->lose):0, Score:4.0, timesteps:306
94 Result (1->win; 0->lose):0, Score:16.0, timesteps:635
95 Result (1->win; 0->lose):0, Score:10.0, timesteps:421
96 Result (1->win; 0->lose):0, Score:18.0, timesteps:613
97 Result (1->win; 0->lose):0, Score:14.0, timesteps:428
98 Result (1->win; 0->lose):0, Score:12.0, timesteps:470
99 Result (1->win; 0->lose):0, Score:12.0, timesteps:538
100 Result (1->win; 0->lose):0, Score:18.0, timesteps:753
101 Result (1->win; 0->lose):0, Score:16.0, timesteps:491
102 Result (1->win; 0->lose):0, Score:14.0, timesteps:478
103 Result (1->win; 0->lose):0, Score:10.0, timesteps:992
104 Result (1->win; 0->lose):0, Score:22.0, timesteps:940
105 Result (1->win; 0->lose):0, Score:24.0, timesteps:758
106 Result (1->win; 0->lose):0, Score:18.0, timesteps:545
107 Result (1->win; 0->lose):0, Score:16.0, timesteps:792
108 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
109 Result (1->win; 0->lose):0, Score:8.0, timesteps:429
110 Result (1->win; 0->lose):0, Score:34.0, timesteps:523
111 Result (1->win; 0->lose):0, Score:34.0, timesteps:915
112 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
113 Result (1->win; 0->lose):0, Score:12.0, timesteps:460
114 Result (1->win; 0->lose):0, Score:34.0, timesteps:771
115 Result (1->win; 0->lose):0, Score:10.0, timesteps:480
116 Result (1->win; 0->lose):0, Score:12.0, timesteps:732
117 Result (1->win; 0->lose):0, Score:22.0, timesteps:647
118 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
119 Result (1->win; 0->lose):0, Score:10.0, timesteps:656
120 Result (1->win; 0->lose):0, Score:8.0, timesteps:529
121 Result (1->win; 0->lose):0, Score:10.0, timesteps:386
122 Result (1->win; 0->lose):0, Score:10.0, timesteps:328
123 Result (1->win; 0->lose):0, Score:8.0, timesteps:421
124 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
125 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
126 Result (1->win; 0->lose):0, Score:28.0, timesteps:683
127 Result (1->win; 0->lose):0, Score:10.0, timesteps:452
128 Result (1->win; 0->lose):0, Score:12.0, timesteps:424
129 Result (1->win; 0->lose):0, Score:10.0, timesteps:507
130 Result (1->win; 0->lose):0, Score:28.0, timesteps:647
131 Result (1->win; 0->lose):0, Score:12.0, timesteps:373
132 Result (1->win; 0->lose):0, Score:24.0, timesteps:799
133 Result (1->win; 0->lose):0, Score:14.0, timesteps:476
134 Result (1->win; 0->lose):0, Score:8.0, timesteps:276
135 Result (1->win; 0->lose):0, Score:16.0, timesteps:722
136 Result (1->win; 0->lose):0, Score:16.0, timesteps:683
137 Result (1->win; 0->lose):0, Score:18.0, timesteps:477
138 Result (1->win; 0->lose):0, Score:10.0, timesteps:443
139 Result (1->win; 0->lose):0, Score:12.0, timesteps:446
140 Result (1->win; 0->lose):0, Score:14.0, timesteps:602
141 Result (1->win; 0->lose):0, Score:10.0, timesteps:583
142 Result (1->win; 0->lose):0, Score:8.0, timesteps:587
143 Result (1->win; 0->lose):0, Score:8.0, timesteps:302
144 Result (1->win; 0->lose):0, Score:16.0, timesteps:589
145 Result (1->win; 0->lose):0, Score:10.0, timesteps:498
146 Result (1->win; 0->lose):0, Score:16.0, timesteps:889
147 Result (1->win; 0->lose):0, Score:12.0, timesteps:612
148 Result (1->win; 0->lose):0, Score:14.0, timesteps:543
149 Result (1->win; 0->lose):0, Score:18.0, timesteps:598
150 Result (1->win; 0->lose):0, Score:2.0, timesteps:376
151 Result (1->win; 0->lose):0, Score:10.0, timesteps:578
152 Result (1->win; 0->lose):0, Score:4.0, timesteps:437
153 Result (1->win; 0->lose):0, Score:10.0, timesteps:660
