 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:743
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:743
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:743
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:771
6 Result (1->win; 0->lose):0, Score:1.0, timesteps:879
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:211
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:115
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:122
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:723
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:743
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:743
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:211
20 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
21 Result (1->win; 0->lose):0, Score:1.0, timesteps:763
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:743
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:743
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:143
26 Result (1->win; 0->lose):0, Score:1.0, timesteps:711
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:143
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:111
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:723
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:743
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:147
35 Result (1->win; 0->lose):0, Score:1.0, timesteps:171
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:743
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
40 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
42 Result (1->win; 0->lose):0, Score:1.0, timesteps:259
43 Result (1->win; 0->lose):0, Score:1.0, timesteps:259
44 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
45 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
47 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
48 Result (1->win; 0->lose):0, Score:-1.0, timesteps:211
49 Result (1->win; 0->lose):0, Score:1.0, timesteps:211
50 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
51 Result (1->win; 0->lose):0, Score:1.0, timesteps:195
52 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
53 Result (1->win; 0->lose):0, Score:1.0, timesteps:619
54 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
55 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
56 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
57 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
58 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
59 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
60 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
61 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
62 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
63 Result (1->win; 0->lose):0, Score:-1.0, timesteps:171
64 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
65 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
66 Result (1->win; 0->lose):0, Score:1.0, timesteps:195
67 Result (1->win; 0->lose):0, Score:-1.0, timesteps:123
68 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
69 Result (1->win; 0->lose):0, Score:-1.0, timesteps:111
70 Result (1->win; 0->lose):0, Score:-1.0, timesteps:119
