 ** Playing game examples/gridphysics/aliens.txt, level examples/gridphysics/aliens_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:4.0, timesteps:418
1 Result (1->win; 0->lose):0, Score:7.0, timesteps:483
2 Result (1->win; 0->lose):0, Score:22.0, timesteps:828
3 Result (1->win; 0->lose):0, Score:32.0, timesteps:346
4 Result (1->win; 0->lose):0, Score:21.0, timesteps:795
5 Result (1->win; 0->lose):0, Score:14.0, timesteps:181
6 Result (1->win; 0->lose):0, Score:14.0, timesteps:139
7 Result (1->win; 0->lose):0, Score:13.0, timesteps:698
8 Result (1->win; 0->lose):0, Score:11.0, timesteps:585
9 Result (1->win; 0->lose):0, Score:2.0, timesteps:178
10 Result (1->win; 0->lose):0, Score:28.0, timesteps:707
11 Result (1->win; 0->lose):0, Score:17.0, timesteps:812
12 Result (1->win; 0->lose):0, Score:15.0, timesteps:235
13 Result (1->win; 0->lose):1, Score:54.0, timesteps:817
14 Result (1->win; 0->lose):1, Score:51.0, timesteps:668
15 Result (1->win; 0->lose):0, Score:43.0, timesteps:376
16 Result (1->win; 0->lose):0, Score:26.0, timesteps:767
17 Result (1->win; 0->lose):0, Score:16.0, timesteps:499
18 Result (1->win; 0->lose):0, Score:20.0, timesteps:217
19 Result (1->win; 0->lose):0, Score:14.0, timesteps:556
20 Result (1->win; 0->lose):1, Score:50.0, timesteps:639
21 Result (1->win; 0->lose):0, Score:4.0, timesteps:310
22 Result (1->win; 0->lose):0, Score:24.0, timesteps:471
23 Result (1->win; 0->lose):0, Score:3.0, timesteps:178
24 Result (1->win; 0->lose):0, Score:26.0, timesteps:744
25 Result (1->win; 0->lose):0, Score:55.0, timesteps:765
26 Result (1->win; 0->lose):0, Score:29.0, timesteps:319
27 Result (1->win; 0->lose):0, Score:5.0, timesteps:403
28 Result (1->win; 0->lose):1, Score:62.0, timesteps:747
29 Result (1->win; 0->lose):0, Score:56.0, timesteps:841
30 Result (1->win; 0->lose):0, Score:17.0, timesteps:187
31 Result (1->win; 0->lose):1, Score:53.0, timesteps:426
32 Result (1->win; 0->lose):0, Score:5.0, timesteps:163
33 Result (1->win; 0->lose):0, Score:24.0, timesteps:355
34 Result (1->win; 0->lose):1, Score:50.0, timesteps:583
35 Result (1->win; 0->lose):0, Score:6.0, timesteps:307
36 Result (1->win; 0->lose):0, Score:39.0, timesteps:698
37 Result (1->win; 0->lose):0, Score:41.0, timesteps:846
38 Result (1->win; 0->lose):0, Score:46.0, timesteps:975
39 Result (1->win; 0->lose):0, Score:27.0, timesteps:235
40 Result (1->win; 0->lose):0, Score:11.0, timesteps:698
41 Result (1->win; 0->lose):0, Score:29.0, timesteps:544
42 Result (1->win; 0->lose):0, Score:27.0, timesteps:289
43 Result (1->win; 0->lose):0, Score:56.0, timesteps:942
44 Result (1->win; 0->lose):1, Score:57.0, timesteps:729
45 Result (1->win; 0->lose):0, Score:49.0, timesteps:930
46 Result (1->win; 0->lose):0, Score:22.0, timesteps:235
47 Result (1->win; 0->lose):0, Score:9.0, timesteps:573
48 Result (1->win; 0->lose):0, Score:27.0, timesteps:403
49 Result (1->win; 0->lose):0, Score:29.0, timesteps:295
50 Result (1->win; 0->lose):0, Score:7.0, timesteps:376
51 Result (1->win; 0->lose):0, Score:13.0, timesteps:190
