 ** Playing game examples/gridphysics/aliens.txt, level examples/gridphysics/aliens_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:9.0, timesteps:812
1 Result (1->win; 0->lose):0, Score:14.0, timesteps:355
2 Result (1->win; 0->lose):0, Score:5.0, timesteps:484
3 Result (1->win; 0->lose):0, Score:26.0, timesteps:714
4 Result (1->win; 0->lose):0, Score:14.0, timesteps:812
5 Result (1->win; 0->lose):0, Score:17.0, timesteps:828
6 Result (1->win; 0->lose):0, Score:9.0, timesteps:403
7 Result (1->win; 0->lose):0, Score:42.0, timesteps:794
8 Result (1->win; 0->lose):0, Score:3.0, timesteps:142
9 Result (1->win; 0->lose):0, Score:16.0, timesteps:519
10 Result (1->win; 0->lose):1, Score:52.0, timesteps:741
11 Result (1->win; 0->lose):0, Score:3.0, timesteps:244
12 Result (1->win; 0->lose):0, Score:13.0, timesteps:729
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:244
14 Result (1->win; 0->lose):0, Score:24.0, timesteps:803
15 Result (1->win; 0->lose):0, Score:0.0, timesteps:191
16 Result (1->win; 0->lose):1, Score:42.0, timesteps:818
17 Result (1->win; 0->lose):0, Score:26.0, timesteps:860
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:244
19 Result (1->win; 0->lose):0, Score:40.0, timesteps:899
20 Result (1->win; 0->lose):0, Score:6.0, timesteps:393
21 Result (1->win; 0->lose):0, Score:11.0, timesteps:714
22 Result (1->win; 0->lose):1, Score:50.0, timesteps:921
23 Result (1->win; 0->lose):0, Score:19.0, timesteps:301
24 Result (1->win; 0->lose):0, Score:15.0, timesteps:310
25 Result (1->win; 0->lose):0, Score:21.0, timesteps:812
26 Result (1->win; 0->lose):0, Score:15.0, timesteps:151
27 Result (1->win; 0->lose):0, Score:10.0, timesteps:91
28 Result (1->win; 0->lose):0, Score:17.0, timesteps:424
29 Result (1->win; 0->lose):0, Score:26.0, timesteps:746
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:244
31 Result (1->win; 0->lose):0, Score:5.0, timesteps:139
32 Result (1->win; 0->lose):0, Score:1.0, timesteps:244
33 Result (1->win; 0->lose):0, Score:4.0, timesteps:388
34 Result (1->win; 0->lose):0, Score:11.0, timesteps:436
35 Result (1->win; 0->lose):0, Score:7.0, timesteps:346
36 Result (1->win; 0->lose):0, Score:1.0, timesteps:191
37 Result (1->win; 0->lose):0, Score:41.0, timesteps:666
38 Result (1->win; 0->lose):0, Score:52.0, timesteps:594
39 Result (1->win; 0->lose):0, Score:48.0, timesteps:745
40 Result (1->win; 0->lose):0, Score:30.0, timesteps:523
41 Result (1->win; 0->lose):0, Score:28.0, timesteps:722
