 ** Playing game examples/gridphysics/survivezombies.txt, level examples/gridphysics/survivezombies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:5.0, timesteps:105
1 Result (1->win; 0->lose):0, Score:9.0, timesteps:209
2 Result (1->win; 0->lose):0, Score:1.0, timesteps:227
3 Result (1->win; 0->lose):0, Score:5.0, timesteps:743
4 Result (1->win; 0->lose):0, Score:4.0, timesteps:64
5 Result (1->win; 0->lose):0, Score:1.0, timesteps:197
6 Result (1->win; 0->lose):0, Score:1.0, timesteps:327
7 Result (1->win; 0->lose):0, Score:1.0, timesteps:193
8 Result (1->win; 0->lose):0, Score:7.0, timesteps:194
9 Result (1->win; 0->lose):0, Score:3.0, timesteps:216
10 Result (1->win; 0->lose):0, Score:4.0, timesteps:28
11 Result (1->win; 0->lose):1, Score:9.0, timesteps:1000
12 Result (1->win; 0->lose):0, Score:4.0, timesteps:18
13 Result (1->win; 0->lose):0, Score:1.0, timesteps:227
14 Result (1->win; 0->lose):0, Score:5.0, timesteps:284
15 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
16 Result (1->win; 0->lose):0, Score:1.0, timesteps:218
17 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
18 Result (1->win; 0->lose):0, Score:1.0, timesteps:227
19 Result (1->win; 0->lose):0, Score:4.0, timesteps:99
20 Result (1->win; 0->lose):1, Score:9.0, timesteps:1000
21 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
22 Result (1->win; 0->lose):0, Score:3.0, timesteps:199
23 Result (1->win; 0->lose):0, Score:1.0, timesteps:207
24 Result (1->win; 0->lose):0, Score:3.0, timesteps:436
25 Result (1->win; 0->lose):0, Score:1.0, timesteps:322
26 Result (1->win; 0->lose):0, Score:3.0, timesteps:327
27 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
28 Result (1->win; 0->lose):0, Score:5.0, timesteps:59
29 Result (1->win; 0->lose):0, Score:1.0, timesteps:215
30 Result (1->win; 0->lose):0, Score:5.0, timesteps:477
31 Result (1->win; 0->lose):0, Score:7.0, timesteps:295
32 Result (1->win; 0->lose):0, Score:1.0, timesteps:197
33 Result (1->win; 0->lose):0, Score:1.0, timesteps:203
34 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
35 Result (1->win; 0->lose):1, Score:8.0, timesteps:1000
36 Result (1->win; 0->lose):0, Score:3.0, timesteps:19
37 Result (1->win; 0->lose):0, Score:3.0, timesteps:284
38 Result (1->win; 0->lose):0, Score:1.0, timesteps:209
39 Result (1->win; 0->lose):0, Score:5.0, timesteps:303
40 Result (1->win; 0->lose):0, Score:0.0, timesteps:265
41 Result (1->win; 0->lose):0, Score:5.0, timesteps:531
42 Result (1->win; 0->lose):0, Score:9.0, timesteps:513
43 Result (1->win; 0->lose):0, Score:7.0, timesteps:443
44 Result (1->win; 0->lose):0, Score:23.0, timesteps:870
45 Result (1->win; 0->lose):0, Score:1.0, timesteps:222
46 Result (1->win; 0->lose):0, Score:17.0, timesteps:893
47 Result (1->win; 0->lose):0, Score:11.0, timesteps:626
48 Result (1->win; 0->lose):0, Score:6.0, timesteps:266
49 Result (1->win; 0->lose):0, Score:3.0, timesteps:211
50 Result (1->win; 0->lose):0, Score:5.0, timesteps:276
51 Result (1->win; 0->lose):0, Score:5.0, timesteps:308
52 Result (1->win; 0->lose):0, Score:5.0, timesteps:346
53 Result (1->win; 0->lose):0, Score:1.0, timesteps:648
54 Result (1->win; 0->lose):0, Score:5.0, timesteps:355
55 Result (1->win; 0->lose):0, Score:3.0, timesteps:236
56 Result (1->win; 0->lose):0, Score:3.0, timesteps:194
57 Result (1->win; 0->lose):0, Score:3.0, timesteps:351
58 Result (1->win; 0->lose):0, Score:11.0, timesteps:482
59 Result (1->win; 0->lose):0, Score:10.0, timesteps:657
60 Result (1->win; 0->lose):0, Score:4.0, timesteps:202
61 Result (1->win; 0->lose):0, Score:3.0, timesteps:242
62 Result (1->win; 0->lose):0, Score:6.0, timesteps:167
63 Result (1->win; 0->lose):0, Score:7.0, timesteps:586
64 Result (1->win; 0->lose):0, Score:7.0, timesteps:442
65 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
66 Result (1->win; 0->lose):0, Score:3.0, timesteps:182
67 Result (1->win; 0->lose):0, Score:1.0, timesteps:57
68 Result (1->win; 0->lose):0, Score:6.0, timesteps:181
69 Result (1->win; 0->lose):0, Score:7.0, timesteps:547
70 Result (1->win; 0->lose):0, Score:7.0, timesteps:307
71 Result (1->win; 0->lose):0, Score:11.0, timesteps:605
72 Result (1->win; 0->lose):0, Score:4.0, timesteps:113
73 Result (1->win; 0->lose):0, Score:1.0, timesteps:87
74 Result (1->win; 0->lose):0, Score:1.0, timesteps:203
75 Result (1->win; 0->lose):0, Score:9.0, timesteps:627
76 Result (1->win; 0->lose):0, Score:6.0, timesteps:384
77 Result (1->win; 0->lose):0, Score:5.0, timesteps:237
78 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
79 Result (1->win; 0->lose):0, Score:6.0, timesteps:169
80 Result (1->win; 0->lose):0, Score:12.0, timesteps:440
81 Result (1->win; 0->lose):0, Score:12.0, timesteps:460
82 Result (1->win; 0->lose):0, Score:6.0, timesteps:359
83 Result (1->win; 0->lose):0, Score:4.0, timesteps:154
84 Result (1->win; 0->lose):0, Score:9.0, timesteps:492
85 Result (1->win; 0->lose):0, Score:1.0, timesteps:95
86 Result (1->win; 0->lose):0, Score:23.0, timesteps:950
87 Result (1->win; 0->lose):0, Score:12.0, timesteps:317
88 Result (1->win; 0->lose):0, Score:11.0, timesteps:411
89 Result (1->win; 0->lose):0, Score:3.0, timesteps:187
90 Result (1->win; 0->lose):0, Score:11.0, timesteps:879
91 Result (1->win; 0->lose):0, Score:3.0, timesteps:137
92 Result (1->win; 0->lose):1, Score:18.0, timesteps:1000
93 Result (1->win; 0->lose):0, Score:3.0, timesteps:277
94 Result (1->win; 0->lose):0, Score:6.0, timesteps:421
95 Result (1->win; 0->lose):1, Score:10.0, timesteps:1000
96 Result (1->win; 0->lose):0, Score:10.0, timesteps:677
97 Result (1->win; 0->lose):0, Score:5.0, timesteps:315
98 Result (1->win; 0->lose):0, Score:3.0, timesteps:176
99 Result (1->win; 0->lose):0, Score:3.0, timesteps:312
100 Result (1->win; 0->lose):0, Score:11.0, timesteps:523
101 Result (1->win; 0->lose):0, Score:12.0, timesteps:445
102 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
103 Result (1->win; 0->lose):0, Score:6.0, timesteps:465
104 Result (1->win; 0->lose):0, Score:7.0, timesteps:297
105 Result (1->win; 0->lose):0, Score:9.0, timesteps:822
106 Result (1->win; 0->lose):0, Score:7.0, timesteps:209
107 Result (1->win; 0->lose):0, Score:3.0, timesteps:148
108 Result (1->win; 0->lose):0, Score:1.0, timesteps:251
109 Result (1->win; 0->lose):0, Score:29.0, timesteps:826
110 Result (1->win; 0->lose):0, Score:7.0, timesteps:309
111 Result (1->win; 0->lose):0, Score:1.0, timesteps:396
112 Result (1->win; 0->lose):0, Score:7.0, timesteps:206
113 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
114 Result (1->win; 0->lose):0, Score:3.0, timesteps:158
115 Result (1->win; 0->lose):0, Score:7.0, timesteps:254
116 Result (1->win; 0->lose):0, Score:9.0, timesteps:969
117 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
118 Result (1->win; 0->lose):1, Score:7.0, timesteps:1000
119 Result (1->win; 0->lose):0, Score:10.0, timesteps:656
120 Result (1->win; 0->lose):1, Score:9.0, timesteps:1000
121 Result (1->win; 0->lose):0, Score:9.0, timesteps:285
122 Result (1->win; 0->lose):0, Score:10.0, timesteps:672
123 Result (1->win; 0->lose):0, Score:3.0, timesteps:176
124 Result (1->win; 0->lose):0, Score:9.0, timesteps:400
125 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
126 Result (1->win; 0->lose):0, Score:6.0, timesteps:242
127 Result (1->win; 0->lose):0, Score:13.0, timesteps:777
128 Result (1->win; 0->lose):0, Score:5.0, timesteps:387
129 Result (1->win; 0->lose):0, Score:8.0, timesteps:209
130 Result (1->win; 0->lose):0, Score:9.0, timesteps:617
131 Result (1->win; 0->lose):0, Score:9.0, timesteps:858
132 Result (1->win; 0->lose):0, Score:5.0, timesteps:254
133 Result (1->win; 0->lose):0, Score:19.0, timesteps:558
134 Result (1->win; 0->lose):0, Score:3.0, timesteps:148
135 Result (1->win; 0->lose):0, Score:5.0, timesteps:868
136 Result (1->win; 0->lose):0, Score:3.0, timesteps:215
137 Result (1->win; 0->lose):0, Score:3.0, timesteps:121
138 Result (1->win; 0->lose):1, Score:12.0, timesteps:1000
139 Result (1->win; 0->lose):0, Score:3.0, timesteps:182
140 Result (1->win; 0->lose):0, Score:5.0, timesteps:437
141 Result (1->win; 0->lose):0, Score:13.0, timesteps:329
142 Result (1->win; 0->lose):0, Score:7.0, timesteps:948
143 Result (1->win; 0->lose):0, Score:3.0, timesteps:225
144 Result (1->win; 0->lose):0, Score:9.0, timesteps:628
145 Result (1->win; 0->lose):0, Score:9.0, timesteps:284
146 Result (1->win; 0->lose):0, Score:5.0, timesteps:170
147 Result (1->win; 0->lose):1, Score:7.0, timesteps:1000
148 Result (1->win; 0->lose):0, Score:10.0, timesteps:779
149 Result (1->win; 0->lose):1, Score:10.0, timesteps:1000
150 Result (1->win; 0->lose):0, Score:5.0, timesteps:176
151 Result (1->win; 0->lose):0, Score:12.0, timesteps:716
152 Result (1->win; 0->lose):0, Score:7.0, timesteps:556
153 Result (1->win; 0->lose):0, Score:9.0, timesteps:726
154 Result (1->win; 0->lose):0, Score:5.0, timesteps:283
155 Result (1->win; 0->lose):0, Score:5.0, timesteps:169
156 Result (1->win; 0->lose):0, Score:6.0, timesteps:212
157 Result (1->win; 0->lose):1, Score:12.0, timesteps:1000
158 Result (1->win; 0->lose):0, Score:3.0, timesteps:260
159 Result (1->win; 0->lose):0, Score:25.0, timesteps:691
160 Result (1->win; 0->lose):0, Score:9.0, timesteps:895
161 Result (1->win; 0->lose):0, Score:7.0, timesteps:653
162 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
163 Result (1->win; 0->lose):0, Score:3.0, timesteps:411
