 ** Playing game examples/gridphysics/aliens.txt, level examples/gridphysics/aliens_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:2.0, timesteps:178
1 Result (1->win; 0->lose):0, Score:10.0, timesteps:645
2 Result (1->win; 0->lose):0, Score:11.0, timesteps:795
3 Result (1->win; 0->lose):0, Score:20.0, timesteps:636
4 Result (1->win; 0->lose):1, Score:49.0, timesteps:807
5 Result (1->win; 0->lose):0, Score:26.0, timesteps:340
6 Result (1->win; 0->lose):0, Score:19.0, timesteps:788
7 Result (1->win; 0->lose):0, Score:15.0, timesteps:208
8 Result (1->win; 0->lose):0, Score:52.0, timesteps:746
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:361
10 Result (1->win; 0->lose):0, Score:57.0, timesteps:890
11 Result (1->win; 0->lose):0, Score:43.0, timesteps:466
12 Result (1->win; 0->lose):0, Score:41.0, timesteps:511
13 Result (1->win; 0->lose):0, Score:37.0, timesteps:814
14 Result (1->win; 0->lose):0, Score:20.0, timesteps:811
15 Result (1->win; 0->lose):0, Score:44.0, timesteps:418
16 Result (1->win; 0->lose):0, Score:36.0, timesteps:759
17 Result (1->win; 0->lose):0, Score:2.0, timesteps:211
18 Result (1->win; 0->lose):0, Score:25.0, timesteps:828
19 Result (1->win; 0->lose):0, Score:13.0, timesteps:698
20 Result (1->win; 0->lose):0, Score:41.0, timesteps:544
21 Result (1->win; 0->lose):0, Score:53.0, timesteps:1000
22 Result (1->win; 0->lose):0, Score:32.0, timesteps:783
23 Result (1->win; 0->lose):0, Score:3.0, timesteps:292
24 Result (1->win; 0->lose):0, Score:4.0, timesteps:161
25 Result (1->win; 0->lose):0, Score:8.0, timesteps:340
26 Result (1->win; 0->lose):0, Score:9.0, timesteps:812
27 Result (1->win; 0->lose):0, Score:25.0, timesteps:232
28 Result (1->win; 0->lose):0, Score:34.0, timesteps:358
29 Result (1->win; 0->lose):0, Score:44.0, timesteps:776
30 Result (1->win; 0->lose):0, Score:20.0, timesteps:325
31 Result (1->win; 0->lose):0, Score:52.0, timesteps:986
32 Result (1->win; 0->lose):0, Score:51.0, timesteps:852
33 Result (1->win; 0->lose):1, Score:52.0, timesteps:655
34 Result (1->win; 0->lose):0, Score:8.0, timesteps:70
35 Result (1->win; 0->lose):0, Score:11.0, timesteps:196
36 Result (1->win; 0->lose):1, Score:49.0, timesteps:537
37 Result (1->win; 0->lose):0, Score:41.0, timesteps:565
38 Result (1->win; 0->lose):0, Score:19.0, timesteps:812
39 Result (1->win; 0->lose):1, Score:48.0, timesteps:783
40 Result (1->win; 0->lose):0, Score:11.0, timesteps:698
41 Result (1->win; 0->lose):0, Score:5.0, timesteps:698
42 Result (1->win; 0->lose):0, Score:5.0, timesteps:550
43 Result (1->win; 0->lose):0, Score:8.0, timesteps:698
44 Result (1->win; 0->lose):0, Score:45.0, timesteps:502
45 Result (1->win; 0->lose):0, Score:43.0, timesteps:778
46 Result (1->win; 0->lose):0, Score:34.0, timesteps:319
47 Result (1->win; 0->lose):0, Score:6.0, timesteps:277
48 Result (1->win; 0->lose):0, Score:10.0, timesteps:714
49 Result (1->win; 0->lose):0, Score:26.0, timesteps:412
50 Result (1->win; 0->lose):0, Score:17.0, timesteps:454
51 Result (1->win; 0->lose):0, Score:7.0, timesteps:130
52 Result (1->win; 0->lose):0, Score:30.0, timesteps:508
53 Result (1->win; 0->lose):0, Score:46.0, timesteps:496
54 Result (1->win; 0->lose):1, Score:53.0, timesteps:706
55 Result (1->win; 0->lose):0, Score:9.0, timesteps:70
56 Result (1->win; 0->lose):1, Score:51.0, timesteps:580
57 Result (1->win; 0->lose):0, Score:16.0, timesteps:193
58 Result (1->win; 0->lose):1, Score:51.0, timesteps:769
59 Result (1->win; 0->lose):0, Score:51.0, timesteps:711
60 Result (1->win; 0->lose):1, Score:50.0, timesteps:791
61 Result (1->win; 0->lose):0, Score:18.0, timesteps:178
62 Result (1->win; 0->lose):0, Score:20.0, timesteps:235
63 Result (1->win; 0->lose):0, Score:9.0, timesteps:121
64 Result (1->win; 0->lose):0, Score:16.0, timesteps:170
65 Result (1->win; 0->lose):0, Score:26.0, timesteps:364
66 Result (1->win; 0->lose):1, Score:50.0, timesteps:813
67 Result (1->win; 0->lose):0, Score:19.0, timesteps:714
68 Result (1->win; 0->lose):0, Score:5.0, timesteps:85
69 Result (1->win; 0->lose):0, Score:14.0, timesteps:325
70 Result (1->win; 0->lose):1, Score:47.0, timesteps:538
71 Result (1->win; 0->lose):0, Score:25.0, timesteps:220
72 Result (1->win; 0->lose):0, Score:37.0, timesteps:496
73 Result (1->win; 0->lose):0, Score:26.0, timesteps:322
74 Result (1->win; 0->lose):0, Score:49.0, timesteps:836
75 Result (1->win; 0->lose):1, Score:50.0, timesteps:766
76 Result (1->win; 0->lose):0, Score:21.0, timesteps:223
77 Result (1->win; 0->lose):0, Score:31.0, timesteps:280
78 Result (1->win; 0->lose):0, Score:12.0, timesteps:163
79 Result (1->win; 0->lose):1, Score:54.0, timesteps:668
80 Result (1->win; 0->lose):0, Score:25.0, timesteps:286
81 Result (1->win; 0->lose):0, Score:53.0, timesteps:894
82 Result (1->win; 0->lose):0, Score:45.0, timesteps:714
83 Result (1->win; 0->lose):1, Score:52.0, timesteps:784
84 Result (1->win; 0->lose):0, Score:31.0, timesteps:482
85 Result (1->win; 0->lose):0, Score:12.0, timesteps:157
86 Result (1->win; 0->lose):1, Score:49.0, timesteps:626
87 Result (1->win; 0->lose):0, Score:16.0, timesteps:585
88 Result (1->win; 0->lose):0, Score:3.0, timesteps:469
89 Result (1->win; 0->lose):0, Score:18.0, timesteps:280
90 Result (1->win; 0->lose):1, Score:50.0, timesteps:674
91 Result (1->win; 0->lose):0, Score:36.0, timesteps:448
92 Result (1->win; 0->lose):1, Score:52.0, timesteps:827
93 Result (1->win; 0->lose):1, Score:53.0, timesteps:478
94 Result (1->win; 0->lose):1, Score:50.0, timesteps:433
95 Result (1->win; 0->lose):0, Score:21.0, timesteps:241
96 Result (1->win; 0->lose):0, Score:43.0, timesteps:463
97 Result (1->win; 0->lose):0, Score:16.0, timesteps:352
