 ** Playing game examples/gridphysics/survivezombies.txt, level examples/gridphysics/survivezombies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:7.0, timesteps:80
1 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
2 Result (1->win; 0->lose):0, Score:1.0, timesteps:233
3 Result (1->win; 0->lose):0, Score:1.0, timesteps:257
4 Result (1->win; 0->lose):0, Score:2.0, timesteps:257
5 Result (1->win; 0->lose):0, Score:3.0, timesteps:189
6 Result (1->win; 0->lose):1, Score:8.0, timesteps:1000
7 Result (1->win; 0->lose):0, Score:4.0, timesteps:30
8 Result (1->win; 0->lose):0, Score:2.0, timesteps:229
9 Result (1->win; 0->lose):0, Score:3.0, timesteps:231
10 Result (1->win; 0->lose):0, Score:2.0, timesteps:18
11 Result (1->win; 0->lose):0, Score:5.0, timesteps:588
12 Result (1->win; 0->lose):0, Score:3.0, timesteps:125
13 Result (1->win; 0->lose):0, Score:2.0, timesteps:16
14 Result (1->win; 0->lose):0, Score:2.0, timesteps:16
15 Result (1->win; 0->lose):0, Score:1.0, timesteps:253
16 Result (1->win; 0->lose):0, Score:3.0, timesteps:469
17 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
18 Result (1->win; 0->lose):0, Score:3.0, timesteps:306
19 Result (1->win; 0->lose):0, Score:1.0, timesteps:237
20 Result (1->win; 0->lose):0, Score:3.0, timesteps:221
21 Result (1->win; 0->lose):0, Score:1.0, timesteps:237
22 Result (1->win; 0->lose):0, Score:3.0, timesteps:229
23 Result (1->win; 0->lose):0, Score:5.0, timesteps:62
24 Result (1->win; 0->lose):0, Score:1.0, timesteps:271
25 Result (1->win; 0->lose):0, Score:8.0, timesteps:257
26 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
27 Result (1->win; 0->lose):0, Score:2.0, timesteps:21
28 Result (1->win; 0->lose):0, Score:5.0, timesteps:388
29 Result (1->win; 0->lose):1, Score:8.0, timesteps:1000
30 Result (1->win; 0->lose):0, Score:2.0, timesteps:16
31 Result (1->win; 0->lose):0, Score:2.0, timesteps:19
32 Result (1->win; 0->lose):0, Score:16.0, timesteps:774
33 Result (1->win; 0->lose):0, Score:6.0, timesteps:760
34 Result (1->win; 0->lose):0, Score:2.0, timesteps:143
35 Result (1->win; 0->lose):0, Score:2.0, timesteps:21
36 Result (1->win; 0->lose):0, Score:1.0, timesteps:257
37 Result (1->win; 0->lose):0, Score:4.0, timesteps:268
38 Result (1->win; 0->lose):0, Score:5.0, timesteps:282
39 Result (1->win; 0->lose):0, Score:5.0, timesteps:946
40 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
41 Result (1->win; 0->lose):0, Score:10.0, timesteps:529
42 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
43 Result (1->win; 0->lose):0, Score:2.0, timesteps:175
44 Result (1->win; 0->lose):1, Score:16.0, timesteps:1000
45 Result (1->win; 0->lose):0, Score:1.0, timesteps:249
46 Result (1->win; 0->lose):1, Score:10.0, timesteps:1000
47 Result (1->win; 0->lose):0, Score:1.0, timesteps:324
48 Result (1->win; 0->lose):0, Score:3.0, timesteps:327
