 ** Playing game examples/gridphysics/survivezombies.txt, level examples/gridphysics/survivezombies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:1.0, timesteps:232
1 Result (1->win; 0->lose):0, Score:11.0, timesteps:158
2 Result (1->win; 0->lose):0, Score:3.0, timesteps:334
3 Result (1->win; 0->lose):0, Score:3.0, timesteps:33
4 Result (1->win; 0->lose):0, Score:5.0, timesteps:62
5 Result (1->win; 0->lose):0, Score:5.0, timesteps:253
6 Result (1->win; 0->lose):0, Score:3.0, timesteps:238
7 Result (1->win; 0->lose):0, Score:7.0, timesteps:126
8 Result (1->win; 0->lose):0, Score:1.0, timesteps:243
9 Result (1->win; 0->lose):0, Score:9.0, timesteps:603
10 Result (1->win; 0->lose):0, Score:12.0, timesteps:401
11 Result (1->win; 0->lose):0, Score:2.0, timesteps:15
12 Result (1->win; 0->lose):0, Score:1.0, timesteps:319
13 Result (1->win; 0->lose):0, Score:1.0, timesteps:265
14 Result (1->win; 0->lose):0, Score:5.0, timesteps:102
15 Result (1->win; 0->lose):1, Score:8.0, timesteps:1000
16 Result (1->win; 0->lose):0, Score:9.0, timesteps:642
17 Result (1->win; 0->lose):0, Score:3.0, timesteps:298
18 Result (1->win; 0->lose):0, Score:3.0, timesteps:357
19 Result (1->win; 0->lose):0, Score:1.0, timesteps:259
20 Result (1->win; 0->lose):0, Score:6.0, timesteps:313
21 Result (1->win; 0->lose):0, Score:5.0, timesteps:217
22 Result (1->win; 0->lose):0, Score:1.0, timesteps:311
23 Result (1->win; 0->lose):0, Score:1.0, timesteps:392
24 Result (1->win; 0->lose):0, Score:5.0, timesteps:235
25 Result (1->win; 0->lose):0, Score:1.0, timesteps:375
26 Result (1->win; 0->lose):0, Score:1.0, timesteps:285
27 Result (1->win; 0->lose):0, Score:5.0, timesteps:360
28 Result (1->win; 0->lose):0, Score:3.0, timesteps:329
29 Result (1->win; 0->lose):0, Score:7.0, timesteps:343
30 Result (1->win; 0->lose):0, Score:3.0, timesteps:247
31 Result (1->win; 0->lose):0, Score:3.0, timesteps:236
32 Result (1->win; 0->lose):0, Score:5.0, timesteps:371
33 Result (1->win; 0->lose):0, Score:5.0, timesteps:47
34 Result (1->win; 0->lose):0, Score:10.0, timesteps:380
35 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
36 Result (1->win; 0->lose):0, Score:9.0, timesteps:553
37 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
38 Result (1->win; 0->lose):0, Score:1.0, timesteps:229
39 Result (1->win; 0->lose):0, Score:10.0, timesteps:466
40 Result (1->win; 0->lose):0, Score:10.0, timesteps:703
41 Result (1->win; 0->lose):0, Score:15.0, timesteps:630
42 Result (1->win; 0->lose):0, Score:3.0, timesteps:541
43 Result (1->win; 0->lose):0, Score:3.0, timesteps:375
44 Result (1->win; 0->lose):0, Score:1.0, timesteps:345
45 Result (1->win; 0->lose):0, Score:5.0, timesteps:684
46 Result (1->win; 0->lose):0, Score:3.0, timesteps:351
47 Result (1->win; 0->lose):0, Score:1.0, timesteps:7
48 Result (1->win; 0->lose):0, Score:8.0, timesteps:372
49 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
50 Result (1->win; 0->lose):0, Score:21.0, timesteps:841
51 Result (1->win; 0->lose):0, Score:11.0, timesteps:257
52 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
53 Result (1->win; 0->lose):0, Score:5.0, timesteps:204
54 Result (1->win; 0->lose):0, Score:8.0, timesteps:409
55 Result (1->win; 0->lose):0, Score:9.0, timesteps:481
56 Result (1->win; 0->lose):0, Score:7.0, timesteps:817
57 Result (1->win; 0->lose):0, Score:13.0, timesteps:758
58 Result (1->win; 0->lose):0, Score:9.0, timesteps:592
59 Result (1->win; 0->lose):1, Score:9.0, timesteps:1000
60 Result (1->win; 0->lose):0, Score:4.0, timesteps:284
61 Result (1->win; 0->lose):0, Score:11.0, timesteps:710
62 Result (1->win; 0->lose):1, Score:9.0, timesteps:1000
63 Result (1->win; 0->lose):0, Score:5.0, timesteps:214
64 Result (1->win; 0->lose):0, Score:3.0, timesteps:124
65 Result (1->win; 0->lose):0, Score:4.0, timesteps:268
66 Result (1->win; 0->lose):0, Score:7.0, timesteps:586
67 Result (1->win; 0->lose):1, Score:16.0, timesteps:1000
68 Result (1->win; 0->lose):0, Score:7.0, timesteps:377
69 Result (1->win; 0->lose):0, Score:6.0, timesteps:208
70 Result (1->win; 0->lose):0, Score:3.0, timesteps:99
71 Result (1->win; 0->lose):0, Score:6.0, timesteps:272
72 Result (1->win; 0->lose):0, Score:9.0, timesteps:666
73 Result (1->win; 0->lose):0, Score:6.0, timesteps:332
74 Result (1->win; 0->lose):1, Score:8.0, timesteps:1000
75 Result (1->win; 0->lose):0, Score:10.0, timesteps:711
76 Result (1->win; 0->lose):0, Score:7.0, timesteps:379
77 Result (1->win; 0->lose):0, Score:5.0, timesteps:172
78 Result (1->win; 0->lose):0, Score:11.0, timesteps:551
79 Result (1->win; 0->lose):0, Score:11.0, timesteps:666
80 Result (1->win; 0->lose):0, Score:7.0, timesteps:505
81 Result (1->win; 0->lose):1, Score:26.0, timesteps:1000
82 Result (1->win; 0->lose):1, Score:10.0, timesteps:1000
83 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
84 Result (1->win; 0->lose):0, Score:8.0, timesteps:740
85 Result (1->win; 0->lose):0, Score:7.0, timesteps:425
86 Result (1->win; 0->lose):0, Score:7.0, timesteps:343
87 Result (1->win; 0->lose):0, Score:4.0, timesteps:305
88 Result (1->win; 0->lose):0, Score:3.0, timesteps:190
89 Result (1->win; 0->lose):0, Score:3.0, timesteps:266
90 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
91 Result (1->win; 0->lose):0, Score:8.0, timesteps:503
92 Result (1->win; 0->lose):1, Score:10.0, timesteps:1000
93 Result (1->win; 0->lose):0, Score:5.0, timesteps:271
94 Result (1->win; 0->lose):0, Score:11.0, timesteps:493
95 Result (1->win; 0->lose):1, Score:16.0, timesteps:1000
96 Result (1->win; 0->lose):0, Score:5.0, timesteps:246
97 Result (1->win; 0->lose):0, Score:4.0, timesteps:175
98 Result (1->win; 0->lose):0, Score:8.0, timesteps:356
99 Result (1->win; 0->lose):1, Score:14.0, timesteps:1000
100 Result (1->win; 0->lose):0, Score:5.0, timesteps:350
101 Result (1->win; 0->lose):0, Score:3.0, timesteps:175
102 Result (1->win; 0->lose):0, Score:7.0, timesteps:213
103 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
104 Result (1->win; 0->lose):0, Score:3.0, timesteps:168
105 Result (1->win; 0->lose):0, Score:15.0, timesteps:524
106 Result (1->win; 0->lose):0, Score:3.0, timesteps:152
107 Result (1->win; 0->lose):0, Score:9.0, timesteps:400
108 Result (1->win; 0->lose):0, Score:3.0, timesteps:334
