 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
1 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
2 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
3 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
4 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
5 Result (1->win; 0->lose):0, Score:2.0, timesteps:399
6 Result (1->win; 0->lose):0, Score:10.0, timesteps:526
7 Result (1->win; 0->lose):0, Score:8.0, timesteps:632
8 Result (1->win; 0->lose):0, Score:20.0, timesteps:513
9 Result (1->win; 0->lose):0, Score:8.0, timesteps:399
10 Result (1->win; 0->lose):0, Score:36.0, timesteps:935
11 Result (1->win; 0->lose):0, Score:14.0, timesteps:991
12 Result (1->win; 0->lose):0, Score:10.0, timesteps:621
13 Result (1->win; 0->lose):0, Score:10.0, timesteps:702
14 Result (1->win; 0->lose):0, Score:6.0, timesteps:634
15 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
16 Result (1->win; 0->lose):0, Score:10.0, timesteps:953
17 Result (1->win; 0->lose):0, Score:10.0, timesteps:822
18 Result (1->win; 0->lose):0, Score:24.0, timesteps:892
19 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
20 Result (1->win; 0->lose):0, Score:14.0, timesteps:914
21 Result (1->win; 0->lose):0, Score:6.0, timesteps:620
22 Result (1->win; 0->lose):0, Score:20.0, timesteps:548
23 Result (1->win; 0->lose):0, Score:30.0, timesteps:929
24 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
25 Result (1->win; 0->lose):0, Score:8.0, timesteps:632
26 Result (1->win; 0->lose):0, Score:16.0, timesteps:534
27 Result (1->win; 0->lose):0, Score:26.0, timesteps:878
28 Result (1->win; 0->lose):0, Score:10.0, timesteps:621
29 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
30 Result (1->win; 0->lose):0, Score:10.0, timesteps:541
31 Result (1->win; 0->lose):0, Score:20.0, timesteps:869
32 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
33 Result (1->win; 0->lose):0, Score:16.0, timesteps:736
34 Result (1->win; 0->lose):0, Score:14.0, timesteps:989
35 Result (1->win; 0->lose):0, Score:12.0, timesteps:937
36 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
37 Result (1->win; 0->lose):0, Score:22.0, timesteps:841
38 Result (1->win; 0->lose):0, Score:6.0, timesteps:620
39 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
40 Result (1->win; 0->lose):0, Score:34.0, timesteps:817
41 Result (1->win; 0->lose):0, Score:8.0, timesteps:406
42 Result (1->win; 0->lose):0, Score:32.0, timesteps:770
43 Result (1->win; 0->lose):0, Score:10.0, timesteps:592
44 Result (1->win; 0->lose):0, Score:20.0, timesteps:909
45 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
46 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
47 Result (1->win; 0->lose):0, Score:10.0, timesteps:888
48 Result (1->win; 0->lose):0, Score:6.0, timesteps:494
