 ** Playing game examples/gridphysics/survivezombies.txt, level examples/gridphysics/survivezombies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:12.0, timesteps:108
1 Result (1->win; 0->lose):0, Score:4.0, timesteps:25
2 Result (1->win; 0->lose):0, Score:5.0, timesteps:231
3 Result (1->win; 0->lose):0, Score:14.0, timesteps:832
4 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
5 Result (1->win; 0->lose):0, Score:1.0, timesteps:262
6 Result (1->win; 0->lose):0, Score:1.0, timesteps:269
7 Result (1->win; 0->lose):0, Score:1.0, timesteps:155
8 Result (1->win; 0->lose):0, Score:1.0, timesteps:168
9 Result (1->win; 0->lose):0, Score:5.0, timesteps:465
10 Result (1->win; 0->lose):0, Score:1.0, timesteps:311
11 Result (1->win; 0->lose):0, Score:1.0, timesteps:215
12 Result (1->win; 0->lose):0, Score:2.0, timesteps:15
13 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
14 Result (1->win; 0->lose):0, Score:8.0, timesteps:218
15 Result (1->win; 0->lose):0, Score:4.0, timesteps:52
16 Result (1->win; 0->lose):0, Score:1.0, timesteps:209
17 Result (1->win; 0->lose):0, Score:1.0, timesteps:261
18 Result (1->win; 0->lose):0, Score:6.0, timesteps:432
19 Result (1->win; 0->lose):0, Score:1.0, timesteps:245
20 Result (1->win; 0->lose):1, Score:8.0, timesteps:1000
21 Result (1->win; 0->lose):0, Score:1.0, timesteps:251
22 Result (1->win; 0->lose):0, Score:5.0, timesteps:39
23 Result (1->win; 0->lose):0, Score:1.0, timesteps:476
24 Result (1->win; 0->lose):0, Score:1.0, timesteps:209
25 Result (1->win; 0->lose):0, Score:21.0, timesteps:622
26 Result (1->win; 0->lose):0, Score:1.0, timesteps:239
27 Result (1->win; 0->lose):0, Score:3.0, timesteps:185
28 Result (1->win; 0->lose):0, Score:1.0, timesteps:217
29 Result (1->win; 0->lose):0, Score:1.0, timesteps:214
30 Result (1->win; 0->lose):1, Score:9.0, timesteps:1000
31 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
32 Result (1->win; 0->lose):0, Score:3.0, timesteps:267
33 Result (1->win; 0->lose):0, Score:5.0, timesteps:48
