 ** Playing game examples/gridphysics/frogs.txt, level examples/gridphysics/frogs_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-2.0, timesteps:74
1 Result (1->win; 0->lose):0, Score:-2.0, timesteps:9
2 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
3 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
4 Result (1->win; 0->lose):0, Score:-2.0, timesteps:27
5 Result (1->win; 0->lose):0, Score:-2.0, timesteps:140
6 Result (1->win; 0->lose):0, Score:-2.0, timesteps:50
7 Result (1->win; 0->lose):0, Score:-2.0, timesteps:93
8 Result (1->win; 0->lose):0, Score:-2.0, timesteps:13
9 Result (1->win; 0->lose):0, Score:-2.0, timesteps:17
10 Result (1->win; 0->lose):0, Score:-2.0, timesteps:5
11 Result (1->win; 0->lose):0, Score:-2.0, timesteps:2
12 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
13 Result (1->win; 0->lose):0, Score:-2.0, timesteps:4
14 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
15 Result (1->win; 0->lose):0, Score:-2.0, timesteps:82
16 Result (1->win; 0->lose):0, Score:-2.0, timesteps:67
17 Result (1->win; 0->lose):0, Score:-2.0, timesteps:10
18 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
19 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
20 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
21 Result (1->win; 0->lose):0, Score:-2.0, timesteps:4
22 Result (1->win; 0->lose):0, Score:-2.0, timesteps:15
23 Result (1->win; 0->lose):0, Score:-2.0, timesteps:5
24 Result (1->win; 0->lose):0, Score:-2.0, timesteps:26
25 Result (1->win; 0->lose):0, Score:-2.0, timesteps:23
26 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
27 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
28 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
29 Result (1->win; 0->lose):0, Score:-2.0, timesteps:60
30 Result (1->win; 0->lose):0, Score:-2.0, timesteps:90
31 Result (1->win; 0->lose):0, Score:-2.0, timesteps:284
32 Result (1->win; 0->lose):0, Score:-2.0, timesteps:10
33 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
34 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
35 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
36 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
37 Result (1->win; 0->lose):0, Score:-2.0, timesteps:3
38 Result (1->win; 0->lose):0, Score:-2.0, timesteps:4
39 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
40 Result (1->win; 0->lose):0, Score:-2.0, timesteps:13
41 Result (1->win; 0->lose):0, Score:-2.0, timesteps:5
42 Result (1->win; 0->lose):0, Score:-2.0, timesteps:233
43 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
44 Result (1->win; 0->lose):0, Score:-2.0, timesteps:18
45 Result (1->win; 0->lose):0, Score:-2.0, timesteps:70
46 Result (1->win; 0->lose):0, Score:-2.0, timesteps:6
47 Result (1->win; 0->lose):0, Score:-2.0, timesteps:15
48 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
49 Result (1->win; 0->lose):0, Score:-2.0, timesteps:8
50 Result (1->win; 0->lose):0, Score:-2.0, timesteps:92
51 Result (1->win; 0->lose):0, Score:-2.0, timesteps:13
52 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
53 Result (1->win; 0->lose):0, Score:-2.0, timesteps:3
54 Result (1->win; 0->lose):0, Score:-2.0, timesteps:13
55 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
56 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
57 Result (1->win; 0->lose):0, Score:-2.0, timesteps:0
58 Result (1->win; 0->lose):0, Score:-2.0, timesteps:104
59 Result (1->win; 0->lose):0, Score:-2.0, timesteps:203
60 Result (1->win; 0->lose):0, Score:-2.0, timesteps:2
61 Result (1->win; 0->lose):0, Score:-2.0, timesteps:12
62 Result (1->win; 0->lose):0, Score:-2.0, timesteps:1
