 ** Playing game examples/gridphysics/survivezombies.txt, level examples/gridphysics/survivezombies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:7.0, timesteps:76
1 Result (1->win; 0->lose):0, Score:4.0, timesteps:30
2 Result (1->win; 0->lose):0, Score:13.0, timesteps:810
3 Result (1->win; 0->lose):0, Score:4.0, timesteps:39
4 Result (1->win; 0->lose):0, Score:5.0, timesteps:716
5 Result (1->win; 0->lose):0, Score:5.0, timesteps:725
6 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
7 Result (1->win; 0->lose):0, Score:1.0, timesteps:255
8 Result (1->win; 0->lose):0, Score:3.0, timesteps:587
9 Result (1->win; 0->lose):0, Score:17.0, timesteps:688
10 Result (1->win; 0->lose):0, Score:3.0, timesteps:512
11 Result (1->win; 0->lose):1, Score:11.0, timesteps:1000
12 Result (1->win; 0->lose):0, Score:1.0, timesteps:562
13 Result (1->win; 0->lose):0, Score:8.0, timesteps:721
14 Result (1->win; 0->lose):0, Score:1.0, timesteps:416
15 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
16 Result (1->win; 0->lose):0, Score:5.0, timesteps:673
17 Result (1->win; 0->lose):0, Score:5.0, timesteps:64
18 Result (1->win; 0->lose):0, Score:5.0, timesteps:564
19 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
20 Result (1->win; 0->lose):0, Score:4.0, timesteps:43
21 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
22 Result (1->win; 0->lose):0, Score:7.0, timesteps:920
23 Result (1->win; 0->lose):0, Score:16.0, timesteps:628
24 Result (1->win; 0->lose):0, Score:3.0, timesteps:20
25 Result (1->win; 0->lose):0, Score:8.0, timesteps:688
26 Result (1->win; 0->lose):1, Score:4.0, timesteps:1000
27 Result (1->win; 0->lose):0, Score:3.0, timesteps:419
28 Result (1->win; 0->lose):0, Score:11.0, timesteps:923
29 Result (1->win; 0->lose):1, Score:2.0, timesteps:1000
30 Result (1->win; 0->lose):0, Score:1.0, timesteps:361
31 Result (1->win; 0->lose):0, Score:14.0, timesteps:437
32 Result (1->win; 0->lose):0, Score:5.0, timesteps:545
33 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
34 Result (1->win; 0->lose):0, Score:1.0, timesteps:331
35 Result (1->win; 0->lose):0, Score:13.0, timesteps:482
36 Result (1->win; 0->lose):0, Score:1.0, timesteps:20
37 Result (1->win; 0->lose):0, Score:1.0, timesteps:415
38 Result (1->win; 0->lose):0, Score:3.0, timesteps:222
39 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
40 Result (1->win; 0->lose):0, Score:13.0, timesteps:882
41 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
42 Result (1->win; 0->lose):0, Score:1.0, timesteps:339
43 Result (1->win; 0->lose):1, Score:5.0, timesteps:1000
44 Result (1->win; 0->lose):0, Score:3.0, timesteps:457
45 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
46 Result (1->win; 0->lose):0, Score:3.0, timesteps:274
47 Result (1->win; 0->lose):0, Score:5.0, timesteps:404
48 Result (1->win; 0->lose):1, Score:11.0, timesteps:1000
49 Result (1->win; 0->lose):0, Score:1.0, timesteps:381
50 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
51 Result (1->win; 0->lose):0, Score:3.0, timesteps:443
52 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
53 Result (1->win; 0->lose):0, Score:1.0, timesteps:71
54 Result (1->win; 0->lose):1, Score:6.0, timesteps:1000
55 Result (1->win; 0->lose):0, Score:4.0, timesteps:29
56 Result (1->win; 0->lose):0, Score:5.0, timesteps:494
57 Result (1->win; 0->lose):1, Score:9.0, timesteps:1000
58 Result (1->win; 0->lose):0, Score:3.0, timesteps:280
59 Result (1->win; 0->lose):0, Score:5.0, timesteps:708
60 Result (1->win; 0->lose):0, Score:1.0, timesteps:321
61 Result (1->win; 0->lose):1, Score:3.0, timesteps:1000
