 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:111
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
4 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:107
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
18 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
22 Result (1->win; 0->lose):0, Score:1.0, timesteps:91
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:107
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
33 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
40 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
42 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
43 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
44 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
45 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
47 Result (1->win; 0->lose):0, Score:-1.0, timesteps:41
48 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
49 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
50 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
51 Result (1->win; 0->lose):0, Score:-1.0, timesteps:45
52 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
53 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
54 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
55 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
56 Result (1->win; 0->lose):0, Score:-1.0, timesteps:107
57 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
58 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
59 Result (1->win; 0->lose):0, Score:-1.0, timesteps:39
60 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
61 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
62 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
63 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
64 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
65 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
66 Result (1->win; 0->lose):0, Score:-1.0, timesteps:45
67 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
68 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
69 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
70 Result (1->win; 0->lose):0, Score:1.0, timesteps:331
71 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
72 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
73 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
74 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
75 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
76 Result (1->win; 0->lose):0, Score:1.0, timesteps:199
77 Result (1->win; 0->lose):0, Score:-1.0, timesteps:51
78 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
79 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
80 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
81 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
82 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
83 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
84 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
85 Result (1->win; 0->lose):0, Score:3.0, timesteps:495
86 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
87 Result (1->win; 0->lose):0, Score:1.0, timesteps:611
88 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
89 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
90 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
91 Result (1->win; 0->lose):0, Score:-1.0, timesteps:111
92 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
93 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
94 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
95 Result (1->win; 0->lose):0, Score:1.0, timesteps:91
96 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
97 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
98 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
99 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
100 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
101 Result (1->win; 0->lose):0, Score:1.0, timesteps:27
102 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
103 Result (1->win; 0->lose):0, Score:-1.0, timesteps:247
104 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
105 Result (1->win; 0->lose):0, Score:-1.0, timesteps:38
106 Result (1->win; 0->lose):0, Score:-1.0, timesteps:51
107 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
108 Result (1->win; 0->lose):0, Score:1.0, timesteps:91
109 Result (1->win; 0->lose):0, Score:-1.0, timesteps:19
110 Result (1->win; 0->lose):0, Score:-1.0, timesteps:39
111 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
112 Result (1->win; 0->lose):0, Score:1.0, timesteps:91
113 Result (1->win; 0->lose):0, Score:1.0, timesteps:447
114 Result (1->win; 0->lose):0, Score:-1.0, timesteps:43
115 Result (1->win; 0->lose):0, Score:-1.0, timesteps:51
116 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
117 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
118 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
119 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
120 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
121 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
122 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
123 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
124 Result (1->win; 0->lose):0, Score:1.0, timesteps:91
125 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
126 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
127 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
128 Result (1->win; 0->lose):0, Score:1.0, timesteps:39
129 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
