 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:51
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:51
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:51
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:51
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:71
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
7 Result (1->win; 0->lose):0, Score:1.0, timesteps:699
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:923
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:53
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
13 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
14 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
15 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:59
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:619
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:51
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:47
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:51
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:51
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:696
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
35 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:51
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:63
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
