 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
1 Result (1->win; 0->lose):0, Score:6.0, timesteps:569
2 Result (1->win; 0->lose):0, Score:12.0, timesteps:995
3 Result (1->win; 0->lose):0, Score:8.0, timesteps:913
4 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
5 Result (1->win; 0->lose):0, Score:8.0, timesteps:635
6 Result (1->win; 0->lose):0, Score:8.0, timesteps:350
7 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
8 Result (1->win; 0->lose):0, Score:6.0, timesteps:861
9 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
10 Result (1->win; 0->lose):0, Score:10.0, timesteps:663
11 Result (1->win; 0->lose):0, Score:12.0, timesteps:534
12 Result (1->win; 0->lose):0, Score:12.0, timesteps:818
13 Result (1->win; 0->lose):0, Score:10.0, timesteps:443
14 Result (1->win; 0->lose):0, Score:6.0, timesteps:757
15 Result (1->win; 0->lose):0, Score:8.0, timesteps:557
16 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
17 Result (1->win; 0->lose):0, Score:8.0, timesteps:709
18 Result (1->win; 0->lose):0, Score:6.0, timesteps:638
19 Result (1->win; 0->lose):0, Score:10.0, timesteps:733
20 Result (1->win; 0->lose):0, Score:4.0, timesteps:655
21 Result (1->win; 0->lose):0, Score:0.0, timesteps:878
22 Result (1->win; 0->lose):0, Score:10.0, timesteps:412
23 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
24 Result (1->win; 0->lose):0, Score:8.0, timesteps:392
25 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
26 Result (1->win; 0->lose):0, Score:12.0, timesteps:922
27 Result (1->win; 0->lose):0, Score:10.0, timesteps:622
28 Result (1->win; 0->lose):0, Score:12.0, timesteps:598
29 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
30 Result (1->win; 0->lose):0, Score:14.0, timesteps:711
31 Result (1->win; 0->lose):0, Score:10.0, timesteps:414
32 Result (1->win; 0->lose):0, Score:14.0, timesteps:797
33 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
34 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
35 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
36 Result (1->win; 0->lose):0, Score:10.0, timesteps:903
37 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
38 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
39 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
40 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
41 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
42 Result (1->win; 0->lose):0, Score:12.0, timesteps:918
43 Result (1->win; 0->lose):0, Score:14.0, timesteps:994
44 Result (1->win; 0->lose):0, Score:4.0, timesteps:473
45 Result (1->win; 0->lose):0, Score:8.0, timesteps:689
46 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
47 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
48 Result (1->win; 0->lose):0, Score:12.0, timesteps:551
49 Result (1->win; 0->lose):0, Score:10.0, timesteps:758
50 Result (1->win; 0->lose):0, Score:28.0, timesteps:1000
51 Result (1->win; 0->lose):0, Score:14.0, timesteps:760
52 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
53 Result (1->win; 0->lose):0, Score:18.0, timesteps:542
54 Result (1->win; 0->lose):0, Score:14.0, timesteps:878
55 Result (1->win; 0->lose):0, Score:8.0, timesteps:771
56 Result (1->win; 0->lose):0, Score:14.0, timesteps:898
57 Result (1->win; 0->lose):0, Score:10.0, timesteps:599
58 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
59 Result (1->win; 0->lose):0, Score:18.0, timesteps:564
60 Result (1->win; 0->lose):0, Score:10.0, timesteps:668
61 Result (1->win; 0->lose):0, Score:8.0, timesteps:578
62 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
63 Result (1->win; 0->lose):0, Score:10.0, timesteps:480
64 Result (1->win; 0->lose):0, Score:14.0, timesteps:818
65 Result (1->win; 0->lose):0, Score:10.0, timesteps:693
66 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
67 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
68 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
69 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
70 Result (1->win; 0->lose):0, Score:22.0, timesteps:918
71 Result (1->win; 0->lose):0, Score:12.0, timesteps:746
72 Result (1->win; 0->lose):0, Score:14.0, timesteps:792
73 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
74 Result (1->win; 0->lose):0, Score:20.0, timesteps:799
75 Result (1->win; 0->lose):0, Score:12.0, timesteps:864
76 Result (1->win; 0->lose):0, Score:12.0, timesteps:797
77 Result (1->win; 0->lose):0, Score:8.0, timesteps:854
78 Result (1->win; 0->lose):0, Score:16.0, timesteps:940
79 Result (1->win; 0->lose):0, Score:12.0, timesteps:824
80 Result (1->win; 0->lose):0, Score:10.0, timesteps:781
81 Result (1->win; 0->lose):0, Score:16.0, timesteps:750
82 Result (1->win; 0->lose):0, Score:12.0, timesteps:736
83 Result (1->win; 0->lose):0, Score:10.0, timesteps:603
84 Result (1->win; 0->lose):0, Score:10.0, timesteps:604
85 Result (1->win; 0->lose):0, Score:10.0, timesteps:747
86 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
87 Result (1->win; 0->lose):0, Score:8.0, timesteps:630
88 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
89 Result (1->win; 0->lose):0, Score:14.0, timesteps:681
90 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
91 Result (1->win; 0->lose):0, Score:22.0, timesteps:651
92 Result (1->win; 0->lose):0, Score:4.0, timesteps:732
93 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
94 Result (1->win; 0->lose):0, Score:12.0, timesteps:692
95 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
96 Result (1->win; 0->lose):0, Score:34.0, timesteps:835
97 Result (1->win; 0->lose):0, Score:24.0, timesteps:953
