 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:419
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:427
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:428
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:491
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
12 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:343
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:419
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:455
16 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:427
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:419
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:427
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:419
29 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:419
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:491
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:27
37 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
38 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
40 Result (1->win; 0->lose):0, Score:-1.0, timesteps:343
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
42 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
43 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
44 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
45 Result (1->win; 0->lose):0, Score:1.0, timesteps:691
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:30
47 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
48 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
49 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
50 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
51 Result (1->win; 0->lose):0, Score:-1.0, timesteps:423
52 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
53 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
54 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
55 Result (1->win; 0->lose):0, Score:1.0, timesteps:611
56 Result (1->win; 0->lose):0, Score:-1.0, timesteps:155
57 Result (1->win; 0->lose):0, Score:1.0, timesteps:455
58 Result (1->win; 0->lose):0, Score:-1.0, timesteps:579
59 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
60 Result (1->win; 0->lose):0, Score:-1.0, timesteps:419
61 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
62 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
63 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
64 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
65 Result (1->win; 0->lose):0, Score:-1.0, timesteps:27
66 Result (1->win; 0->lose):0, Score:-1.0, timesteps:487
67 Result (1->win; 0->lose):0, Score:-1.0, timesteps:419
68 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
69 Result (1->win; 0->lose):0, Score:-1.0, timesteps:419
70 Result (1->win; 0->lose):0, Score:1.0, timesteps:991
71 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
72 Result (1->win; 0->lose):0, Score:-1.0, timesteps:395
73 Result (1->win; 0->lose):0, Score:-1.0, timesteps:579
74 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
75 Result (1->win; 0->lose):0, Score:-1.0, timesteps:475
76 Result (1->win; 0->lose):0, Score:-1.0, timesteps:423
77 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
78 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
79 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
80 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
81 Result (1->win; 0->lose):0, Score:-1.0, timesteps:419
82 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
83 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
84 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
85 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
86 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
