 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:135
1 Result (1->win; 0->lose):0, Score:0.0, timesteps:271
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:173
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:331
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:15
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:183
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
11 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:351
13 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
15 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
16 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
18 Result (1->win; 0->lose):0, Score:0.0, timesteps:1000
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
22 Result (1->win; 0->lose):0, Score:-1.0, timesteps:402
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:439
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:31
26 Result (1->win; 0->lose):0, Score:-1.0, timesteps:331
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:179
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
29 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
31 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:57
34 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
35 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:19
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
38 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
39 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
40 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
41 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
42 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
43 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
44 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
45 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
46 Result (1->win; 0->lose):0, Score:-1.0, timesteps:151
47 Result (1->win; 0->lose):0, Score:-1.0, timesteps:439
48 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
49 Result (1->win; 0->lose):0, Score:1.0, timesteps:748
50 Result (1->win; 0->lose):0, Score:1.0, timesteps:187
51 Result (1->win; 0->lose):0, Score:-1.0, timesteps:927
52 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
53 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
54 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
55 Result (1->win; 0->lose):0, Score:-1.0, timesteps:30
56 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
57 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
58 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
59 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
60 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
61 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
62 Result (1->win; 0->lose):0, Score:-1.0, timesteps:57
63 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
64 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
65 Result (1->win; 0->lose):0, Score:-1.0, timesteps:307
66 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
67 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
68 Result (1->win; 0->lose):0, Score:-1.0, timesteps:227
69 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
70 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
71 Result (1->win; 0->lose):0, Score:1.0, timesteps:531
72 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
73 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
74 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
75 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
76 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
77 Result (1->win; 0->lose):0, Score:1.0, timesteps:563
78 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
79 Result (1->win; 0->lose):0, Score:-1.0, timesteps:95
80 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
81 Result (1->win; 0->lose):0, Score:-1.0, timesteps:34
82 Result (1->win; 0->lose):0, Score:1.0, timesteps:531
83 Result (1->win; 0->lose):0, Score:1.0, timesteps:531
84 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
85 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
86 Result (1->win; 0->lose):0, Score:-1.0, timesteps:399
87 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
88 Result (1->win; 0->lose):0, Score:-1.0, timesteps:435
