 ** Playing game examples/gridphysics/butterflies.txt, level examples/gridphysics/butterflies_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:12.0, timesteps:828
1 Result (1->win; 0->lose):0, Score:0.0, timesteps:460
2 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
3 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
4 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
5 Result (1->win; 0->lose):0, Score:10.0, timesteps:568
6 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
7 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
8 Result (1->win; 0->lose):0, Score:6.0, timesteps:473
9 Result (1->win; 0->lose):0, Score:16.0, timesteps:740
10 Result (1->win; 0->lose):0, Score:6.0, timesteps:561
11 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
12 Result (1->win; 0->lose):0, Score:12.0, timesteps:413
13 Result (1->win; 0->lose):0, Score:12.0, timesteps:588
14 Result (1->win; 0->lose):0, Score:4.0, timesteps:451
15 Result (1->win; 0->lose):0, Score:6.0, timesteps:626
16 Result (1->win; 0->lose):0, Score:8.0, timesteps:1000
17 Result (1->win; 0->lose):0, Score:0.0, timesteps:460
18 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
19 Result (1->win; 0->lose):0, Score:0.0, timesteps:460
20 Result (1->win; 0->lose):0, Score:6.0, timesteps:626
21 Result (1->win; 0->lose):0, Score:24.0, timesteps:878
22 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
23 Result (1->win; 0->lose):0, Score:8.0, timesteps:905
24 Result (1->win; 0->lose):0, Score:12.0, timesteps:535
25 Result (1->win; 0->lose):0, Score:14.0, timesteps:444
26 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
27 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
28 Result (1->win; 0->lose):0, Score:0.0, timesteps:460
29 Result (1->win; 0->lose):0, Score:6.0, timesteps:1000
30 Result (1->win; 0->lose):0, Score:16.0, timesteps:936
31 Result (1->win; 0->lose):0, Score:8.0, timesteps:985
32 Result (1->win; 0->lose):0, Score:16.0, timesteps:884
33 Result (1->win; 0->lose):0, Score:24.0, timesteps:1000
34 Result (1->win; 0->lose):0, Score:6.0, timesteps:488
35 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
36 Result (1->win; 0->lose):0, Score:24.0, timesteps:1000
37 Result (1->win; 0->lose):0, Score:14.0, timesteps:588
38 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
39 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
40 Result (1->win; 0->lose):0, Score:10.0, timesteps:1000
41 Result (1->win; 0->lose):0, Score:18.0, timesteps:926
42 Result (1->win; 0->lose):0, Score:4.0, timesteps:515
43 Result (1->win; 0->lose):0, Score:0.0, timesteps:460
44 Result (1->win; 0->lose):0, Score:8.0, timesteps:616
45 Result (1->win; 0->lose):0, Score:18.0, timesteps:754
46 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
47 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
48 Result (1->win; 0->lose):0, Score:2.0, timesteps:510
49 Result (1->win; 0->lose):0, Score:18.0, timesteps:419
50 Result (1->win; 0->lose):0, Score:2.0, timesteps:460
51 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
52 Result (1->win; 0->lose):0, Score:2.0, timesteps:625
53 Result (1->win; 0->lose):0, Score:10.0, timesteps:539
54 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
55 Result (1->win; 0->lose):0, Score:34.0, timesteps:881
56 Result (1->win; 0->lose):0, Score:8.0, timesteps:719
57 Result (1->win; 0->lose):0, Score:30.0, timesteps:1000
58 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
59 Result (1->win; 0->lose):0, Score:16.0, timesteps:673
60 Result (1->win; 0->lose):0, Score:10.0, timesteps:629
61 Result (1->win; 0->lose):0, Score:8.0, timesteps:629
62 Result (1->win; 0->lose):0, Score:16.0, timesteps:736
63 Result (1->win; 0->lose):0, Score:6.0, timesteps:626
64 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
65 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
66 Result (1->win; 0->lose):0, Score:6.0, timesteps:626
67 Result (1->win; 0->lose):0, Score:6.0, timesteps:463
68 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
69 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
70 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
71 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
72 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
73 Result (1->win; 0->lose):0, Score:22.0, timesteps:1000
74 Result (1->win; 0->lose):0, Score:10.0, timesteps:555
75 Result (1->win; 0->lose):0, Score:20.0, timesteps:673
76 Result (1->win; 0->lose):0, Score:6.0, timesteps:615
77 Result (1->win; 0->lose):0, Score:8.0, timesteps:893
78 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
79 Result (1->win; 0->lose):0, Score:22.0, timesteps:873
80 Result (1->win; 0->lose):0, Score:10.0, timesteps:910
81 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
82 Result (1->win; 0->lose):0, Score:8.0, timesteps:817
83 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
84 Result (1->win; 0->lose):0, Score:32.0, timesteps:485
85 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
86 Result (1->win; 0->lose):0, Score:20.0, timesteps:1000
87 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
88 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
89 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
90 Result (1->win; 0->lose):0, Score:18.0, timesteps:1000
91 Result (1->win; 0->lose):0, Score:8.0, timesteps:817
92 Result (1->win; 0->lose):0, Score:14.0, timesteps:837
93 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
94 Result (1->win; 0->lose):0, Score:12.0, timesteps:511
95 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
96 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
97 Result (1->win; 0->lose):0, Score:6.0, timesteps:626
98 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
99 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
100 Result (1->win; 0->lose):0, Score:12.0, timesteps:402
101 Result (1->win; 0->lose):0, Score:10.0, timesteps:611
102 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
103 Result (1->win; 0->lose):0, Score:16.0, timesteps:884
104 Result (1->win; 0->lose):0, Score:24.0, timesteps:1000
105 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
106 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
107 Result (1->win; 0->lose):0, Score:8.0, timesteps:817
108 Result (1->win; 0->lose):0, Score:34.0, timesteps:562
109 Result (1->win; 0->lose):0, Score:8.0, timesteps:383
110 Result (1->win; 0->lose):0, Score:6.0, timesteps:497
111 Result (1->win; 0->lose):0, Score:8.0, timesteps:595
112 Result (1->win; 0->lose):0, Score:32.0, timesteps:699
113 Result (1->win; 0->lose):0, Score:6.0, timesteps:383
114 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
115 Result (1->win; 0->lose):0, Score:16.0, timesteps:666
116 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
117 Result (1->win; 0->lose):0, Score:8.0, timesteps:567
118 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
119 Result (1->win; 0->lose):0, Score:10.0, timesteps:608
120 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
121 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
122 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
123 Result (1->win; 0->lose):0, Score:20.0, timesteps:554
124 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
125 Result (1->win; 0->lose):0, Score:4.0, timesteps:413
126 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
127 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
128 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
129 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
130 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
131 Result (1->win; 0->lose):0, Score:8.0, timesteps:263
132 Result (1->win; 0->lose):0, Score:24.0, timesteps:573
133 Result (1->win; 0->lose):0, Score:10.0, timesteps:368
134 Result (1->win; 0->lose):0, Score:8.0, timesteps:400
135 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
136 Result (1->win; 0->lose):0, Score:26.0, timesteps:1000
137 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
138 Result (1->win; 0->lose):0, Score:18.0, timesteps:419
139 Result (1->win; 0->lose):0, Score:6.0, timesteps:626
140 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
141 Result (1->win; 0->lose):0, Score:8.0, timesteps:780
142 Result (1->win; 0->lose):0, Score:24.0, timesteps:908
143 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
144 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
145 Result (1->win; 0->lose):0, Score:8.0, timesteps:660
146 Result (1->win; 0->lose):0, Score:4.0, timesteps:732
147 Result (1->win; 0->lose):0, Score:12.0, timesteps:273
148 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
149 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
150 Result (1->win; 0->lose):0, Score:16.0, timesteps:1000
151 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
152 Result (1->win; 0->lose):0, Score:10.0, timesteps:371
153 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
154 Result (1->win; 0->lose):0, Score:8.0, timesteps:599
155 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
156 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
157 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
158 Result (1->win; 0->lose):0, Score:38.0, timesteps:1000
159 Result (1->win; 0->lose):0, Score:10.0, timesteps:516
160 Result (1->win; 0->lose):0, Score:28.0, timesteps:952
161 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
162 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
163 Result (1->win; 0->lose):0, Score:8.0, timesteps:817
164 Result (1->win; 0->lose):0, Score:38.0, timesteps:986
165 Result (1->win; 0->lose):0, Score:24.0, timesteps:505
166 Result (1->win; 0->lose):0, Score:14.0, timesteps:496
167 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
168 Result (1->win; 0->lose):0, Score:12.0, timesteps:517
169 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
170 Result (1->win; 0->lose):0, Score:6.0, timesteps:245
171 Result (1->win; 0->lose):0, Score:18.0, timesteps:755
172 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
173 Result (1->win; 0->lose):0, Score:44.0, timesteps:861
174 Result (1->win; 0->lose):0, Score:28.0, timesteps:654
175 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
176 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
177 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
178 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
179 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
180 Result (1->win; 0->lose):0, Score:10.0, timesteps:336
181 Result (1->win; 0->lose):0, Score:10.0, timesteps:376
182 Result (1->win; 0->lose):0, Score:8.0, timesteps:559
183 Result (1->win; 0->lose):0, Score:16.0, timesteps:588
184 Result (1->win; 0->lose):0, Score:34.0, timesteps:1000
185 Result (1->win; 0->lose):0, Score:12.0, timesteps:1000
186 Result (1->win; 0->lose):0, Score:10.0, timesteps:774
187 Result (1->win; 0->lose):0, Score:16.0, timesteps:328
188 Result (1->win; 0->lose):0, Score:14.0, timesteps:385
189 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
190 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
191 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
192 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
193 Result (1->win; 0->lose):0, Score:8.0, timesteps:468
194 Result (1->win; 0->lose):0, Score:32.0, timesteps:694
195 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
196 Result (1->win; 0->lose):0, Score:24.0, timesteps:1000
197 Result (1->win; 0->lose):0, Score:12.0, timesteps:256
198 Result (1->win; 0->lose):0, Score:8.0, timesteps:392
199 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
200 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
201 Result (1->win; 0->lose):0, Score:18.0, timesteps:419
202 Result (1->win; 0->lose):0, Score:18.0, timesteps:403
203 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
204 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
205 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
206 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
207 Result (1->win; 0->lose):0, Score:8.0, timesteps:817
208 Result (1->win; 0->lose):0, Score:14.0, timesteps:1000
