 ** Playing game examples/gridphysics/zelda.txt, level examples/gridphysics/zelda_lvl0.txt **
0 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
1 Result (1->win; 0->lose):0, Score:-1.0, timesteps:75
2 Result (1->win; 0->lose):0, Score:-1.0, timesteps:49
3 Result (1->win; 0->lose):0, Score:-1.0, timesteps:25
4 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
5 Result (1->win; 0->lose):0, Score:-1.0, timesteps:195
6 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
7 Result (1->win; 0->lose):0, Score:-1.0, timesteps:55
8 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
9 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
10 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
11 Result (1->win; 0->lose):0, Score:1.0, timesteps:251
12 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
13 Result (1->win; 0->lose):0, Score:2.0, timesteps:1000
14 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
15 Result (1->win; 0->lose):0, Score:-1.0, timesteps:111
16 Result (1->win; 0->lose):0, Score:1.0, timesteps:239
17 Result (1->win; 0->lose):0, Score:-1.0, timesteps:7
18 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
19 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
20 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
21 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
22 Result (1->win; 0->lose):0, Score:1.0, timesteps:239
23 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
24 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
25 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
26 Result (1->win; 0->lose):0, Score:1.0, timesteps:415
27 Result (1->win; 0->lose):0, Score:-1.0, timesteps:99
28 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
29 Result (1->win; 0->lose):0, Score:1.0, timesteps:243
30 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
31 Result (1->win; 0->lose):0, Score:1.0, timesteps:355
32 Result (1->win; 0->lose):0, Score:-1.0, timesteps:279
33 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
34 Result (1->win; 0->lose):0, Score:1.0, timesteps:263
35 Result (1->win; 0->lose):0, Score:4.0, timesteps:1000
36 Result (1->win; 0->lose):0, Score:-1.0, timesteps:111
37 Result (1->win; 0->lose):0, Score:-1.0, timesteps:67
